ID;TIME
9981;13265350.83354 ns;
9982;13244546.94986 ns;
9983;13182302.00559 ns;
9984;13178906.40348 ns;
9985;13314240.61209 ns;
9986;13182633.55643 ns;
9987;13167814.35162 ns;
9988;13169080.01900 ns;
9989;13166220.85869 ns;
9990;13208057.73139 ns;
9991;13244686.64825 ns;
9992;13306727.63288 ns;
9993;13189343.73558 ns;
9994;13245323.67289 ns;
9995;13644500.63556 ns;
9996;13180850.07370 ns;
9997;13180844.48576 ns;
9998;13213951.14064 ns;
9999;13253311.62661 ns;
10000;13229376.63645 ns;
10001;13202402.74072 ns;
10002;13186061.75482 ns;
10003;13280280.86573 ns;
10004;13239918.27667 ns;
10005;13217757.45600 ns;
10006;13375959.35911 ns;
10007;13263308.44313 ns;
10008;13361997.90239 ns;
10009;13408312.57403 ns;
10010;13228522.61364 ns;
10011;13274836.35396 ns;
10012;13233667.23955 ns;
10013;13216416.35150 ns;
10014;13203137.55423 ns;
10015;13216806.57566 ns;
10016;13199410.40128 ns;
10017;13325979.00182 ns;
10018;13347058.55697 ns;
10019;13146890.32733 ns;
10020;13340747.91521 ns;
10021;13140758.49950 ns;
10022;13208716.17645 ns;
10023;13250427.32060 ns;
10024;13350272.55118 ns;
10025;14012129.04602 ns;
10026;13986529.78241 ns;
10027;13742233.62654 ns;
10028;13910718.26220 ns;
10029;20272434.68910 ns;
10030;13837371.02151 ns;
10031;13532788.49274 ns;
10032;13751497.49219 ns;
10033;13588432.22260 ns;
10034;13550229.37059 ns;
10035;13658648.35680 ns;
10036;13906585.98393 ns;
10037;13572259.80610 ns;
10038;13697646.55828 ns;
10039;13592978.93941 ns;
10040;13570113.10756 ns;
10041;13981733.47116 ns;
10042;13609246.35082 ns;
10043;13546667.99307 ns;
10044;13610541.82053 ns;
10045;13682940.04351 ns;
10046;13579077.08734 ns;
10047;13522971.42148 ns;
10048;13535528.44375 ns;
10049;13355606.23556 ns;
10050;13609582.55827 ns;
10051;13583108.78277 ns;
10052;13589713.72247 ns;
10053;13551656.15678 ns;
10054;13612434.26800 ns;
10055;13575502.67130 ns;
10056;13547509.90868 ns;
10057;13606096.61788 ns;
10058;13577110.13407 ns;
10059;13533788.73318 ns;
10060;13529370.53889 ns;
10061;13544765.30105 ns;
10062;13491235.67343 ns;
10063;13568421.82577 ns;
10064;13554431.49805 ns;
10065;13561761.00671 ns;
10066;13518472.20212 ns;
10067;13673206.79128 ns;
10068;13541279.36065 ns;
10069;13586090.87765 ns;
10070;13544471.00312 ns;
10071;13564493.50715 ns;
10072;13538264.66948 ns;
10073;13569423.92886 ns;
10074;13887666.16583 ns;
10075;13530896.97659 ns;
10076;13523966.07399 ns;
10077;13527847.82648 ns;
10078;13758642.59899 ns;
10079;13258739.37458 ns;
10080;13389343.39583 ns;
10081;13251419.17914 ns;
10082;13281378.89504 ns;
10083;13263815.08261 ns;
10084;13308210.29842 ns;
10085;13288375.92155 ns;
10086;13288925.40187 ns;
10087;13481033.96595 ns;
10088;13346856.45998 ns;
10089;13381489.55256 ns;
10090;13460715.30133 ns;
10091;13375440.61244 ns;
10092;13408331.20048 ns;
10093;13666283.33926 ns;
10094;13677073.64261 ns;
10095;13566448.35323 ns;
10096;13562803.15667 ns;
10097;13559563.08544 ns;
10098;13516386.03956 ns;
10099;13818313.36766 ns;
10100;13567314.48323 ns;
10101;13574703.59653 ns;
10102;13766680.84413 ns;
10103;13543559.23831 ns;
10104;13426957.65197 ns;
10105;13441465.79504 ns;
10106;13442980.12555 ns;
10107;13410712.59230 ns;
10108;13404283.67257 ns;
10109;14211977.83202 ns;
10110;13645707.62962 ns;
10111;13638659.38038 ns;
10112;13595171.27275 ns;
10113;13607554.13771 ns;
10114;13589207.08299 ns;
10115;13601257.46578 ns;
10116;13629333.11611 ns;
10117;13589834.79440 ns;
10118;13682560.99522 ns;
10119;13617878.77977 ns;
10120;13564953.58050 ns;
10121;13563476.50290 ns;
10122;13605356.21643 ns;
10123;13589834.79440 ns;
10124;13418495.65506 ns;
10125;13594722.37527 ns;
10126;13540922.66411 ns;
10127;13423062.86097 ns;
10128;13484578.57966 ns;
10129;13583467.34196 ns;
10130;13676017.52281 ns;
10131;13919474.55704 ns;
10132;13684224.33734 ns;
10133;13524226.84431 ns;
10134;13593357.98770 ns;
10135;13569532.89360 ns;
10136;13592685.57280 ns;
10137;13563867.65838 ns;
10138;13571048.15543 ns;
10139;13612096.19790 ns;
10140;13535075.82098 ns;
10141;13604803.01082 ns;
10142;13560175.89569 ns;
10143;13520176.52243 ns;
10144;13531190.34320 ns;
10145;13489385.13547 ns;
10146;13489343.22596 ns;
10147;13506316.57988 ns;
10148;13738459.90747 ns;
10149;13521965.59310 ns;
10150;13685534.70820 ns;
10151;13866255.05984 ns;
10152;13874884.69481 ns;
10153;13861658.98293 ns;
10154;13631341.04759 ns;
10155;13684469.27518 ns;
10156;13613743.70754 ns;
10157;13818666.33892 ns;
10158;13346968.21868 ns;
10159;13550121.33718 ns;
10160;13654090.46412 ns;
10161;13283915.81774 ns;
10162;13472907.24516 ns;
10163;13187387.02685 ns;
10164;13185176.06705 ns;
10165;13222599.40207 ns;
10166;13163918.62929 ns;
10167;13182339.25849 ns;
10168;13126378.87895 ns;
10169;13126778.41634 ns;
10170;13210739.00908 ns;
10171;13142606.24349 ns;
10172;13233620.67342 ns;
10173;13167625.29314 ns;
10174;13168570.58555 ns;
10175;13324125.66990 ns;
10176;13171204.36579 ns;
10177;13187664.56097 ns;
10178;13164855.53980 ns;
10179;13173277.48984 ns;
10180;13155813.32892 ns;
10181;13169987.12718 ns;
10182;13151071.03437 ns;
10183;13176273.55456 ns;
10184;13132531.19588 ns;
10185;13495898.80556 ns;
10186;13209640.97977 ns;
10187;13161156.32653 ns;
10188;13186556.28711 ns;
10189;13224095.10612 ns;
10190;13238487.76519 ns;
10191;13395516.20185 ns;
10192;13434231.28128 ns;
10193;13216742.31440 ns;
10194;13185856.86386 ns;
10195;13179132.71487 ns;
10196;13165225.27486 ns;
10197;13525607.06437 ns;
10198;13494889.25189 ns;
10199;13158603.57136 ns;
10200;13288751.24454 ns;
10201;13331728.98740 ns;
10202;13201748.95227 ns;
10203;13317795.47036 ns;
10204;13204419.05409 ns;
10205;13160716.74228 ns;
10206;13263835.57171 ns;
10207;13158175.16297 ns;
10208;13197221.79323 ns;
10209;13270831.66689 ns;
10210;13182767.66688 ns;
10211;13474665.58218 ns;
10212;13163954.95087 ns;
10213;13207681.47707 ns;
10214;13184715.06238 ns;
10215;13647310.43577 ns;
10216;13257608.74897 ns;
10217;13330866.58269 ns;
10218;13327086.34436 ns;
10219;13294486.32896 ns;
10220;13317729.34645 ns;
10221;13270487.07753 ns;
10222;13229902.83370 ns;
10223;13196923.77001 ns;
10224;13160672.97012 ns;
10225;13162421.06259 ns;
10226;13176705.68824 ns;
10227;13179477.30422 ns;
10228;13320415.28076 ns;
10229;13177535.49665 ns;
10230;13179061.00303 ns;
10231;15068772.24892 ns;
10232;13452047.48213 ns;
10233;13575016.52092 ns;
10234;13309322.29757 ns;
10235;13229331.00164 ns;
10236;13201102.61440 ns;
10237;13371454.55182 ns;
10238;13540484.94250 ns;
10239;14047184.95905 ns;
10240;13514674.26866 ns;
10241;13307741.84316 ns;
10242;13270277.52995 ns;
10243;13286232.94830 ns;
10244;13213505.96845 ns;
10245;13184961.86286 ns;
10246;13152942.06142 ns;
10247;13199948.70573 ns;
10248;13217542.32049 ns;
10249;13159945.60719 ns;
10250;13182112.94711 ns;
10251;13192368.67130 ns;
10252;13240923.17373 ns;
10253;13262018.56136 ns;
10254;13341857.12039 ns;
10255;13491883.87394 ns;
10256;13373677.61880 ns;
10257;13393589.29545 ns;
10258;13316716.06749 ns;
10259;13281619.17627 ns;
10260;23031498.30550 ns;
10261;13595723.54704 ns;
10262;13182039.37262 ns;
10263;13150412.58931 ns;
10264;13169010.16980 ns;
10265;13132008.72391 ns;
10266;13302921.31752 ns;
10267;13184685.26006 ns;
10268;13224340.97528 ns;
10269;13189440.59312 ns;
10270;13210872.18821 ns;
10271;13323716.81929 ns;
10272;13257960.78891 ns;
10273;13202444.65023 ns;
10274;13204572.72232 ns;
10275;13204472.13948 ns;
10276;13209666.12548 ns;
10277;13198747.29961 ns;
10278;13514925.72576 ns;
10279;13192966.58039 ns;
10280;13181132.26444 ns;
10281;13223963.78964 ns;
10282;13367420.99375 ns;
10283;13207080.77401 ns;
10284;13193480.67045 ns;
10285;13205514.28944 ns;
10286;13394461.01338 ns;
10287;13149784.87790 ns;
10288;13979371.63711 ns;
10289;13511248.86423 ns;
10290;13200394.80925 ns;
10291;13219474.81483 ns;
10292;13197628.78120 ns;
10293;13340273.87202 ns;
10294;13190635.47999 ns;
10295;13207664.71326 ns;
10296;13206591.82966 ns;
10297;13314048.75964 ns;
10298;13240003.95834 ns;
10299;13201324.26918 ns;
10300;13156955.13040 ns;
10301;13177354.82007 ns;
10302;13200808.31647 ns;
10303;13292570.59842 ns;
10304;13213069.17816 ns;
10305;13231878.16888 ns;
10306;13192642.48013 ns;
10307;13301308.26682 ns;
10308;13236510.56737 ns;
10309;13194720.26080 ns;
10310;13204132.20674 ns;
10311;13160177.50651 ns;
10312;13240152.03863 ns;
10313;13182362.54156 ns;
10314;13263237.66261 ns;
10315;13227975.92729 ns;
10316;13181866.14662 ns;
10317;13372587.97139 ns;
10318;13135870.91863 ns;
10319;13206836.76749 ns;
10320;13163650.40839 ns;
10321;13171405.53147 ns;
10322;13161195.44208 ns;
10323;13184627.51806 ns;
10324;13204780.40725 ns;
10325;13502731.91929 ns;
10326;13206720.35217 ns;
10327;13198828.32468 ns;
10328;13152124.36020 ns;
10329;13151691.29521 ns;
10330;13241462.40950 ns;
10331;13199485.83841 ns;
10332;13181343.67466 ns;
10333;13226058.33411 ns;
10334;13160117.90186 ns;
10335;13222514.65172 ns;
10336;13186813.33214 ns;
10337;13226646.92998 ns;
10338;13229113.07216 ns;
10339;13228880.24151 ns;
10340;13340705.07437 ns;
10341;13204672.37383 ns;
10342;13722070.49280 ns;
10343;13179795.81654 ns;
10344;13259794.56306 ns;
10345;13218102.04536 ns;
10346;13269131.07187 ns;
10347;13255011.29031 ns;
10348;13257531.44920 ns;
10349;13256463.22221 ns;
10350;13232259.07981 ns;
10351;13255747.03515 ns;
10352;13261944.98688 ns;
10353;13179040.51393 ns;
10354;13202593.66184 ns;
10355;13242548.33162 ns;
10356;13354779.22112 ns;
10357;13508691.45244 ns;
10358;13199430.89038 ns;
10359;13388570.39809 ns;
10360;13189300.89474 ns;
10361;13699383.47489 ns;
10362;13862536.28880 ns;
10363;13231784.10530 ns;
10364;13261499.81469 ns;
10365;13126539.99776 ns;
10366;13128198.68326 ns;
10367;13163479.04503 ns;
10368;13223140.50049 ns;
10369;13184267.09622 ns;
10370;13204039.07448 ns;
10371;13332657.51600 ns;
10372;13163910.24739 ns;
10373;13220965.86227 ns;
10374;13196043.67018 ns;
10375;13215409.59179 ns;
10376;13242866.84394 ns;
10377;13258217.83394 ns;
10378;13188485.05616 ns;
10379;13369936.49602 ns;
10380;13303216.54677 ns;
10381;13199415.05790 ns;
10382;13180624.69363 ns;
10383;13232275.84362 ns;
10384;13181986.28724 ns;
10385;13197874.65036 ns;
10386;13223770.07455 ns;
10387;13182949.27478 ns;
10388;13302048.66827 ns;
10389;13215016.57367 ns;
10390;13197666.96543 ns;
10391;13155314.14002 ns;
10392;13263721.01903 ns;
10393;13162329.79298 ns;
10394;13225667.17863 ns;
10395;13278135.09852 ns;
10396;13307076.87885 ns;
10397;13246213.08595 ns;
10398;13183800.50361 ns;
10399;13205697.75999 ns;
10400;13246803.54446 ns;
10401;13185423.79886 ns;
10402;13165442.27302 ns;
10403;13280137.44205 ns;
10404;13272853.56820 ns;
10405;13653940.52118 ns;
10406;13269219.54751 ns;
10407;13481890.78271 ns;
10408;13562696.98590 ns;
10409;13229014.35196 ns;
10410;13455672.18959 ns;
10411;13321660.45904 ns;
10412;13157789.59543 ns;
10413;13176293.11234 ns;
10414;13238861.22555 ns;
10415;13195797.80102 ns;
10416;13250227.08625 ns;
10417;13280287.38499 ns;
10418;13366408.64611 ns;
10419;13248540.46106 ns;
10420;13248068.28052 ns;
10421;13245657.08637 ns;
10422;13201864.43627 ns;
10423;13313355.85564 ns;
10424;13203536.16029 ns;
10425;13592605.47906 ns;
10426;13147206.97701 ns;
10427;13181787.91553 ns;
10428;13225631.78837 ns;
10429;13326701.70814 ns;
10430;13240166.00847 ns;
10431;13392696.15710 ns;
10432;13250839.89650 ns;
10433;13227082.78894 ns;
10434;13562751.93393 ns;
10435;13223537.24390 ns;
10436;13241429.81321 ns;
10437;13474577.10654 ns;
10438;13217971.66020 ns;
10439;13556622.90007 ns;
10440;13254586.60722 ns;
10441;13285568.91531 ns;
10442;13265722.43124 ns;
10443;13542009.51755 ns;
10444;13220990.07666 ns;
10445;13199790.38090 ns;
10446;13219573.53503 ns;
10447;13293954.54377 ns;
10448;13160124.42112 ns;
10449;13527978.21164 ns;
10450;13268611.39387 ns;
10451;13179093.59932 ns;
10452;13207290.32159 ns;
10453;13180434.70383 ns;
10454;13221086.00289 ns;
10455;13194526.54570 ns;
10456;13245447.53879 ns;
10457;13274705.96880 ns;
10458;13356113.80637 ns;
10459;13307267.79997 ns;
10460;13482654.46723 ns;
10461;13252345.84510 ns;
10462;13925036.41546 ns;
10463;13904944.99356 ns;
10464;13183152.30310 ns;
10465;13360324.31573 ns;
10466;13394682.66815 ns;
10467;13185934.16363 ns;
10468;13208966.70222 ns;
10469;13476500.28765 ns;
10470;13697053.30580 ns;
10471;13725759.46152 ns;
10472;13282004.74381 ns;
10473;13565913.77407 ns;
10474;13493908.56922 ns;
10475;13161160.98315 ns;
10476;13197962.19468 ns;
10477;13180310.83792 ns;
10478;13267016.96962 ns;
10479;13176516.62976 ns;
10480;13361190.44572 ns;
10481;13165945.18721 ns;
10482;13158977.96303 ns;
10483;13179278.00119 ns;
10484;13163622.46871 ns;
10485;13309514.15002 ns;
10486;13177473.09804 ns;
10487;13258837.16345 ns;
10488;13161850.16185 ns;
10489;13159900.90370 ns;
10490;13194550.76009 ns;
10491;13181712.47840 ns;
10492;13459050.09657 ns;
10493;13182220.98053 ns;
10494;15516675.07738 ns;
10495;13169061.39255 ns;
10496;13355388.30608 ns;
10497;13193713.50110 ns;
10498;13201294.46685 ns;
10499;13414897.95595 ns;
10500;13210349.71625 ns;
10501;13387088.66388 ns;
10502;13194785.45338 ns;
10503;13233817.18248 ns;
10504;13273349.03181 ns;
10505;13190881.34915 ns;
10506;13165976.85218 ns;
10507;13186455.70427 ns;
10508;13168398.29087 ns;
10509;13169539.16103 ns;
10510;13168949.63384 ns;
10511;13256438.07650 ns;
10512;13480148.27818 ns;
10513;13169751.50257 ns;
10514;13296947.81452 ns;
10515;13546048.66356 ns;
10516;13609171.84502 ns;
10517;13251995.66782 ns;
10518;13303214.68413 ns;
10519;13314242.47473 ns;
10520;13533730.05986 ns;
10521;13226535.17127 ns;
10522;13522727.41497 ns;
10523;13220423.83254 ns;
10524;13234673.06793 ns;
10525;13207759.70817 ns;
10526;13344275.76512 ns;
10527;13181699.43988 ns;
10528;13179636.56038 ns;
10529;13199515.64074 ns;
10530;13244942.76196 ns;
10531;13177940.62197 ns;
10532;13269609.77167 ns;
10533;13313050.38184 ns;
10534;13179780.91538 ns;
10535;13180293.14280 ns;
10536;13161186.12885 ns;
10537;13159290.88742 ns;
10538;13157648.96572 ns;
10539;13197602.70417 ns;
10540;13267390.42997 ns;
10541;13156720.43711 ns;
10542;13158937.91616 ns;
10543;13383508.65990 ns;
10544;13178992.08516 ns;
10545;13183809.81684 ns;
10546;13180862.18089 ns;
10547;13223830.61051 ns;
10548;13222970.06845 ns;
10549;13237711.97349 ns;
10550;13258572.66784 ns;
10551;13342555.61233 ns;
10552;13204900.54786 ns;
10553;13186893.42588 ns;
10554;13210540.63737 ns;
10555;13245351.61257 ns;
10556;13167873.02494 ns;
10557;13203154.31803 ns;
10558;13266398.57143 ns;
10559;13265297.74815 ns;
10560;13319053.68716 ns;
10561;13295189.47750 ns;
10562;13329545.03596 ns;
10563;13336754.40401 ns;
10564;13770953.75210 ns;
10565;13618782.16267 ns;
10566;13198563.82906 ns;
10567;13157822.19172 ns;
10568;13199027.62771 ns;
10569;13161091.13395 ns;
10570;13159540.48187 ns;
10571;13201092.36985 ns;
10572;13255476.02028 ns;
10573;13158355.83955 ns;
10574;13223399.40816 ns;
10575;13229672.79702 ns;
10576;13178487.30832 ns;
10577;13222783.80394 ns;
10578;13184022.15838 ns;
10579;13184613.54822 ns;
10580;13163818.04645 ns;
10581;13233452.10403 ns;
10582;13362110.59242 ns;
10583;13220612.89102 ns;
10584;13564393.85563 ns;
10585;13245907.61214 ns;
10586;13216864.31766 ns;
10587;13189499.26645 ns;
10588;13177455.40291 ns;
10589;13218638.48716 ns;
10590;13381021.09730 ns;
10591;13180963.69505 ns;
10592;13200243.00367 ns;
10593;13193245.97716 ns;
10594;13281650.84124 ns;
10595;13181312.00969 ns;
10596;13217089.69772 ns;
10597;13250286.69089 ns;
10598;13183865.69619 ns;
10599;13206463.30714 ns;
10600;13243228.19710 ns;
10601;13161878.10153 ns;
10602;13169406.91322 ns;
10603;13357774.35452 ns;
10604;13165055.77415 ns;
10605;13360210.69437 ns;
10606;13442222.96029 ns;
10607;13359033.50264 ns;
10608;13306022.62169 ns;
10609;13242456.13068 ns;
10610;13413528.91177 ns;
10611;13287955.89507 ns;
10612;13287197.79849 ns;
10613;13376682.99675 ns;
10614;13274963.01383 ns;
10615;13216198.42201 ns;
10616;13158624.06045 ns;
10617;13236738.74140 ns;
10618;13176094.74063 ns;
10619;13159473.42664 ns;
10620;13256779.87188 ns;
10621;13308011.92671 ns;
10622;13162498.36236 ns;
10623;13159148.39506 ns;
10624;13203655.36958 ns;
10625;13962415.97831 ns;
10626;13231248.59482 ns;
10627;13215971.17931 ns;
10628;13238475.65800 ns;
10629;13220834.54579 ns;
10630;13160925.35853 ns;
10631;13340383.76808 ns;
10632;13159516.26748 ns;
10633;13158411.71890 ns;
10634;13178456.57468 ns;
10635;13296374.11982 ns;
10636;13199296.77993 ns;
10637;13303499.66884 ns;
10638;13166731.22346 ns;
10639;13433367.01393 ns;
10640;13125532.30673 ns;
10641;13212662.19020 ns;
10642;13257070.44452 ns;
10643;13195983.13421 ns;
10644;13274206.77990 ns;
10645;13247839.17516 ns;
10646;13190744.44473 ns;
10647;13267587.87036 ns;
10648;13339998.20054 ns;
10649;13280644.08153 ns;
10650;13482357.37532 ns;
10651;13658676.29647 ns;
10652;13433413.58006 ns;
10653;13283868.32029 ns;
10654;13348775.91580 ns;
10655;13646114.61759 ns;
10656;14637901.44771 ns;
10657;13525793.32888 ns;
10658;13574608.60163 ns;
10659;13335683.38305 ns;
10660;13242484.07036 ns;
10661;13133715.83819 ns;
10662;13206970.87795 ns;
10663;13137348.92756 ns;
10664;13124486.43148 ns;
10665;13146300.80014 ns;
10666;13166094.19882 ns;
10667;13178833.76032 ns;
10668;13430265.70976 ns;
10669;13234783.89531 ns;
10670;13319889.08350 ns;
10671;13229560.10699 ns;
10672;13345454.81950 ns;
10673;13670180.92424 ns;
10674;13582001.44023 ns;
10675;13211471.02863 ns;
10676;13226417.82463 ns;
10677;13168442.99436 ns;
10678;13161167.50240 ns;
10679;13179142.95942 ns;
10680;13508571.31183 ns;
10681;13537515.88613 ns;
10682;13287374.74978 ns;
10683;13291934.50511 ns;
10684;13184190.72777 ns;
10685;13235550.37379 ns;
10686;13275488.27976 ns;
10687;14683214.01626 ns;
10688;13320226.22228 ns;
10689;13238364.83061 ns;
10690;13166682.79469 ns;
10691;13187233.35862 ns;
10692;13169517.74061 ns;
10693;13187915.08675 ns;
10694;13166830.87498 ns;
10695;13242694.54926 ns;
10696;13181127.60782 ns;
10697;13156387.02363 ns;
10698;13367434.03226 ns;
10699;13225344.94102 ns;
10700;13262165.71033 ns;
10701;13159882.27725 ns;
10702;13207641.43020 ns;
10703;18186407.16374 ns;
10704;13351296.07469 ns;
10705;13297380.87952 ns;
10706;13327550.14300 ns;
10707;13204089.36590 ns;
10708;13476653.95588 ns;
10709;13200972.22924 ns;
10710;13204510.32370 ns;
10711;13159528.37467 ns;
10712;13384411.11147 ns;
10713;13241820.96869 ns;
10714;13257788.49423 ns;
10715;13182956.72536 ns;
10716;13386675.15665 ns;
10717;13218856.41664 ns;
10718;13500439.93443 ns;
10719;13252848.75929 ns;
10720;13241474.51669 ns;
10721;13590985.90910 ns;
10722;13525724.41101 ns;
10723;13168435.54378 ns;
10724;13466286.47298 ns;
10725;13149005.36090 ns;
10726;13187946.75171 ns;
10727;13129930.01193 ns;
10728;13252453.87852 ns;
10729;13384768.73934 ns;
10730;13199069.53722 ns;
10731;13232755.47475 ns;
10732;13219001.70296 ns;
10733;13353748.24703 ns;
10734;13477104.71600 ns;
10735;13749831.35611 ns;
10736;13227951.71291 ns;
10737;13345438.98702 ns;
10738;13234925.45635 ns;
10739;13699282.89205 ns;
10740;13244757.42877 ns;
10741;13191552.83272 ns;
10742;13160494.15618 ns;
10743;13218997.97767 ns;
10744;13271819.80014 ns;
10745;13169126.58513 ns;
10746;13448155.48509 ns;
10747;13499335.38586 ns;
10748;13390494.51053 ns;
10749;13456197.45553 ns;
10750;13478134.75877 ns;
10751;13377597.55552 ns;
10752;13340309.26228 ns;
10753;13234472.83357 ns;
10754;13213968.83577 ns;
10755;13258529.82700 ns;
10756;13285228.98257 ns;
10757;13236041.18079 ns;
10758;13205896.13169 ns;
10759;13229342.17751 ns;
10760;13279671.78077 ns;
10761;13272570.44613 ns;
10762;13416375.03356 ns;
10763;13220698.57270 ns;
10764;13359659.35141 ns;
10765;13254897.66896 ns;
10766;13520630.07653 ns;
10767;13224928.63983 ns;
10768;13361327.35014 ns;
10769;13147222.80949 ns;
10770;13127104.37924 ns;
10771;13237807.89971 ns;
10772;13164927.25164 ns;
10773;13169257.90161 ns;
10774;13338023.79668 ns;
10775;13333432.37638 ns;
10776;13286808.50565 ns;
10777;13148218.39333 ns;
10778;13635825.36578 ns;
10779;13181520.62595 ns;
10780;13222417.79417 ns;
10781;13179692.43973 ns;
10782;13515353.20282 ns;
10783;13434442.69150 ns;
10784;13219120.91225 ns;
10785;13289415.27754 ns;
10786;13241995.12601 ns;
10787;13200508.43060 ns;
10788;13233451.17271 ns;
10789;13248618.69216 ns;
10790;13188473.88029 ns;
10791;13451834.20926 ns;
10792;13427773.49055 ns;
10793;14068889.43166 ns;
10794;13361886.14368 ns;
10795;13516108.50543 ns;
10796;13332097.79114 ns;
10797;13527143.74661 ns;
10798;13341698.79556 ns;
10799;13423338.53245 ns;
10800;13171171.76950 ns;
10801;13130953.53544 ns;
10802;13224483.46764 ns;
10803;13131652.95869 ns;
10804;13129473.66387 ns;
10805;13251855.03811 ns;
10806;13224436.90151 ns;
10807;13319645.07699 ns;
10808;13161499.05324 ns;
10809;13350273.48250 ns;
10810;13212867.08117 ns;
10811;13275342.99344 ns;
10812;13234644.19693 ns;
10813;13223227.11349 ns;
10814;13223501.85364 ns;
10815;13223160.05826 ns;
10816;13237177.39433 ns;
10817;13166448.10140 ns;
10818;13166659.51163 ns;
10819;13236701.48849 ns;
10820;13197692.11113 ns;
10821;13186085.96921 ns;
10822;13517386.28000 ns;
10823;13221899.97882 ns;
10824;13620109.29734 ns;
10825;13128254.56262 ns;
10826;13181603.51366 ns;
10827;13149457.98367 ns;
10828;13562654.14506 ns;
10829;13215798.88463 ns;
10830;13482905.92432 ns;
10831;13283627.10774 ns;
10832;13278647.32593 ns;
10833;13370782.13692 ns;
10834;13281539.08253 ns;
10835;13191097.41598 ns;
10836;13163063.67517 ns;
10837;13235783.20444 ns;
10838;13289690.01770 ns;
10839;13166674.41279 ns;
10840;13281616.38230 ns;
10841;13156781.90440 ns;
10842;13219160.02780 ns;
10843;13159058.05677 ns;
10844;13234187.84887 ns;
10845;13161269.94789 ns;
10846;13159693.21877 ns;
10847;13233528.47248 ns;
10848;13266483.32179 ns;
10849;13238598.59258 ns;
10850;13251689.26269 ns;
10851;13294490.05425 ns;
10852;13246399.35046 ns;
10853;13295490.29469 ns;
10854;13202561.06555 ns;
10855;13428578.15325 ns;
10856;13183175.58616 ns;
10857;13189108.11096 ns;
10858;13333409.09332 ns;
10859;13245313.42834 ns;
10860;13240972.53382 ns;
10861;13343218.71400 ns;
10862;13261433.69079 ns;
10863;13168766.16329 ns;
10864;13229066.50603 ns;
10865;13296132.90727 ns;
10866;13163332.82739 ns;
10867;13165194.54122 ns;
10868;13205294.49731 ns;
10869;13198303.99007 ns;
10870;13551855.45981 ns;
10871;13555480.16727 ns;
10872;13536548.24197 ns;
10873;13224728.40548 ns;
10874;13187589.12385 ns;
10875;13255882.07692 ns;
10876;13280120.67825 ns;
10877;13199088.16367 ns;
10878;13178644.70184 ns;
10879;13264922.42515 ns;
10880;13214810.75138 ns;
10881;13211093.84298 ns;
10882;13147163.20485 ns;
10883;13188532.55361 ns;
10884;13230847.19479 ns;
10885;13418773.18919 ns;
10886;13308884.57596 ns;
10887;13343874.36509 ns;
10888;13305152.76641 ns;
10889;13352028.09423 ns;
10890;13359262.60799 ns;
10891;13639648.44495 ns;
10892;13631152.92042 ns;
10893;13262696.56420 ns;
10894;13159370.04983 ns;
10895;13184468.26190 ns;
10896;13224237.59848 ns;
10897;13188255.95081 ns;
10898;13179416.76825 ns;
10899;13163625.26268 ns;
10900;13237833.04542 ns;
10901;13168771.75122 ns;
10902;13164468.10961 ns;
10903;13225140.98138 ns;
10904;13203189.70829 ns;
10905;13146445.15514 ns;
10906;13319855.55589 ns;
10907;13343510.21796 ns;
10908;13216167.68837 ns;
10909;13218629.17393 ns;
10910;13233732.43213 ns;
10911;13355505.65273 ns;
10912;13151398.85992 ns;
10913;13196102.34350 ns;
10914;13252130.70959 ns;
10915;13528529.55461 ns;
10916;13453871.94306 ns;
10917;13248685.74739 ns;
10918;13196261.59966 ns;
10919;13159799.38954 ns;
10920;13175997.88308 ns;
10921;13523736.03731 ns;
10922;13257620.85617 ns;
10923;13600667.00727 ns;
10924;13327123.59726 ns;
10925;13250596.82131 ns;
10926;13221755.62382 ns;
10927;13167181.98359 ns;
10928;13173958.28664 ns;
10929;13128587.97610 ns;
10930;13146751.56027 ns;
10931;13201100.75176 ns;
10932;13239732.01215 ns;
10933;13150249.60786 ns;
10934;13148237.01978 ns;
10935;13270122.93041 ns;
10936;13135187.32786 ns;
10937;13130763.54563 ns;
10938;13150605.37308 ns;
10939;13151643.79776 ns;
10940;13169452.54803 ns;
10941;13167827.39013 ns;
10942;13421363.19727 ns;
10943;13162217.10294 ns;
10944;13211993.50059 ns;
10945;13197585.00904 ns;
10946;13236155.73347 ns;
10947;13159187.51061 ns;
10948;13474517.50189 ns;
10949;13302993.02936 ns;
10950;13180451.46763 ns;
10951;13158949.09203 ns;
10952;13158122.07758 ns;
10953;13182872.90633 ns;
10954;13200010.17302 ns;
10955;13158865.27300 ns;
10956;13230534.27041 ns;
10957;13201924.04091 ns;
10958;13180358.33538 ns;
10959;13271437.02656 ns;
10960;13270381.83808 ns;
10961;13316326.77466 ns;
10962;13370890.17034 ns;
10963;13516843.31894 ns;
10964;13379603.62434 ns;
10965;13202494.01033 ns;
10966;13244852.42367 ns;
10967;13321578.50266 ns;
10968;13494655.48992 ns;
10969;13124877.58696 ns;
10970;13206026.51685 ns;
10971;13133900.24006 ns;
10972;13152663.59597 ns;
10973;13182350.43436 ns;
10974;13245927.16992 ns;
10975;13178410.93987 ns;
10976;13122826.81465 ns;
10977;13143894.26261 ns;
10978;13193191.96045 ns;
10979;13174813.24077 ns;
