ID;TIME
5457;13208791.61358 ns;
5458;13260305.85915 ns;
5459;13272752.05404 ns;
5460;13233277.94671 ns;
5461;13251779.60098 ns;
5462;13276943.00562 ns;
5463;13245196.08170 ns;
5464;13218778.18555 ns;
5465;13225878.58886 ns;
5466;13208170.42142 ns;
5467;13248024.50836 ns;
5468;13268753.88622 ns;
5469;13493041.50790 ns;
5470;13253088.10920 ns;
5471;13539254.66537 ns;
5472;13238948.76987 ns;
5473;13366831.46656 ns;
5474;13440202.92163 ns;
5475;13506489.80588 ns;
5476;13357218.35494 ns;
5477;13286592.43882 ns;
5478;14056265.35416 ns;
5479;13343469.23977 ns;
5480;13311048.96963 ns;
5481;13294897.97354 ns;
5482;13276763.26036 ns;
5483;13272279.87349 ns;
5484;13332552.27655 ns;
5485;13237480.07417 ns;
5486;13286757.28291 ns;
5487;13255805.70847 ns;
5488;13228626.92177 ns;
5489;13281793.33359 ns;
5490;13228736.81784 ns;
5491;13552395.62690 ns;
5492;13293499.12703 ns;
5493;13318673.70754 ns;
5494;13265349.90221 ns;
5495;13273917.13858 ns;
5496;13239152.72951 ns;
5497;13219673.18654 ns;
5498;13303986.75054 ns;
5499;13206635.60182 ns;
5500;13240183.70360 ns;
5501;13256645.76143 ns;
5502;13196916.31943 ns;
5503;13212486.17023 ns;
5504;13537364.08055 ns;
5505;13365557.41727 ns;
5506;13213145.54662 ns;
5507;13244770.46728 ns;
5508;13374621.04857 ns;
5509;13228761.96355 ns;
5510;13256574.98091 ns;
5511;13570591.80737 ns;
5512;13660397.38059 ns;
5513;13349946.58828 ns;
5514;13288841.58283 ns;
5515;13273120.85778 ns;
5516;13202973.64146 ns;
5517;13323830.44064 ns;
5518;13251326.97821 ns;
5519;13237209.05930 ns;
5520;13290485.36718 ns;
5521;13230144.04625 ns;
5522;13258389.19729 ns;
5523;13209004.88645 ns;
5524;13270393.94528 ns;
5525;13208230.95739 ns;
5526;13239617.45948 ns;
5527;13267580.41978 ns;
5528;13355388.30608 ns;
5529;13290272.09431 ns;
5530;13221135.36298 ns;
5531;13284153.30499 ns;
5532;13236286.11863 ns;
5533;13217983.76739 ns;
5534;13244382.10577 ns;
5535;13557430.35674 ns;
5536;13274337.16506 ns;
5537;13290883.97324 ns;
5538;13309009.37319 ns;
5539;13387400.65694 ns;
5540;13249823.82357 ns;
5541;13336596.07917 ns;
5542;13274950.90663 ns;
5543;13607311.99384 ns;
5544;13573457.48693 ns;
5545;13316644.35565 ns;
5546;13259424.82799 ns;
5547;13277665.71194 ns;
5548;13431980.27462 ns;
5549;13272040.52359 ns;
5550;13251579.36662 ns;
5551;13503079.30261 ns;
5552;13378461.82287 ns;
5553;13409196.39915 ns;
5554;13493425.21280 ns;
5555;13601185.75394 ns;
5556;13355456.29263 ns;
5557;13208489.86506 ns;
5558;13249748.38644 ns;
5559;13290346.60012 ns;
5560;13253384.26977 ns;
5561;13315496.96624 ns;
5562;13286340.05040 ns;
5563;13274065.21887 ns;
5564;13251246.88447 ns;
5565;13442532.15939 ns;
5566;13579876.16211 ns;
5567;13227743.09665 ns;
5568;13273889.19890 ns;
5569;13251580.29795 ns;
5570;13377310.70817 ns;
5571;13239067.97916 ns;
5572;13242396.52604 ns;
5573;13226155.19166 ns;
5574;13270962.98337 ns;
5575;13258098.62465 ns;
5576;13306224.71869 ns;
5577;13276086.18885 ns;
5578;13238952.49516 ns;
5579;13333499.43161 ns;
5580;13244673.60973 ns;
5581;13516995.12452 ns;
5582;13336390.25688 ns;
5583;13277541.84604 ns;
5584;13317091.39049 ns;
5585;13584211.46870 ns;
5586;13309979.81131 ns;
5587;13439889.06592 ns;
5588;13209595.34496 ns;
5589;13228379.18997 ns;
5590;13188643.38100 ns;
5591;13207131.06543 ns;
5592;13224857.85931 ns;
5593;13237981.12571 ns;
5594;13227052.98662 ns;
5595;13206738.97862 ns;
5596;13505351.72969 ns;
5597;13537181.54132 ns;
5598;13334169.05254 ns;
5599;13238054.70020 ns;
5600;13256172.64956 ns;
5601;13691120.78100 ns;
5602;13545110.82172 ns;
5603;13272893.61507 ns;
5604;13581025.41417 ns;
5605;13287913.05423 ns;
5606;13323700.98680 ns;
5607;13274017.72141 ns;
5608;13231651.85750 ns;
5609;13294906.35544 ns;
5610;13325882.14427 ns;
5611;13211647.97992 ns;
5612;13320860.45295 ns;
5613;13331994.41433 ns;
5614;13411414.80953 ns;
5615;13524247.33341 ns;
5616;13553044.75874 ns;
5617;13260458.59605 ns;
5618;13649165.63034 ns;
5619;13410472.31108 ns;
5620;13581077.56823 ns;
5621;13295139.18608 ns;
5622;13238088.22781 ns;
5623;13301490.80604 ns;
5624;13243447.98923 ns;
5625;13212462.88717 ns;
5626;13294867.23989 ns;
5627;13236458.41330 ns;
5628;13281418.01059 ns;
5629;13205301.94789 ns;
5630;13555134.64659 ns;
5631;13348895.12509 ns;
5632;13376158.66214 ns;
5633;13313882.05290 ns;
5634;13405071.57147 ns;
5635;13324794.35951 ns;
5636;13241446.57701 ns;
5637;13241598.38259 ns;
5638;13384000.39822 ns;
5639;13239605.35228 ns;
5640;13286513.27640 ns;
5641;13218431.73355 ns;
5642;13218459.67323 ns;
5643;13415147.55040 ns;
5644;13255218.04392 ns;
5645;13274363.24209 ns;
5646;13258728.19871 ns;
5647;13264397.15922 ns;
5648;13234130.10687 ns;
5649;13422841.20619 ns;
5650;13248247.09445 ns;
5651;13208441.43629 ns;
5652;13208418.15323 ns;
5653;13208421.87852 ns;
5654;13288623.65335 ns;
5655;13305760.92005 ns;
5656;13232289.81346 ns;
5657;13374510.22118 ns;
5658;13299788.34838 ns;
5659;13280998.91543 ns;
5660;13294314.96561 ns;
5661;13337245.21101 ns;
5662;13208365.99916 ns;
5663;13210056.34964 ns;
5664;13240279.62983 ns;
5665;13294229.28393 ns;
5666;13244149.27512 ns;
5667;13215806.33521 ns;
5668;13263488.18839 ns;
5669;13399204.23925 ns;
5670;13312066.90520 ns;
5671;13293967.58229 ns;
5672;13233260.25158 ns;
5673;13210141.09999 ns;
5674;13609328.30721 ns;
5675;13385143.13102 ns;
5676;13470064.84866 ns;
5677;13360105.45492 ns;
5678;13480631.63459 ns;
5679;13386642.56036 ns;
5680;13386060.48375 ns;
5681;13324005.52928 ns;
5682;13208135.96249 ns;
5683;13219697.40093 ns;
5684;13216814.02624 ns;
5685;13287182.89733 ns;
5686;13228163.12313 ns;
5687;13205315.91773 ns;
5688;13270808.38382 ns;
5689;13234107.75512 ns;
5690;13215196.31892 ns;
5691;13209407.21780 ns;
5692;13282839.20884 ns;
5693;13232608.32578 ns;
5694;13274980.70896 ns;
5695;13322681.18858 ns;
5696;13296253.97921 ns;
5697;13311146.75850 ns;
5698;13293052.09219 ns;
5699;13257106.76610 ns;
5700;13350729.83056 ns;
5701;13218064.79245 ns;
5702;13275189.32521 ns;
5703;13214616.10496 ns;
5704;13234613.46328 ns;
5705;13437936.08248 ns;
5706;13309220.78341 ns;
5707;13443509.11677 ns;
5708;13254201.97099 ns;
5709;13266036.28695 ns;
5710;13204272.83645 ns;
5711;13233708.21774 ns;
5712;13234509.15515 ns;
5713;13252593.57691 ns;
5714;13236697.76320 ns;
5715;13231440.44727 ns;
5716;13309623.11476 ns;
5717;13293993.65932 ns;
5718;13251531.86917 ns;
5719;13268391.60174 ns;
5720;13299332.93164 ns;
5721;13279768.63831 ns;
5722;13229632.75015 ns;
5723;13338869.43758 ns;
5724;13229770.58589 ns;
5725;13230826.70569 ns;
5726;13226393.61024 ns;
5727;13369879.68534 ns;
5728;13641296.88591 ns;
5729;13584893.19682 ns;
5730;13362749.47971 ns;
5731;13366212.13704 ns;
5732;13238999.99261 ns;
5733;13291794.80672 ns;
5734;13233602.04697 ns;
5735;13214325.53232 ns;
5736;13300271.70479 ns;
5737;13307270.59394 ns;
5738;13419254.68296 ns;
5739;13358016.49839 ns;
5740;13287194.07320 ns;
5741;13230192.47502 ns;
5742;13175509.87005 ns;
5743;13233002.27523 ns;
5744;13234046.28783 ns;
5745;13254848.30886 ns;
5746;13206901.02875 ns;
5747;13291813.43317 ns;
5748;13230035.08151 ns;
5749;13229796.66293 ns;
5750;13275503.18092 ns;
5751;13284270.65164 ns;
5752;13223114.42345 ns;
5753;13205872.84863 ns;
5754;13304697.34967 ns;
5755;13227562.42007 ns;
5756;13290672.56302 ns;
5757;13239398.59867 ns;
5758;13354264.19973 ns;
5759;13238792.30767 ns;
5760;13308045.45432 ns;
5761;13372948.39323 ns;
5762;13226068.57866 ns;
5763;13342598.45316 ns;
5764;13250175.86350 ns;
5765;13232874.68404 ns;
5766;14354532.58455 ns;
5767;13335890.13666 ns;
5768;13305723.66714 ns;
5769;13321702.36856 ns;
5770;13317199.42391 ns;
5771;13323235.32552 ns;
5772;13274176.97757 ns;
5773;13225572.18373 ns;
5774;13252890.66881 ns;
5775;13302333.65297 ns;
5776;13254013.84383 ns;
5777;13239416.29380 ns;
5778;13392101.04197 ns;
5779;13291123.32314 ns;
5780;13308375.14251 ns;
5781;13333082.19910 ns;
5782;13392750.17381 ns;
5783;13370413.33318 ns;
5784;13333280.57081 ns;
5785;13376575.89465 ns;
5786;13291413.89579 ns;
5787;13358836.06225 ns;
5788;13302028.17917 ns;
5789;13602729.88677 ns;
5790;13255660.42215 ns;
5791;13241862.87820 ns;
5792;13344624.07976 ns;
5793;13313352.13035 ns;
5794;13243458.23377 ns;
5795;13259995.72873 ns;
5796;13270038.18005 ns;
5797;14379800.29732 ns;
5798;13361035.84617 ns;
5799;13331596.73959 ns;
5800;13379556.12689 ns;
5801;13271638.19224 ns;
5802;13256549.83521 ns;
5803;13233643.02516 ns;
5804;13207570.64968 ns;
5805;13249866.66441 ns;
5806;13288276.27003 ns;
5807;13239306.39774 ns;
5808;13206586.24172 ns;
5809;13281531.63195 ns;
5810;13236562.72143 ns;
5811;13230570.59199 ns;
5812;13232666.06778 ns;
5813;13274883.85141 ns;
5814;13388009.74190 ns;
5815;13239938.76576 ns;
5816;13459450.56528 ns;
5817;13270674.27337 ns;
5818;13343662.95487 ns;
5819;13251045.71879 ns;
5820;13377224.09517 ns;
5821;13274415.39615 ns;
5822;13185623.10189 ns;
5823;13258272.78197 ns;
5824;13215941.37698 ns;
5825;13175307.77305 ns;
5826;13178294.52455 ns;
5827;13274199.32932 ns;
5828;14362710.52808 ns;
5829;13306487.35166 ns;
5830;13264389.70864 ns;
5831;13236983.67923 ns;
5832;13244050.55493 ns;
5833;13242725.28291 ns;
5834;13279965.14738 ns;
5835;13261486.77617 ns;
5836;13286578.46898 ns;
5837;13610179.53604 ns;
5838;13641666.62097 ns;
5839;13238624.66961 ns;
5840;13277929.27623 ns;
5841;13253518.38022 ns;
5842;13210942.96873 ns;
5843;13251567.25943 ns;
5844;13461105.52549 ns;
5845;13276258.48353 ns;
5846;13250722.54986 ns;
5847;13472919.35235 ns;
5848;13320320.28586 ns;
5849;13321688.39872 ns;
5850;13228028.08136 ns;
5851;13313345.61110 ns;
5852;13254265.30093 ns;
5853;13320277.44502 ns;
5854;13325222.76789 ns;
5855;13227771.96765 ns;
5856;13518391.17706 ns;
5857;13241265.90043 ns;
5858;13315715.82705 ns;
5859;14405307.35999 ns;
5860;13352376.40887 ns;
5861;13430869.20679 ns;
5862;13363821.43199 ns;
5863;13258287.68313 ns;
5864;13244356.96006 ns;
5865;13250217.77302 ns;
5866;13241291.97747 ns;
5867;13213157.65381 ns;
5868;13289941.47480 ns;
5869;13218644.07510 ns;
5870;13237647.71223 ns;
5871;13270127.58702 ns;
5872;13249432.66809 ns;
5873;13204746.87964 ns;
5874;13237028.38272 ns;
5875;13270598.83624 ns;
5876;13218850.82871 ns;
5877;13221464.11985 ns;
5878;13321338.22143 ns;
5879;13327016.49517 ns;
5880;13249861.07647 ns;
5881;13188409.61903 ns;
5882;13286695.81562 ns;
5883;13207597.65804 ns;
5884;13205498.45695 ns;
5885;13319763.35496 ns;
5886;13207157.14246 ns;
5887;13177405.11149 ns;
5888;13209096.15606 ns;
5889;13317585.92278 ns;
5890;13218102.97668 ns;
5891;13268216.51310 ns;
5892;13546108.26820 ns;
5893;13368411.92096 ns;
5894;13260153.12225 ns;
5895;13263619.50487 ns;
5896;13367261.73759 ns;
5897;13226876.96666 ns;
5898;13404506.25867 ns;
5899;13277019.37407 ns;
5900;13258596.88222 ns;
5901;13217337.42952 ns;
5902;13209381.14077 ns;
5903;13250375.16654 ns;
5904;13174919.41154 ns;
5905;13226869.51607 ns;
5906;13290772.21453 ns;
5907;13267569.24391 ns;
5908;13217937.20126 ns;
5909;13242112.47265 ns;
5910;13244329.02038 ns;
5911;13331543.65420 ns;
5912;13215627.52128 ns;
5913;13281295.07601 ns;
5914;13257565.90813 ns;
5915;13210800.47637 ns;
5916;13257723.30165 ns;
5917;13309659.43635 ns;
5918;13239888.47435 ns;
5919;13260971.75479 ns;
5920;13301243.07424 ns;
5921;13291369.19230 ns;
5922;13341528.36353 ns;
5923;13386596.92556 ns;
5924;13554923.23637 ns;
5925;13345583.34202 ns;
5926;13306952.08162 ns;
5927;13550776.05695 ns;
5928;13231532.64821 ns;
5929;13458901.08496 ns;
5930;13269591.14522 ns;
5931;13224341.90661 ns;
5932;13269986.95731 ns;
5933;13209236.78577 ns;
5934;13301097.78792 ns;
5935;13225273.22918 ns;
5936;13267672.62071 ns;
5937;13311059.21417 ns;
5938;13255721.88944 ns;
5939;13207061.21624 ns;
5940;13291109.35330 ns;
5941;13293736.61429 ns;
5942;13330489.39705 ns;
5943;13266568.07214 ns;
5944;13467879.96590 ns;
5945;13282107.18930 ns;
5946;13641368.59775 ns;
5947;13663003.22115 ns;
5948;13234182.26093 ns;
5949;13212542.98091 ns;
5950;13229625.29957 ns;
5951;13241918.75756 ns;
5952;13228420.16816 ns;
5953;13315663.67298 ns;
5954;13335209.33986 ns;
5955;13292267.91859 ns;
5956;13268206.26855 ns;
5957;13176635.83905 ns;
5958;13265374.11660 ns;
5959;13186107.38963 ns;
5960;13175279.83338 ns;
5961;13263770.37913 ns;
5962;13194488.36148 ns;
5963;13197523.54175 ns;
5964;13177094.98107 ns;
5965;13226709.32859 ns;
5966;13195392.67570 ns;
5967;13199552.89364 ns;
5968;13270305.46963 ns;
5969;13380907.47595 ns;
5970;13265571.55699 ns;
5971;13410608.28418 ns;
5972;13418814.16738 ns;
5973;13361961.58081 ns;
5974;13290340.08086 ns;
5975;13333725.74300 ns;
5976;13227985.24052 ns;
5977;13205079.36180 ns;
5978;13227644.37646 ns;
5979;13285725.37750 ns;
5980;13213906.43716 ns;
5981;13217253.61049 ns;
5982;13321559.87620 ns;
5983;13280815.44489 ns;
5984;13295711.01815 ns;
5985;13216079.21273 ns;
5986;13444345.44444 ns;
5987;13405908.83046 ns;
5988;13262882.82871 ns;
5989;13253064.82613 ns;
5990;13257500.71555 ns;
5991;13260047.88280 ns;
5992;13217075.72788 ns;
5993;13238801.62090 ns;
5994;13216729.27588 ns;
5995;13205063.52931 ns;
5996;13290271.16299 ns;
5997;13269126.41525 ns;
5998;13310817.07031 ns;
5999;14428087.51017 ns;
6000;13297487.05029 ns;
6001;13251134.19443 ns;
6002;13341332.78579 ns;
6003;13249915.09318 ns;
6004;13227458.11194 ns;
6005;13205846.77160 ns;
6006;13230324.72283 ns;
6007;13332153.67049 ns;
6008;13230139.38963 ns;
6009;13344859.70438 ns;
6010;13281280.17485 ns;
6011;13235931.28473 ns;
6012;13240024.44744 ns;
6013;13291332.87072 ns;
6014;13247766.53200 ns;
6015;13299784.62309 ns;
6016;13263236.73129 ns;
6017;13331482.18691 ns;
6018;13263446.27887 ns;
6019;13243030.75671 ns;
6020;13258444.14532 ns;
6021;13285260.64754 ns;
6022;13237660.75075 ns;
6023;13248296.45455 ns;
6024;13276076.87563 ns;
6025;13269713.14847 ns;
6026;13230002.48522 ns;
6027;13314140.02925 ns;
6028;13247677.12504 ns;
6029;13315160.75879 ns;
6030;14428863.30187 ns;
6031;13279694.13251 ns;
6032;13251589.61117 ns;
6033;13292868.62165 ns;
6034;13307773.50813 ns;
6035;13236264.69821 ns;
6036;13210447.50512 ns;
6037;13208503.83490 ns;
6038;13447347.09710 ns;
6039;13315099.29150 ns;
6040;13227161.02004 ns;
6041;13347785.91990 ns;
6042;13317113.74223 ns;
6043;13242899.44023 ns;
6044;13272257.52175 ns;
6045;13333150.18564 ns;
6046;13251614.75688 ns;
6047;13246488.75743 ns;
6048;13455609.79098 ns;
6049;13284743.76351 ns;
6050;13406661.33910 ns;
6051;13341415.67349 ns;
6052;13287711.88855 ns;
6053;13296384.36437 ns;
6054;13701858.93029 ns;
6055;13631657.69726 ns;
6056;13273473.82903 ns;
6057;13212958.35078 ns;
6058;13268572.27832 ns;
6059;13247720.89720 ns;
6060;13234971.09115 ns;
6061;14441379.34595 ns;
6062;13289870.69428 ns;
6063;13249957.00270 ns;
6064;13266095.89159 ns;
6065;13372475.28136 ns;
6066;13267367.14691 ns;
6067;13234505.42986 ns;
6068;13230664.65557 ns;
6069;13314746.32025 ns;
6070;13252789.15465 ns;
6071;13234516.60573 ns;
6072;13267514.29588 ns;
6073;13246417.04559 ns;
6074;13272242.62059 ns;
6075;13233408.33187 ns;
6076;13289351.01628 ns;
6077;13294347.56190 ns;
6078;13278995.64058 ns;
6079;13348280.45219 ns;
6080;13240929.69298 ns;
6081;13210923.41095 ns;
6082;13206945.73224 ns;
6083;13232642.78471 ns;
6084;13250696.47282 ns;
6085;13211599.55114 ns;
6086;13251657.59772 ns;
6087;13226771.72720 ns;
6088;13229222.96822 ns;
6089;13303207.23355 ns;
6090;13309737.66744 ns;
6091;13274190.94741 ns;
6092;13291521.92920 ns;
6093;13536203.65262 ns;
6094;13304654.50883 ns;
6095;13387986.45884 ns;
6096;13523930.68373 ns;
6097;13386172.24246 ns;
6098;13281404.97208 ns;
6099;13264317.99680 ns;
6100;13274529.01751 ns;
6101;13228969.64848 ns;
6102;13228700.49626 ns;
6103;13291696.08653 ns;
6104;13253175.65352 ns;
6105;13235503.80766 ns;
6106;13259374.53657 ns;
6107;13227169.40194 ns;
6108;13308526.01677 ns;
6109;13246004.46969 ns;
6110;13417563.40116 ns;
6111;13282798.23065 ns;
6112;13373035.00623 ns;
6113;13378521.42751 ns;
6114;13247483.40994 ns;
6115;13231870.71830 ns;
6116;13267704.28568 ns;
6117;13228699.56493 ns;
6118;13247869.90881 ns;
6119;13240265.65999 ns;
6120;13227963.82010 ns;
6121;13292524.96362 ns;
6122;13334155.08270 ns;
6123;13349232.26386 ns;
6124;13406773.09781 ns;
6125;13289018.53412 ns;
6126;13302801.17691 ns;
6127;13321305.62514 ns;
6128;13284575.19412 ns;
6129;13258871.62238 ns;
6130;13495754.45056 ns;
6131;13496219.18052 ns;
6132;13361699.87917 ns;
6133;13256160.54237 ns;
6134;13258512.13187 ns;
6135;13364346.69793 ns;
6136;13241732.49304 ns;
6137;13250870.63015 ns;
6138;13296538.96391 ns;
6139;13235616.49770 ns;
6140;13208075.42652 ns;
6141;13338841.49790 ns;
6142;13196915.38811 ns;
6143;13218159.78736 ns;
6144;13196586.63124 ns;
6145;13215021.23028 ns;
6146;13237397.18646 ns;
6147;13523330.91199 ns;
6148;13188008.21900 ns;
6149;13375439.68111 ns;
6150;13217388.65227 ns;
6151;13257800.60142 ns;
6152;13260987.58727 ns;
6153;13216716.23737 ns;
6154;13316916.30185 ns;
6155;13728833.75734 ns;
6156;13776571.48987 ns;
6157;13292422.51813 ns;
6158;13277089.22327 ns;
6159;13369774.44589 ns;
6160;13244211.67374 ns;
6161;13174471.44538 ns;
6162;13227304.44372 ns;
6163;13219190.76145 ns;
6164;13218188.65836 ns;
6165;13220206.83438 ns;
6166;13256936.33407 ns;
6167;13228838.33200 ns;
6168;13220847.58431 ns;
6169;13269946.91044 ns;
6170;13261998.07227 ns;
6171;13264748.26783 ns;
6172;13412896.54374 ns;
6173;13241194.18859 ns;
6174;13265735.46976 ns;
6175;13239365.07106 ns;
6176;13290598.98853 ns;
6177;13272815.38397 ns;
6178;13401497.15543 ns;
6179;13269041.66490 ns;
6180;13269447.72154 ns;
6181;13228541.24010 ns;
6182;13228506.78116 ns;
6183;13269010.93125 ns;
6184;13235340.82621 ns;
6185;13301873.57962 ns;
6186;13416890.98626 ns;
6187;13241316.19185 ns;
6188;13271288.01495 ns;
6189;13258084.65481 ns;
6190;13254249.46845 ns;
6191;13229323.55106 ns;
6192;13217198.66246 ns;
6193;13251035.47424 ns;
6194;13209678.23267 ns;
6195;13250032.43983 ns;
6196;13223232.70142 ns;
6197;13250464.57350 ns;
6198;13233809.73190 ns;
6199;13369761.40738 ns;
6200;13293174.09545 ns;
6201;14484480.95471 ns;
6202;13386609.96407 ns;
6203;13408060.18561 ns;
6204;13393627.47967 ns;
6205;13485264.03308 ns;
6206;13311980.29220 ns;
6207;13275141.82776 ns;
6208;13250478.54334 ns;
6209;13253675.77374 ns;
6210;13258705.84697 ns;
6211;13348589.65129 ns;
6212;13258835.30080 ns;
6213;13290819.71198 ns;
6214;13311202.63785 ns;
6215;13272086.15839 ns;
6216;13348516.07680 ns;
6217;13262933.12013 ns;
6218;13238518.49884 ns;
6219;13286016.88147 ns;
6220;13216953.72462 ns;
6221;13249492.27273 ns;
6222;13228795.49116 ns;
6223;13210911.30376 ns;
6224;13236504.97943 ns;
6225;13330132.70050 ns;
6226;13268812.55955 ns;
6227;13231237.41895 ns;
6228;13346722.34952 ns;
6229;13232041.15033 ns;
6230;13264810.66644 ns;
6231;13389966.45063 ns;
6232;14346420.76492 ns;
6233;13257781.97497 ns;
6234;13209482.65493 ns;
6235;13305907.13769 ns;
6236;13263169.67607 ns;
6237;13248899.02025 ns;
6238;13265009.96947 ns;
6239;13578409.32906 ns;
6240;13235260.73247 ns;
6241;13268545.26997 ns;
6242;13285621.06937 ns;
6243;13250585.64544 ns;
6244;13226488.60514 ns;
6245;13229366.39190 ns;
6246;13238851.91232 ns;
6247;13406622.22356 ns;
6248;13421137.81720 ns;
6249;13381714.93262 ns;
6250;13452637.00932 ns;
6251;13401569.79859 ns;
6252;13449805.78870 ns;
6253;13364115.72993 ns;
6254;13579362.07205 ns;
6255;13576926.66352 ns;
6256;13646380.04452 ns;
6257;13631743.37894 ns;
6258;13225715.60740 ns;
6259;13614188.87973 ns;
6260;13569345.69776 ns;
6261;13291439.04150 ns;
6262;13321340.08408 ns;
6263;14901692.04772 ns;
6264;13578825.63025 ns;
6265;13524622.65640 ns;
6266;13196070.67853 ns;
6267;13535388.74537 ns;
6268;13579498.04515 ns;
6269;13610081.74717 ns;
6270;13621016.40552 ns;
6271;13597902.84187 ns;
6272;13589357.02592 ns;
6273;13616140.93184 ns;
6274;13547974.63864 ns;
6275;13627855.10719 ns;
6276;13639152.98134 ns;
6277;13576222.58365 ns;
6278;13599857.68795 ns;
6279;13609845.19124 ns;
6280;13567782.93848 ns;
6281;13651969.84261 ns;
6282;13579087.33189 ns;
6283;13640754.85617 ns;
6284;13636888.93616 ns;
6285;13612473.38355 ns;
6286;13628389.68635 ns;
6287;13623035.51286 ns;
6288;13553575.61260 ns;
6289;13497304.17132 ns;
6290;13368838.46670 ns;
6291;13516552.74630 ns;
6292;13393940.40406 ns;
6293;13433946.29657 ns;
6294;13638501.05554 ns;
6295;13581922.27781 ns;
6296;13507062.56926 ns;
6297;13588925.82357 ns;
6298;13563673.01196 ns;
6299;13507760.12987 ns;
6300;13633264.22870 ns;
6301;13542606.49532 ns;
6302;13602726.16148 ns;
6303;13529567.97928 ns;
6304;13437108.13671 ns;
6305;13463285.75164 ns;
6306;13439818.28541 ns;
6307;13470790.34895 ns;
6308;13522819.61590 ns;
6309;13520179.31640 ns;
6310;13461359.77656 ns;
6311;13478945.00941 ns;
6312;13445467.68814 ns;
6313;13303255.66232 ns;
6314;13286841.10194 ns;
6315;13276985.84646 ns;
6316;13229239.73203 ns;
6317;13571465.38794 ns;
6318;13255601.74882 ns;
6319;13596787.11742 ns;
6320;13600917.53304 ns;
6321;13820299.87872 ns;
6322;13577452.86077 ns;
6323;13569467.70102 ns;
6324;13638707.80915 ns;
6325;13595532.62591 ns;
6326;13659881.42788 ns;
6327;13579631.22427 ns;
6328;13578861.02051 ns;
6329;13692149.89245 ns;
6330;13622583.82142 ns;
6331;13641099.44552 ns;
6332;13641942.29245 ns;
6333;13673677.10918 ns;
6334;13643975.36963 ns;
6335;13680068.77601 ns;
6336;13687202.70693 ns;
6337;13655086.04795 ns;
6338;13737250.11945 ns;
6339;14952853.32203 ns;
6340;13646782.37587 ns;
6341;13850482.18071 ns;
6342;13656354.50929 ns;
6343;13705713.67443 ns;
6344;13626269.99617 ns;
6345;13588235.71354 ns;
6346;13637387.19374 ns;
6347;13625456.02024 ns;
6348;13640961.60978 ns;
6349;13625941.23930 ns;
6350;13600798.32375 ns;
6351;13617118.82055 ns;
6352;13664849.10250 ns;
6353;13618226.16309 ns;
6354;13635349.45995 ns;
6355;13621922.58239 ns;
6356;13781618.32690 ns;
6357;13629555.70221 ns;
6358;13622915.37225 ns;
6359;13557986.35632 ns;
6360;13587662.01884 ns;
6361;13558613.13641 ns;
6362;13711194.50778 ns;
6363;13589142.82173 ns;
6364;13547551.81819 ns;
6365;13579878.95608 ns;
6366;13546320.60975 ns;
6367;13704642.65347 ns;
6368;13699579.98395 ns;
6369;13650724.66433 ns;
6370;13610142.28314 ns;
6371;13616727.66507 ns;
6372;13604932.46466 ns;
6373;20202247.42591 ns;
6374;13410833.66424 ns;
6375;13887709.00667 ns;
6376;13630299.82895 ns;
6377;13614898.54753 ns;
6378;13766766.52580 ns;
6379;13555280.86424 ns;
6380;13602529.65242 ns;
6381;13675186.78308 ns;
6382;13708225.45141 ns;
6383;13768287.37557 ns;
6384;13675110.41462 ns;
6385;13593197.80022 ns;
6386;13594684.19105 ns;
6387;13621151.44730 ns;
6388;13596059.75449 ns;
6389;13528607.78570 ns;
6390;13402716.25668 ns;
6391;13367332.51810 ns;
6392;23899223.65546 ns;
6393;13873814.60518 ns;
6394;13689511.45560 ns;
6395;13617380.52219 ns;
6396;13719552.19656 ns;
6397;13643425.88931 ns;
6398;13721326.36607 ns;
6399;13758958.31734 ns;
6400;13729648.66459 ns;
6401;13720987.36465 ns;
6402;13603286.81767 ns;
6403;13354403.89812 ns;
6404;13403618.70825 ns;
6405;13208919.20477 ns;
6406;13209574.85586 ns;
6407;13297767.37839 ns;
6408;13211054.72744 ns;
6409;13213765.80745 ns;
6410;13231361.28485 ns;
6411;13329230.24893 ns;
6412;13233989.47716 ns;
6413;13231821.35820 ns;
6414;13267850.50333 ns;
6415;13211910.61288 ns;
6416;13268910.34842 ns;
6417;13225767.76147 ns;
6418;13267905.45136 ns;
6419;13219825.92344 ns;
6420;13204503.80445 ns;
6421;13314845.97176 ns;
6422;13244133.44264 ns;
6423;13489223.08534 ns;
6424;13361605.81559 ns;
6425;13291359.87908 ns;
6426;13260919.60073 ns;
6427;13213820.75548 ns;
6428;13226036.91369 ns;
6429;13316081.83682 ns;
6430;13397488.74307 ns;
6431;13269638.64267 ns;
6432;13309631.49667 ns;
6433;13235894.96315 ns;
6434;13249156.99661 ns;
6435;13290354.98202 ns;
6436;13230533.33908 ns;
6437;13257093.72759 ns;
6438;13250477.61202 ns;
6439;13251999.39311 ns;
6440;13239211.40283 ns;
6441;13207768.09007 ns;
6442;13231066.98692 ns;
6443;13289809.22699 ns;
6444;13217077.59053 ns;
6445;13251220.80743 ns;
6446;13332900.59119 ns;
6447;13413050.21197 ns;
6448;13239984.40057 ns;
6449;13297999.27771 ns;
6450;13237627.22313 ns;
6451;13210132.71809 ns;
6452;13247413.56075 ns;
6453;13226977.54949 ns;
6454;13274105.26574 ns;
6455;13260531.23921 ns;
