ID;HW;LENGTH;TIME
820;635;161;13174102.17598 ns;
821;380;100;13134738.89604 ns;
822;427;104;13140870.72387 ns;
823;643;168;13136461.84281 ns;
824;350;86;13166937.04575 ns;
825;447;114;13134714.68166 ns;
826;614;144;13135127.72322 ns;
827;606;153;13178386.25982 ns;
828;80;20;13189112.76758 ns;
829;465;120;13179900.12467 ns;
830;335;84;13135253.91743 ns;
831;445;106;13142976.90988 ns;
832;710;180;13157493.90051 ns;
833;368;92;13136670.92472 ns;
834;55;13;13216498.77355 ns;
835;223;53;13134439.94150 ns;
836;37;9;13136295.13606 ns;
837;183;43;13134959.15383 ns;
838;365;86;13133815.02405 ns;
839;116;33;13132581.02164 ns;
840;269;67;13408578.00096 ns;
841;452;117;13212229.12520 ns;
842;63;18;13181730.17353 ns;
843;726;179;13169726.82253 ns;
844;99;28;13140128.92544 ns;
845;131;34;13139361.04998 ns;
846;286;73;13137135.18903 ns;
847;572;135;13139755.93075 ns;
848;573;140;13137303.75841 ns;
849;22;5;13213163.70741 ns;
850;451;121;13134685.81066 ns;
851;281;68;13133160.30428 ns;
852;542;136;13135381.97428 ns;
853;556;137;13136466.03376 ns;
854;372;91;13133896.04911 ns;
855;486;119;13285019.90065 ns;
856;395;107;13234375.04470 ns;
857;59;16;13136093.97039 ns;
858;413;105;13430826.36595 ns;
859;359;88;13135272.07822 ns;
860;758;183;13133062.98107 ns;
861;412;105;13132460.88102 ns;
862;603;159;13133731.20502 ns;
863;581;150;13170449.99450 ns;
864;687;175;13172295.87585 ns;
865;552;133;13136564.75395 ns;
866;332;84;13131472.74777 ns;
867;549;136;13145049.10260 ns;
868;608;154;13130339.32820 ns;
869;265;65;13275256.84610 ns;
870;356;90;13129460.62535 ns;
871;755;183;13211027.71908 ns;
872;265;63;13145687.98989 ns;
873;305;74;13134710.95636 ns;
874;58;15;13154256.15758 ns;
875;691;174;13174045.83097 ns;
876;514;135;13155767.69412 ns;
877;442;115;13154527.17245 ns;
878;553;135;13214200.73509 ns;
879;685;167;13132476.71351 ns;
880;386;95;13132441.32325 ns;
881;524;131;13134187.08742 ns;
882;425;112;13144434.89537 ns;
883;58;15;13136610.85442 ns;
884;434;116;13132669.96294 ns;
885;396;96;13174083.08387 ns;
886;9;2;14340456.10949 ns;
887;389;91;13132724.91097 ns;
888;227;59;13246757.90966 ns;
889;62;16;13193440.15792 ns;
890;411;99;13149138.07437 ns;
891;504;133;13135476.96918 ns;
892;531;137;13134430.62827 ns;
893;126;35;13211523.18269 ns;
894;356;97;13133654.83657 ns;
895;97;25;13132225.72207 ns;
896;251;65;13135646.93555 ns;
897;430;106;13134166.13266 ns;
898;665;169;13133645.05768 ns;
899;489;117;13280807.06298 ns;
900;432;112;13173544.77942 ns;
901;596;150;13130954.00110 ns;
902;701;174;13213787.22787 ns;
903;571;147;13135673.01258 ns;
904;274;69;13143328.94981 ns;
905;573;146;13134330.97675 ns;
906;127;31;13216590.04316 ns;
907;329;85;13251737.22580 ns;
908;356;90;13196098.15255 ns;
909;429;106;13173101.93554 ns;
910;751;185;13133979.86814 ns;
911;589;156;13173829.76413 ns;
912;231;60;13171818.10737 ns;
913;430;106;13171603.90317 ns;
914;319;83;13191801.96151 ns;
915;75;20;13241481.03595 ns;
916;507;131;13206427.91688 ns;
917;682;166;13178927.82390 ns;
918;581;145;13172665.61091 ns;
919;28;6;13173962.01193 ns;
920;60;15;13173947.57643 ns;
921;594;150;13249713.92751 ns;
922;487;117;13189911.84235 ns;
923;75;17;13130486.01151 ns;
924;408;108;13172954.32091 ns;
925;323;77;13171813.91641 ns;
926;278;72;13175789.73249 ns;
927;201;55;13170902.61728 ns;
928;8;2;13331401.16185 ns;
929;627;150;13199137.98943 ns;
930;524;134;13274927.15791 ns;
931;429;105;13172243.25612 ns;
932;558;140;13515908.27107 ns;
933;322;75;13242834.24765 ns;
934;604;149;13174944.09159 ns;
935;349;86;13173524.29032 ns;
936;769;187;13155995.86815 ns;
937;696;175;13214248.23254 ns;
938;36;7;13172835.11162 ns;
939;479;121;13150028.88441 ns;
940;197;53;13151793.27503 ns;
941;348;91;13162241.78299 ns;
942;630;158;13150490.35475 ns;
943;605;158;13193276.71081 ns;
944;64;17;13212288.72985 ns;
945;689;171;13153368.14150 ns;
946;696;172;13174412.77206 ns;
947;259;68;13152282.21938 ns;
948;465;112;13181478.25077 ns;
949;329;82;13284911.40157 ns;
950;465;118;13134901.87749 ns;
951;564;138;13178625.14406 ns;
952;588;149;13231520.07535 ns;
953;290;72;13154064.77079 ns;
954;253;66;13173411.13463 ns;
955;555;136;13171815.31340 ns;
956;546;135;13149918.98835 ns;
957;147;38;13277994.00315 ns;
958;86;21;13155738.35745 ns;
959;737;181;13249546.28944 ns;
960;102;25;14257031.95855 ns;
961;569;138;13254383.11324 ns;
962;256;67;13197439.72272 ns;
963;106;25;13155038.00288 ns;
964;553;140;13175344.09463 ns;
965;676;168;13175450.73107 ns;
966;697;177;13229625.29957 ns;
967;500;125;13193396.85142 ns;
968;262;64;13173652.34718 ns;
969;620;152;13173790.18292 ns;
970;481;122;13175867.03226 ns;
971;489;123;13189119.28684 ns;
972;377;95;13181561.13848 ns;
973;685;172;13173900.07898 ns;
974;559;138;13197150.08140 ns;
975;12;3;13216095.04521 ns;
976;354;88;13175783.67889 ns;
977;730;187;13242182.78751 ns;
978;355;87;13224051.79963 ns;
979;218;57;13253992.88908 ns;
980;62;18;13217943.25486 ns;
981;101;27;13296945.02056 ns;
982;358;93;13186060.82350 ns;
983;419;103;13175724.07424 ns;
984;236;57;13234036.97461 ns;
985;470;117;13253970.07167 ns;
986;585;140;13217571.19149 ns;
987;472;114;13393219.09472 ns;
988;313;83;13247823.80834 ns;
989;497;123;13134229.92826 ns;
990;16;4;13224268.79779 ns;
991;424;106;13176352.71698 ns;
992;332;80;13186144.64253 ns;
993;631;160;13181535.06145 ns;
994;33;8;13178109.19136 ns;
995;95;29;13175111.26399 ns;
996;190;48;13175147.11991 ns;
997;245;68;13157070.14874 ns;
998;490;122;13196964.74820 ns;
999;110;26;13179259.84040 ns;
1000;465;115;13151653.11098 ns;
1001;310;79;13199565.00083 ns;
1002;723;179;13154069.89306 ns;
1003;276;74;13413505.62871 ns;
1004;269;66;13136171.73582 ns;
1005;208;54;13458747.88240 ns;
1006;102;24;13132884.16713 ns;
1007;10;3;13154409.36014 ns;
1008;682;172;13134408.74219 ns;
1009;270;65;13154252.89795 ns;
1010;589;145;13211963.23261 ns;
1011;205;53;13136582.91474 ns;
1012;448;113;13152312.02170 ns;
1013;667;165;13155134.86043 ns;
1014;449;115;13161118.14231 ns;
1015;649;162;13150335.75520 ns;
1016;566;142;13300277.29273 ns;
1017;715;170;13132590.80052 ns;
1018;252;62;13212359.04470 ns;
1019;626;150;13135388.95920 ns;
1020;205;51;13133739.12126 ns;
1021;164;42;13156263.15773 ns;
1022;169;43;13210705.01581 ns;
1023;763;183;13152698.05491 ns;
1024;700;175;13151874.30009 ns;
1025;237;53;13208731.07761 ns;
1026;698;173;13132528.86757 ns;
1027;383;93;13159504.62595 ns;
1028;557;136;13133809.90177 ns;
1029;162;40;13133103.95926 ns;
1030;439;113;13133402.91381 ns;
1031;208;55;13132975.90241 ns;
1032;727;174;13250496.70413 ns;
1033;673;159;14250367.87987 ns;
1034;171;41;13133908.62197 ns;
1035;612;146;13166275.80673 ns;
1036;378;94;13190962.83987 ns;
1037;728;173;13149939.01178 ns;
1038;254;64;13131133.74636 ns;
1039;400;98;13129631.98870 ns;
1040;618;152;13250746.76424 ns;
1041;47;12;13133272.06299 ns;
1042;674;167;13134604.31993 ns;
1043;52;13;13133330.27065 ns;
1044;213;50;13136211.78269 ns;
1045;231;59;13162794.05728 ns;
1046;430;101;13133743.77787 ns;
1047;257;62;13180364.38897 ns;
1048;635;159;13134294.65517 ns;
1049;409;110;13235900.55108 ns;
1050;422;111;13130879.02963 ns;
1051;470;118;13140495.86654 ns;
1052;28;7;13134175.91155 ns;
1053;172;41;13197777.79281 ns;
1054;635;165;13276736.71767 ns;
1055;508;127;13131496.96216 ns;
1056;267;71;13135707.00586 ns;
1057;76;18;13131092.30250 ns;
1058;543;137;13134670.90949 ns;
1059;548;142;13134390.58140 ns;
1060;597;144;13136664.87113 ns;
1061;147;37;13192572.63094 ns;
1062;74;22;13309324.16022 ns;
1063;384;97;13213441.24153 ns;
1064;298;70;13204582.03554 ns;
1065;99;26;13182980.93975 ns;
1066;715;174;13153862.67379 ns;
1067;545;142;13173771.09081 ns;
1068;685;168;13173183.89192 ns;
1069;523;132;13250098.09807 ns;
1070;146;35;13171891.21619 ns;
1071;406;108;13172768.98772 ns;
1072;228;55;13171755.70875 ns;
1073;306;74;13136622.03029 ns;
1074;399;94;13171302.15466 ns;
1075;644;167;13400333.00221 ns;
1076;611;152;13241846.11440 ns;
1077;531;132;13203864.91716 ns;
1078;712;175;13615486.67774 ns;
1079;232;57;13173286.33741 ns;
1080;301;75;13260916.80676 ns;
1081;541;134;13212881.98233 ns;
1082;484;121;13214083.85411 ns;
1083;747;187;13175725.93689 ns;
1084;113;29;13287208.04304 ns;
1085;620;158;13211770.44883 ns;
1086;400;100;13173357.11792 ns;
1087;205;55;13215005.86346 ns;
1088;362;92;13173168.99076 ns;
1089;164;42;13132710.94114 ns;
1090;745;189;13170864.89871 ns;
1091;593;157;13248838.01863 ns;
1092;322;80;13183425.18061 ns;
1093;16;4;13172812.75988 ns;
1094;57;15;13194567.98956 ns;
1095;55;14;13239169.95898 ns;
1096;106;23;13154461.04854 ns;
1097;628;154;13172297.73849 ns;
1098;355;93;13213885.94806 ns;
1099;687;168;13172365.72504 ns;
1100;31;8;13173349.20168 ns;
1101;118;30;13169446.02877 ns;
1102;600;143;13145500.32839 ns;
1103;28;7;13285004.06817 ns;
1104;345;87;13420186.00553 ns;
1105;386;96;13245673.85018 ns;
1106;522;134;13407854.36332 ns;
1107;298;68;14426609.96690 ns;
1108;193;44;13362679.16486 ns;
1109;484;121;13300769.03105 ns;
1110;75;19;13284033.16438 ns;
1111;378;91;13277805.87599 ns;
1112;713;178;13192300.68475 ns;
1113;601;151;13196053.91473 ns;
1114;326;83;13132442.72023 ns;
1115;233;56;13131809.88654 ns;
1116;41;9;13200352.89973 ns;
1117;407;101;13153902.72066 ns;
1118;720;184;13191011.26865 ns;
1119;269;66;13131633.86658 ns;
1120;458;115;13171683.99692 ns;
1121;669;168;13130983.80342 ns;
1122;429;104;13194260.65311 ns;
1123;117;32;13135396.87544 ns;
1124;558;137;13140751.98025 ns;
1125;756;186;13130021.28154 ns;
1126;190;43;13191656.67519 ns;
1127;240;62;13194432.01646 ns;
1128;625;155;13230469.07783 ns;
1129;184;46;13172674.92414 ns;
1130;527;124;13134093.02384 ns;
1131;95;24;13172559.90580 ns;
1132;481;125;13168783.85842 ns;
1133;53;15;13288577.55288 ns;
1134;202;49;13222401.03036 ns;
1135;159;43;13247285.03823 ns;
1136;403;106;13132055.29004 ns;
1137;457;108;13244599.10393 ns;
1138;533;134;13171711.00527 ns;
1139;458;118;13171943.83591 ns;
1140;316;73;13171449.76929 ns;
1141;407;105;13168690.26050 ns;
1142;546;143;13194091.15240 ns;
1143;0;0;13174804.85886 ns;
1144;732;189;13175704.98213 ns;
1145;737;185;13156600.76216 ns;
1146;146;38;13173333.83486 ns;
1147;405;101;13168300.96766 ns;
1148;714;178;13171111.23353 ns;
1149;656;169;13190368.65607 ns;
1150;257;69;13412728.90568 ns;
1151;283;69;13173921.96506 ns;
1152;491;128;13481447.00751 ns;
1153;527;136;13132973.10844 ns;
1154;716;186;13151166.96060 ns;
1155;50;11;13139450.92261 ns;
1156;152;37;13133490.92379 ns;
1157;459;120;13212537.85864 ns;
1158;138;36;13133184.98433 ns;
1159;528;138;13133763.80131 ns;
1160;126;33;13135350.77497 ns;
1161;421;106;13142323.58709 ns;
1162;714;168;13327286.11305 ns;
1163;640;161;13262500.05513 ns;
1164;102;26;13169089.79788 ns;
1165;255;59;13133734.93031 ns;
1166;613;150;13132698.83394 ns;
1167;750;186;13150050.30483 ns;
1168;503;129;13183151.83744 ns;
1169;590;158;13209559.95470 ns;
1170;189;46;13185240.79397 ns;
1171;590;147;13128602.87726 ns;
1172;612;156;13254063.20393 ns;
1173;207;51;13176331.76222 ns;
1174;272;68;13203379.23244 ns;
1175;598;151;13175822.79444 ns;
1176;723;174;13187035.91824 ns;
1177;536;137;13144830.70746 ns;
1178;417;100;13142819.05070 ns;
1179;177;45;13321533.79917 ns;
1180;424;106;14303863.97988 ns;
1181;167;45;13307703.19328 ns;
1182;216;53;13289878.14486 ns;
1183;547;136;13189238.96179 ns;
1184;738;180;13189687.39361 ns;
1185;423;108;13181759.97585 ns;
1186;774;185;13289503.28752 ns;
1187;371;90;13215932.06376 ns;
1188;5;1;13228980.82435 ns;
1189;140;37;13182899.91468 ns;
1190;288;68;13233182.02049 ns;
1191;617;158;13170585.96760 ns;
1192;509;127;13329511.97401 ns;
1193;261;66;13227181.04348 ns;
1194;95;26;13251996.59914 ns;
1195;370;94;13331988.36073 ns;
1196;112;28;13169107.02735 ns;
1197;625;151;13176533.85922 ns;
1198;279;72;13186350.93048 ns;
1199;605;154;13628209.00977 ns;
1200;250;59;13527072.03478 ns;
1201;166;44;13408196.15871 ns;
1202;454;112;13185109.01183 ns;
1203;566;139;13140226.71431 ns;
1204;408;104;13187104.83611 ns;
1205;677;171;13211995.82890 ns;
1206;244;63;13172582.72320 ns;
1207;440;117;13214637.99104 ns;
1208;243;59;13207706.15712 ns;
1209;639;163;13145525.00844 ns;
1210;691;179;13176283.33345 ns;
1211;350;85;13160644.56478 ns;
1212;122;28;13223532.12163 ns;
1213;478;117;13129253.87174 ns;
1214;708;175;13211455.19614 ns;
1215;667;168;13144147.11669 ns;
1216;573;147;13206281.69924 ns;
1217;13;5;13147415.12761 ns;
1218;582;146;13129359.11119 ns;
1219;247;57;13129943.98177 ns;
1220;636;163;13145422.09730 ns;
1221;347;82;13128203.80554 ns;
1222;347;81;13127861.07883 ns;
1223;681;180;13246470.59664 ns;
1224;12;3;13167839.03167 ns;
1225;31;7;13496193.10349 ns;
1226;40;9;13236020.69169 ns;
1227;471;120;13171664.90480 ns;
1228;98;25;13146513.60735 ns;
1229;9;3;13146793.00413 ns;
1230;474;122;13250009.15676 ns;
1231;507;126;13147667.05036 ns;
1232;240;61;13150950.89376 ns;
1233;303;71;13160987.75715 ns;
1234;583;149;13153940.90489 ns;
1235;584;143;13182641.93833 ns;
1236;24;4;13164572.88340 ns;
1237;233;57;13149788.13753 ns;
1238;85;20;13229729.14204 ns;
1239;113;27;13146664.94727 ns;
1240;41;9;13181125.74518 ns;
1241;271;69;13250444.08441 ns;
1242;64;16;13244579.08049 ns;
1243;391;95;13148393.94763 ns;
1244;381;92;13201801.10633 ns;
1245;649;156;13207911.04808 ns;
1246;671;166;13159594.96424 ns;
1247;611;159;13149244.24514 ns;
1248;717;180;13137858.82667 ns;
1249;162;38;13162977.99349 ns;
1250;319;77;13159140.01316 ns;
1251;240;57;13263722.41601 ns;
1252;757;188;13267010.91602 ns;
1253;515;126;13128865.97589 ns;
1254;622;152;14241238.59033 ns;
1255;204;48;13156901.11369 ns;
1256;55;14;13282376.80718 ns;
1257;701;179;13148352.96944 ns;
1258;617;149;13130732.34633 ns;
1259;368;89;13127815.44402 ns;
1260;465;116;13247902.97076 ns;
1261;43;10;13144996.01722 ns;
1262;71;20;13164988.71893 ns;
1263;209;52;13134228.99693 ns;
1264;423;107;13142757.11775 ns;
1265;438;111;13148942.96229 ns;
1266;605;146;13131783.80951 ns;
1267;21;6;13182132.97054 ns;
1268;163;42;13140023.22033 ns;
1269;399;104;13201893.77293 ns;
1270;711;179;13128339.77863 ns;
1271;221;60;13137069.99645 ns;
1272;516;121;13211810.96137 ns;
1273;487;123;13132940.97781 ns;
1274;687;172;13185553.25270 ns;
1275;425;116;13129751.66366 ns;
1276;368;89;13127034.06438 ns;
1277;331;83;13128265.27283 ns;
1278;452;114;13130137.69686 ns;
1279;351;83;13128452.00300 ns;
1280;739;189;13287707.23194 ns;
1281;85;22;13129348.86664 ns;
1282;162;48;13222625.01344 ns;
1283;63;15;13149878.94148 ns;
1284;27;7;13211668.93467 ns;
1285;669;174;13143064.91986 ns;
1286;334;86;13128858.99097 ns;
1287;145;38;13142790.17970 ns;
1288;92;20;13131492.77121 ns;
1289;105;29;13211114.33208 ns;
1290;368;94;13133831.78785 ns;
1291;509;124;13133560.30732 ns;
1292;476;119;13132020.36545 ns;
1293;582;151;13131442.01413 ns;
1294;421;109;13146625.36606 ns;
1295;91;23;13133263.21542 ns;
1296;219;54;13173340.81978 ns;
1297;100;27;13247504.83036 ns;
1298;633;161;13445248.82734 ns;
1299;26;7;13149904.55285 ns;
1300;383;98;13143071.90478 ns;
1301;165;43;13145175.29681 ns;
1302;68;17;13130256.90615 ns;
1303;7;2;13145685.19592 ns;
1304;21;5;13222601.73038 ns;
1305;448;115;13135022.01810 ns;
1306;463;117;13130740.26257 ns;
1307;716;176;13152447.99480 ns;
1308;112;30;13193585.90990 ns;
1309;504;126;13133461.12147 ns;
1310;497;119;13267903.12305 ns;
1311;246;59;13210851.69911 ns;
1312;641;163;13144707.30722 ns;
1313;587;154;13130452.01823 ns;
1314;642;156;13153621.92690 ns;
1315;634;153;13173318.00237 ns;
1316;392;102;13248358.38750 ns;
1317;239;60;13129464.81630 ns;
1318;102;28;13129307.88845 ns;
1319;201;51;13171312.86487 ns;
1320;138;34;13143385.76049 ns;
1321;251;61;13131630.14129 ns;
1322;173;44;13171013.44466 ns;
1323;508;128;13134303.03708 ns;
1324;349;84;13135669.75296 ns;
1325;196;45;13144562.02090 ns;
1326;565;141;13282735.83204 ns;
1327;450;115;14287726.02230 ns;
1328;134;36;13269873.80162 ns;
1329;382;101;13281429.65212 ns;
1330;493;122;13264450.24461 ns;
1331;239;65;13304432.85406 ns;
1332;467;115;13269546.90740 ns;
1333;426;110;13357655.14523 ns;
1334;297;71;13281503.22661 ns;
1335;553;136;13279079.92527 ns;
1336;104;28;13268894.98159 ns;
1337;459;116;13271212.11216 ns;
1338;304;77;13272001.40804 ns;
1339;504;125;13382099.10318 ns;
1340;317;76;13323825.31837 ns;
1341;443;112;13297208.11918 ns;
1342;275;65;13410171.95955 ns;
1343;493;123;13314179.14480 ns;
1344;507;131;13268413.95348 ns;
1345;51;16;13184505.98046 ns;
1346;438;108;13213889.20769 ns;
1347;120;30;13332240.74915 ns;
1348;24;6;13404196.12825 ns;
1349;658;161;13354593.88793 ns;
1350;100;24;13315618.03818 ns;
1351;540;141;13318464.15997 ns;
1352;521;137;13346571.94093 ns;
1353;643;165;13319835.99812 ns;
1354;66;17;13359528.96625 ns;
1355;655;156;13384468.85347 ns;
1356;27;7;13347815.72223 ns;
1357;648;166;13324442.31957 ns;
1358;362;86;13280910.90545 ns;
1359;82;26;13189688.79059 ns;
1360;652;156;13228296.76792 ns;
1361;576;145;13238165.99324 ns;
1362;713;176;13278059.19573 ns;
1363;593;144;13223428.74482 ns;
1364;739;175;13185281.30651 ns;
1365;536;126;13211957.17901 ns;
1366;501;125;13737548.14267 ns;
1367;317;76;14181503.09473 ns;
1368;449;121;13546337.83922 ns;
1369;94;23;13297660.27629 ns;
1370;533;134;13413942.88465 ns;
1371;365;95;13519341.12608 ns;
1372;701;182;13227399.90428 ns;
1373;134;31;13171335.21661 ns;
1374;160;41;13173051.17846 ns;
1375;63;16;14096735.97664 ns;
1376;260;62;13273659.16222 ns;
1377;327;83;13294690.75426 ns;
1378;443;111;13225913.04779 ns;
1379;0;0;13240128.75557 ns;
1380;95;26;13199100.27087 ns;
1381;498;120;13273849.15203 ns;
1382;190;48;13191896.02509 ns;
1383;15;4;13250471.09276 ns;
1384;465;112;13301915.95480 ns;
1385;208;54;13214551.84370 ns;
1386;229;58;13213922.26964 ns;
1387;520;128;13189715.79894 ns;
1388;484;127;13243122.02632 ns;
1389;26;6;13229114.00348 ns;
1390;521;139;13231086.07903 ns;
1391;365;90;13292467.22162 ns;
1392;33;8;13286626.89775 ns;
1393;270;70;13145441.18941 ns;
1394;574;147;13132262.04365 ns;
1395;459;115;13132653.19914 ns;
1396;514;126;13135015.03319 ns;
1397;24;7;13267419.30097 ns;
1398;315;76;13184349.98393 ns;
1399;690;173;13224275.78270 ns;
1400;278;73;14261371.92175 ns;
1401;628;162;13234951.06772 ns;
1402;644;164;13268226.75765 ns;
1403;273;71;13205303.81054 ns;
1404;444;106;13183865.69619 ns;
1405;356;89;13171499.59505 ns;
1406;407;104;13224025.72259 ns;
1407;22;7;13187245.93148 ns;
1408;468;117;13170528.22560 ns;
1409;70;20;13174283.31822 ns;
1410;312;80;13205784.37299 ns;
1411;361;89;13176687.99311 ns;
1412;468;121;13131532.81808 ns;
1413;445;111;13225123.75191 ns;
1414;524;138;13184449.16978 ns;
1415;728;189;13209146.91314 ns;
1416;126;35;13183612.84211 ns;
1417;536;131;13191306.96356 ns;
1418;552;147;13162742.83454 ns;
1419;178;44;13168191.07160 ns;
1420;477;118;13173209.96895 ns;
1421;259;66;13275458.94310 ns;
1422;715;179;13172098.90112 ns;
1423;527;129;13187760.95286 ns;
1424;207;54;13174414.16904 ns;
1425;173;44;13146392.06976 ns;
1426;537;132;13204521.03391 ns;
1427;287;70;13296550.13978 ns;
1428;699;179;13211499.89963 ns;
1429;497;121;13137928.21020 ns;
1430;307;76;13145216.27501 ns;
1431;567;138;13288966.84572 ns;
1432;196;49;13130898.12174 ns;
1433;313;80;13148603.96087 ns;
1434;682;170;13149107.80638 ns;
1435;666;169;13224555.64514 ns;
1436;506;126;13133302.79663 ns;
1437;68;19;13130515.81383 ns;
1438;0;0;13132683.93278 ns;
1439;175;44;13187853.15380 ns;
1440;113;25;13131129.08974 ns;
1441;594;145;13207179.02854 ns;
1442;469;111;13201941.73604 ns;
1443;170;43;13227828.31267 ns;
1444;328;82;13203791.34268 ns;
1445;85;23;13181569.05472 ns;
1446;123;33;13140265.36420 ns;
1447;639;153;13131603.13293 ns;
1448;545;143;13145230.71051 ns;
1449;161;38;13141509.14550 ns;
1450;363;96;13211333.65855 ns;
1451;667;163;13159389.14195 ns;
1452;445;115;13135534.24552 ns;
1453;338;86;13128696.00952 ns;
1454;683;176;13145727.10544 ns;
1455;138;33;13141246.97819 ns;
1456;580;137;13260744.97774 ns;
1457;374;95;13173690.06574 ns;
1458;575;150;13170079.79378 ns;
1459;408;104;13142143.84183 ns;
1460;652;163;13161349.11031 ns;
1461;161;42;13221886.94030 ns;
1462;89;23;13145216.27501 ns;
1463;458;113;13130920.93915 ns;
1464;298;72;13142182.95738 ns;
1465;73;16;13206179.25376 ns;
1466;208;54;13150752.05639 ns;
1467;647;160;13131708.83805 ns;
1468;87;20;13131034.09484 ns;
1469;243;60;13129567.72745 ns;
1470;434;113;13134491.16424 ns;
1471;670;163;13143926.85890 ns;
1472;463;115;13244877.10372 ns;
1473;168;45;13141690.28774 ns;
