ID;HW;LENGTH;TIME;
3635;15;4;13116944.58127;
3636;200;45;13124941.84822;
3637;663;170;13122528.79143;
3638;646;158;13115315.69809;
3639;346;87;13114208.35555;
3640;106;28;13112436.98001;
3641;333;85;13116643.76408;
3642;756;189;13113784.60377;
3643;465;119;13117152.26620;
3644;304;79;13121909.46192;
3645;686;171;13125803.32160;
3646;414;106;13120277.78476;
3647;638;162;13121839.61272;
3648;491;123;13119339.01161;
3649;754;186;13118166.47649;
3650;14;3;13122566.04433;
3651;664;167;13120657.76438;
3652;168;44;13141045.34686;
3653;744;172;13121188.61824;
3654;455;113;13117670.08156;
3655;537;139;13124261.98274;
3656;648;154;13114195.31703;
3657;192;50;13112964.10859;
3658;248;61;13111069.79847;
3659;415;107;13123247.77246;
3660;314;78;13125027.52990;
3661;465;123;13118092.90200;
3662;650;163;13131872.75082;
3663;14;3;13125472.70209;
3664;108;29;13111451.64073;
3665;759;189;13114164.58338;
3666;276;69;13122080.82527;
3667;758;188;13116016.05266;
3668;168;44;13119444.25106;
3669;476;117;13116016.98399;
3670;509;128;13122343.45824;
3671;211;56;13113331.98100;
3672;411;107;13120956.71892;
3673;669;164;13120191.17177;
3674;261;64;13113319.87381;
3675;349;88;13118606.99207;
3676;80;19;13112172.48440;
3677;52;13;13121396.30318;
3678;200;51;13111541.97901;
3679;0;0;13112228.36375;
3680;353;88;13115519.65773;
3681;306;79;13120508.75276;
3682;547;137;13125215.65706;
3683;145;39;13120803.05070;
3684;315;76;13123158.36549;
3685;337;85;13116342.01556;
3686;145;35;13121399.09714;
3687;634;159;13113254.68123;
3688;167;41;13120838.44095;
3689;654;163;13121563.94124;
3690;145;36;13123370.70704;
3691;653;164;13123499.22955;
3692;446;107;13120112.94067;
3693;607;155;13114892.87764;
3694;352;87;13113765.97732;
3695;375;97;13118484.05749;
3696;693;165;13121868.48372;
3697;64;18;13115351.08835;
3698;711;179;13116096.14640;
3699;601;153;13112408.10901;
3700;359;92;13112880.28955;
3701;225;56;13115132.22754;
3702;69;17;13107834.38385;
3703;70;18;13112762.01159;
3704;248;72;13119779.52719;
3705;516;123;13118367.64216;
3706;422;101;13120779.76763;
3707;430;105;13116195.79792;
3708;239;64;13154203.07219;
3709;384;102;13140591.79276;
3710;631;159;13121959.75333;
3711;594;154;13115766.45821;
3712;23;5;13121375.81408;
3713;559;141;13123263.60494;
3714;254;67;13122861.27359;
3715;539;139;13124687.59716;
3716;650;166;13123823.32981;
3717;198;54;13112709.85752;
3718;120;30;13111151.75486;
3719;194;43;13121500.61131;
3720;471;115;13115153.64796;
3721;721;187;13112247.92153;
3722;661;160;13139837.42148;
3723;763;186;13110765.25599;
3724;19;4;13122129.25404;
3725;404;100;13119005.59813;
3726;74;18;13109406.45635;
3727;274;69;13127379.11940;
3728;533;137;13123233.80262;
3729;327;81;13116016.98399;
3730;329;88;13121198.86279;
3731;740;187;13113160.61765;
3732;635;161;13122370.46659;
3733;714;169;13122417.03272;
3734;12;2;13118943.19952;
3735;251;65;13123010.28520;
3736;365;92;13117847.96417;
3737;745;187;13114441.18619;
3738;563;139;13122104.10833;
3739;405;104;13120698.74257;
3740;353;93;13114117.08593;
3741;185;50;13112786.22597;
3742;302;75;13125181.19812;
3743;364;87;13116212.56173;
3744;246;67;13122987.00213;
3745;268;70;13125150.46448;
3746;371;89;13112333.60320;
3747;475;119;13116393.23831;
3748;263;67;13150838.20373;
3749;32;8;13120382.09289;
3750;432;105;13122186.99604;
3751;179;47;13121142.05211;
3752;664;160;13116101.73434;
3753;59;13;13121991.41830;
3754;597;145;13111299.83515;
3755;172;45;13117800.46672;
3756;599;149;13113337.56894;
3757;451;106;13122717.84991;
3758;584;147;13113759.45807;
3759;68;16;13119597.91929;
3760;33;7;13140968.97840;
3761;541;136;13123227.28336;
3762;387;94;13114625.58806;
3763;65;15;13129353.52325;
3764;522;136;13123556.04023;
3765;109;28;13160816.39379;
3766;458;123;13121279.88786;
3767;663;175;13121005.14770;
3768;364;91;13114375.06229;
3769;483;124;13119697.57080;
3770;393;95;13112414.62827;
3771;453;119;13119095.93642;
3772;605;155;13115057.72173;
3773;308;80;13125232.42086;
3774;544;144;13119631.44690;
3775;664;164;13120068.23719;
3776;350;87;13115184.38160;
3777;49;14;13119135.98329;
3778;393;99;13129626.40077;
3779;336;89;13122053.81691;
3780;727;180;13116422.10931;
3781;425;108;13165878.13199;
3782;222;55;13113367.37126;
3783;64;19;13112502.17259;
3784;291;68;13125610.53783;
3785;238;61;13111562.46811;
3786;246;59;13115203.93938;
3787;258;63;13194716.53551;
3788;658;165;13174384.83238;
3789;673;166;13124576.76977;
3790;500;120;13115560.63592;
3791;345;91;13114784.84422;
3792;208;55;13113680.29565;
3793;323;89;13112313.11411;
3794;52;11;13129873.20125;
3795;167;40;13124909.25193;
3796;404;99;13127595.18623;
3797;779;187;13120324.35089;
3798;241;53;13116125.01740;
3799;292;72;13122950.68055;
3800;239;60;13134961.94780;
3801;316;80;13121799.56585;
3802;619;159;13111287.72795;
3803;162;39;13128671.79513;
3804;422;101;13123367.91307;
3805;286;74;13127541.16952;
3806;294;75;13119971.37964;
3807;546;137;13122720.64388;
3808;507;126;13116818.85272;
3809;257;67;13118541.79949;
3810;290;70;13120042.16015;
3811;354;86;13115397.65447;
3812;521;130;13125641.27147;
3813;404;99;13121023.77415;
3814;308;79;13124594.46490;
3815;325;79;13123111.79936;
3816;615;148;13111858.62869;
3817;295;71;13121322.72869;
3818;554;144;13122733.68239;
3819;719;179;13110678.64299;
3820;118;30;13113325.46175;
3821;650;170;13120701.53654;
3822;566;140;13123128.56317;
3823;41;10;13121596.53753;
3824;513;123;13116220.01231;
3825;687;169;13119226.32158;
3826;272;69;13122119.00949;
3827;138;37;13120638.20660;
3828;113;29;13111806.47463;
3829;255;65;13122470.11811;
3830;358;88;13116159.47634;
3831;752;186;13112610.20601;
3832;414;104;13121672.90598;
3833;359;95;13154941.61099;
3834;266;68;13125211.00044;
3835;621;150;13115854.93386;
3836;55;15;13127332.55327;
3837;382;94;13115365.98951;
3838;281;69;13123695.73861;
3839;524;128;13115105.21919;
3840;694;174;13120618.64883;
3841;71;20;13110255.82254;
3842;227;52;13113587.16339;
3843;284;72;13126220.55411;
3844;701;174;13123363.25645;
3845;125;30;13113804.16155;
3846;151;40;13123493.64161;
3847;730;181;13112393.20785;
3848;716;174;13128847.81510;
3849;89;22;13108252.54768;
3850;32;8;13127324.17136;
3851;247;64;13117180.20588;
3852;252;64;13113385.99771;
3853;514;128;13115836.30741;
3854;381;98;13120496.64557;
3855;143;36;13121346.01176;
3856;41;10;13122009.11343;
3857;425;105;13121176.51105;
3858;366;88;13196595.01314;
3859;255;65;13128381.22249;
3860;679;171;13123918.32471;
3861;630;152;13116155.75105;
3862;534;125;13116109.18492;
3863;633;161;13122090.13849;
3864;604;158;13112269.34195;
3865;636;158;13115955.51670;
3866;661;172;13123269.19287;
3867;334;84;13115225.35980;
3868;374;101;13123256.15436;
3869;130;34;13125638.47750;
3870;13;3;13123318.55297;
3871;208;54;13138779.43903;
3872;409;96;13114913.36673;
3873;87;25;13134469.27816;
3874;165;41;13122717.84991;
3875;461;115;13115624.89718;
3876;639;152;13113504.27568;
3877;6;1;13123072.68381;
3878;116;29;13110332.19099;
3879;469;113;13120387.68083;
3880;722;177;13115243.05493;
3881;511;128;13117010.70517;
3882;480;115;13118441.21665;
3883;449;109;13120962.30686;
3884;195;48;13119516.89422;
3885;700;178;13111600.65234;
3886;100;27;13113194.14526;
3887;310;80;13123835.43700;
3888;14;3;13123080.13439;
3889;458;114;13119953.68451;
3890;290;70;13126053.84737;
3891;329;86;13113516.38287;
3892;147;38;13122794.21836;
3893;485;118;13118780.21806;
3894;675;170;13119540.17729;
3895;616;158;13124988.41435;
3896;467;111;13119918.29425;
3897;254;65;13123204.93162;
3898;758;181;13113209.97775;
3899;79;23;13111582.02589;
3900;748;186;13117372.05833;
3901;183;47;13119881.97267;
3902;236;60;13112985.52901;
3903;441;109;13121536.00156;
3904;744;186;13111667.70756;
3905;441;113;13117372.05833;
3906;378;96;13115253.29947;
3907;541;136;13135508.63415;
3908;131;35;13118345.29042;
3909;157;35;13126588.42653;
3910;311;73;13124985.62038;
3911;322;77;13123362.32513;
3912;79;21;13111696.57856;
3913;521;128;13117209.07688;
3914;91;26;13113159.68633;
3915;303;73;13122544.62391;
3916;609;150;13111507.52008;
3917;365;85;13115613.72131;
3918;434;112;13123136.94507;
3919;585;147;13112775.98143;
3920;740;189;13113829.30726;
3921;557;133;13120427.72770;
3922;717;176;13119911.77499;
3923;275;70;13123353.94323;
3924;520;141;13122033.32782;
3925;752;183;13114070.51980;
3926;526;130;13120820.74583;
3927;22;6;13118533.41758;
3928;674;156;13111969.45608;
3929;149;40;13130696.49041;
3930;151;39;13124730.43799;
3931;209;54;13154853.13535;
3932;241;59;13116719.20121;
3933;674;177;13119290.58284;
3934;412;98;13127458.28182;
3935;771;182;13111791.57346;
3936;386;95;13116773.21792;
3937;444;112;13121195.13750;
3938;258;64;13112754.56101;
3939;463;117;13121385.12731;
3940;751;180;13113182.96939;
3941;630;162;13120118.52860;
3942;33;7;13118132.01755;
3943;413;107;13122586.53343;
3944;117;31;13136777.09550;
3945;555;137;13122158.12504;
3946;765;187;13112490.99672;
3947;352;84;13114714.06370;
3948;565;141;13130763.54563;
3949;71;16;13125748.37357;
3950;318;80;13122686.18494;
3951;630;163;13121894.56075;
3952;570;139;13121886.17885;
3953;73;20;13112904.50394;
3954;658;159;13111709.61708;
3955;486;121;13116788.11908;
3956;280;69;13123113.66200;
3957;153;39;13118577.18974;
3958;395;95;13113833.96387;
3959;704;178;13115416.28093;
3960;123;32;13111353.85185;
3961;321;80;13120831.92170;
3962;186;47;13146080.07669;
3963;520;125;13118861.24313;
3964;373;89;13116984.62814;
3965;263;72;13123841.02494;
3966;620;152;13110936.61934;
3967;101;26;13116895.22117;
3968;696;171;13120505.02747;
3969;520;129;13130124.65835;
3970;51;14;13123209.58823;
3971;522;130;13164519.33235;
3972;623;153;13115317.56073;
3973;307;80;13124419.37625;
3974;416;101;13122357.42807;
3975;719;186;13134824.11206;
3976;53;16;13120419.34580;
3977;146;35;13120397.92538;
3978;184;47;13122112.49024;
3979;249;61;13111421.83840;
3980;592;142;13128881.34271;
3981;580;144;13122715.98727;
3982;429;111;13120615.85486;
3983;137;34;13120310.38105;
3984;23;6;13120966.96347;
3985;655;161;13123784.21426;
3986;231;59;13112395.07049;
3987;156;37;13135639.01931;
3988;532;129;13122669.42114;
3989;213;52;13111567.12472;
3990;381;95;13116492.88982;
3991;680;170;13122166.50695;
3992;298;70;13122407.71949;
3993;146;35;13119411.65477;
3994;386;101;13119374.40187;
3995;486;125;13115669.60067;
3996;104;24;13114946.89435;
3997;215;59;13112694.02504;
3998;360;92;13113790.19171;
3999;334;87;13114827.68506;
4000;5;1;13119456.35825;
4001;277;70;13123640.79058;
4002;15;4;13117788.35952;
4003;318;83;13250363.05934;
4004;110;26;13133555.65071;
4005;721;177;13112118.46769;
4006;655;173;13121603.05679;
4007;443;116;13147571.12414;
4008;480;117;13115997.42621;
4009;669;172;13119034.46913;
4010;706;185;13111218.81008;
4011;89;24;13112751.76704;
4012;679;177;13113902.88174;
4013;116;29;13114068.65716;
4014;624;153;13112230.22640;
4015;566;137;13124717.39948;
4016;114;30;13110271.65502;
4017;488;124;13115834.44476;
4018;166;39;13149045.40777;
4019;270;65;13122961.85642;
4020;156;35;13119737.61767;
4021;15;4;13124404.47509;
4022;562;141;13123837.29964;
4023;590;147;13112287.96840;
4024;523;129;13126630.33605;
4025;381;98;13120627.03073;
4026;30;8;13120479.88176;
4027;724;178;13113536.87197;
4028;722;174;13127974.23452;
4029;90;21;13113857.24694;
4030;621;153;13112909.16055;
4031;743;186;13112967.83388;
4032;38;9;13120158.57548;
4033;526;129;13123271.98684;
4034;635;152;13117578.81194;
4035;154;38;13122386.29907;
4036;665;156;13111921.95863;
4037;11;2;13121551.83405;
4038;630;162;13123216.10749;
4039;238;55;13116569.25827;
4040;118;28;13114926.40525;
4041;566;140;13123423.79242;
4042;112;25;13125711.12067;
4043;575;146;13116820.71537;
4044;107;29;13111008.33118;
4045;565;142;13127340.93517;
4046;54;12;13118357.39762;
4047;607;158;13113486.58055;
4048;241;58;13109736.14454;
4049;761;183;13116616.75572;
4050;199;50;13114366.68038;
4051;77;19;13114763.42380;
4052;448;111;13122115.28420;
4053;763;184;13121288.26976;
4054;432;103;13121095.48599;
4055;458;121;13120015.15180;
4056;7;1;13118586.50297;
4057;37;9;13119025.15590;
4058;495;129;13125745.57960;
4059;667;175;13119580.22416;
4060;373;87;13115059.58438;
4061;141;32;13112276.79253;
4062;427;107;13126363.04647;
4063;233;56;13114701.95651;
4064;430;109;13120227.49335;
4065;665;167;13190208.00292;
4066;119;27;13151650.31701;
4067;152;37;13120415.62051;
4068;126;29;13116145.50650;
4069;617;158;13112208.80598;
4070;621;161;13120002.11328;
4071;353;90;13116111.04757;
4072;430;114;13115406.03638;
4073;323;77;13118035.16001;
4074;130;33;13120664.28363;
4075;346;85;13119733.89238;
4076;28;7;13121334.83589;
4077;567;142;13127527.19969;
4078;327;82;13113427.90723;
4079;513;131;13121687.80714;
4080;106;27;13112816.02830;
4081;288;70;13148868.45648;
4082;388;94;13114388.10080;
4083;241;61;13110170.14086;
4084;610;155;13115182.51896;
4085;586;146;13135163.11347;
4086;117;31;13117588.12517;
4087;676;168;13126375.15366;
4088;270;67;13123819.60452;
4089;696;169;13130195.43886;
4090;466;115;13123569.07874;
4091;448;111;13134576.38025;
4092;323;79;13132105.58146;
4093;253;63;13117993.25049;
4094;0;0;13148574.15855;
4095;415;99;13126839.88363;
4096;185;45;13125861.06360;
4097;99;26;13119210.48909;
4098;213;51;13119836.33786;
4099;408;94;13122299.68607;
4100;113;29;13116775.08056;
4101;49;11;13128174.46887;
4102;352;85;13131669.72250;
4103;498;127;13123235.66526;
4104;506;128;13122646.13807;
4105;570;146;13116432.35385;
4106;155;35;13127561.65862;
4107;551;143;13126270.84553;
4108;733;184;13120189.30912;
4109;723;179;13118634.93174;
4110;429;108;13126390.05482;
4111;415;105;13128469.69813;
4112;276;72;13131417.33408;
4113;442;112;13126517.64601;
4114;129;35;13129075.98913;
4115;699;170;13130130.24628;
4116;643;160;13120905.49618;
4117;55;17;13120286.16667;
4118;539;134;13122760.69075;
4119;274;70;13129648.75251;
4120;268;65;13128669.00116;
4121;515;130;13122889.21326;
4122;176;50;13126621.95414;
4123;137;33;13133659.02752;
4124;62;14;13128803.11161;
4125;22;5;13124742.54519;
4126;413;101;13133242.72633;
4127;190;48;13129831.29174;
4128;162;45;13126650.82514;
4129;574;148;13124625.19854;
4130;404;104;13130052.94651;
4131;715;178;13124067.33632;
4132;509;132;13123063.37059;
4133;336;79;13129284.60538;
4134;8;2;13123791.66484;
4135;29;8;13131095.09647;
4136;321;79;13129491.35900;
4137;300;80;13127009.38433;
4138;8;3;13131413.60879;
4139;320;78;13129251.07777;
4140;91;23;13116591.61001;
4141;739;186;13120177.20193;
4142;234;60;13150284.99812;
4143;508;128;13123536.48245;
4144;666;171;13128110.20762;
4145;206;54;13117669.15023;
4146;469;116;13126222.41676;
4147;263;64;13122618.19839;
4148;257;61;13123092.24159;
4149;233;61;13119320.38516;
4150;575;151;13113586.23207;
4151;39;12;13127075.50824;
4152;780;188;13119840.99448;
4153;205;50;13140981.08560;
4154;581;137;13125000.52154;
4155;619;156;13116105.45963;
4156;413;104;13126129.28450;
4157;492;123;13125776.31325;
4158;634;174;13129486.70238;
4159;713;179;13117917.81336;
4160;715;180;13121695.25772;
4161;635;163;13128963.29910;
4162;303;84;13120843.09757;
4163;779;185;13116313.14456;
4164;690;173;13135541.23044;
4165;730;177;13119977.89890;
4166;414;113;13168762.43800;
4167;645;166;13129455.03742;
4168;151;42;13125242.66541;
4169;23;5;13129458.76271;
4170;40;10;13119386.50906;
4171;464;118;13117495.92423;
4172;508;122;13116455.63692;
4173;633;158;13110957.10844;
4174;727;172;13119006.52945;
4175;537;131;13125860.13228;
4176;135;30;13111672.36418;
4177;576;147;13112385.75727;
4178;497;125;13162177.05607;
4179;635;159;13113794.84832;
4180;61;13;13139024.37687;
4181;545;139;13119297.10209;
4182;368;92;13114848.17415;
4183;601;144;13120497.57689;
4184;464;117;13138617.38890;
4185;147;38;13139610.17877;
4186;379;96;13112782.50068;
4187;622;153;13111488.89363;
4188;502;127;13115172.27441;
4189;156;41;13121186.75560;
4190;113;29;13131569.13966;
4191;458;112;13124305.75490;
4192;374;103;13122352.77146;
4193;329;85;13118146.91871;
4194;719;172;13124373.74145;
4195;179;42;13144700.78796;
4196;640;155;13111651.87508;
4197;241;64;13133078.81355;
4198;564;142;13125601.22460;
4199;474;118;13114387.16948;
4200;566;140;13126967.47482;
4201;25;5;13118748.55310;
4202;444;108;13179614.20864;
4203;727;178;13112088.66537;
4204;506;131;13127519.74910;
4205;668;162;13120011.42651;
4206;163;44;13121300.37695;
4207;502;123;13115605.33941;
4208;502;123;13139824.38296;
4209;161;40;13125283.64360;
4210;209;52;13136303.98363;
4211;285;75;13123061.50794;
4212;360;90;13114470.98851;
4213;712;174;13119969.51699;
4214;394;100;13120535.76112;
4215;67;17;13136399.90985;
4216;83;19;13152947.64936;
4217;10;2;13119257.05522;
4218;166;45;13118200.00410;
4219;108;27;13111812.99388;
4220;436;117;13135511.42812;
4221;263;64;13112057.00040;
4222;328;83;13112393.20785;
4223;449;112;13122340.66427;
4224;735;177;13115899.63734;
4225;591;147;13133946.80619;
4226;122;31;13114347.12261;
4227;599;146;13118909.67190;
4228;441;107;13176871.46366;
4229;196;45;13150862.41812;
4230;458;118;13116098.00905;
4231;209;49;13112572.95310;
4232;607;155;13111735.69411;
4233;588;147;13111240.23050;
4234;190;45;13120916.67205;
4235;540;131;13123435.89962;
4236;512;124;13120432.38431;
4237;254;58;13111811.13124;
4238;17;4;13120596.29709;
4239;599;145;13111314.73631;
4240;426;107;13130135.83422;
4241;484;124;13121519.23776;
4242;394;98;13124403.54377;
4243;482;116;13117180.20588;
4244;346;91;13115311.97280;
4245;269;66;13122567.90698;
4246;711;177;13116404.41418;
4247;27;5;13122648.00072;
4248;242;57;13112509.62317;
4249;454;115;13116197.66057;
4250;78;20;13110946.86389;
4251;747;188;13112372.71875;
4252;16;6;13119763.69470;
4253;49;15;13117778.11497;
4254;525;129;13121002.35373;
4255;573;143;13125672.00512;
4256;747;188;13112041.16791;
4257;431;104;13124382.12335;
4258;323;85;13120842.16624;
4259;645;167;13124709.01757;
4260;65;18;13111450.70940;
4261;188;43;13122049.16030;
4262;467;117;13116117.56682;
4263;499;125;13119800.94761;
4264;442;108;13119967.65435;
4265;406;96;13111697.50988;
4266;543;140;13123312.96504;
4267;107;25;13114089.14626;
4268;220;53;13111991.80782;
4269;73;16;13121048.91986;
4270;111;26;13114859.35003;
4271;784;187;13118859.38048;
4272;656;164;13120770.45441;
4273;98;24;13118116.18507;
4274;665;162;13122395.61230;
4275;567;142;13125042.43106;
4276;576;142;13126673.17688;
4277;240;64;13113613.24042;
4278;330;80;13123218.90146;
4279;304;76;13119698.50212;
4280;305;74;13121319.00340;
4281;656;162;13119547.62787;
4282;109;30;13112607.41204;
4283;116;26;13109924.27170;
4284;78;20;13112612.99998;
4285;275;72;13125341.38560;
4286;105;27;13112202.28672;
4287;318;77;13120817.95186;
4288;203;49;13126494.36295;
4289;419;110;13120967.89479;
4290;18;4;13120613.06089;
4291;272;70;13124025.42681;
4292;173;44;13125197.96193;
4293;343;92;13114617.20616;
4294;93;22;13117939.23378;
4295;257;65;13123924.84397;
4296;346;83;13115869.83502;
4297;401;105;13117980.21197;
4298;512;123;13118685.22316;
4299;272;65;13121278.02521;
4300;335;77;13121686.87582;
4301;705;183;13112554.32665;
4302;282;72;13121908.53059;
4303;640;157;13113087.97449;
4304;557;138;13127976.09717;
4305;450;113;13116607.44250;
4306;171;47;13124179.09503;
4307;236;61;13111557.81150;
4308;334;79;13123563.49081;
4309;654;164;13118089.17671;
4310;213;55;13114440.25487;
4311;563;142;13125743.71696;
4312;576;147;13111553.15489;
4313;521;131;13142399.48988;
4314;324;76;13151032.85015;
4315;390;102;13157525.09981;
4316;86;21;13194624.33457;
4317;747;187;13113152.23575;
4318;51;13;13121686.87582;
4319;348;84;13116095.21508;
4320;475;126;13116387.65037;
4321;202;56;13112753.62968;
4322;146;38;13121306.89621;
4323;203;52;13115006.49899;
4324;288;71;13121791.18395;
4325;88;23;13112039.30527;
4326;755;173;13118950.65010;
4327;546;136;13121796.77188;
4328;26;6;13121448.45724;
4329;8;1;13121716.67814;
4330;395;104;13120517.13467;
4331;12;3;13119410.72345;
4332;64;18;13116043.99234;
4333;521;124;13116941.78730;
4334;216;53;13116012.32737;
4335;0;0;13111746.86998;
4336;414;106;13120942.74908;
4337;457;115;13118311.76281;
4338;275;73;13124829.15819;
4339;356;86;13113615.10307;
4340;644;154;13110261.41047;
4341;608;155;13119556.00977;
4342;353;87;13119182.54942;
4343;436;112;13117157.85414;
4344;396;98;13121738.09856;
4345;430;107;13117507.10011;
4346;692;173;13117900.11823;
4347;61;14;13121701.77698;
4348;375;97;13119322.24780;
4349;92;20;13112504.03523;
4350;488;126;13114034.19822;
4351;502;120;13141365.72182;
4352;396;96;13112722.89604;
4353;165;40;13124135.32287;
4354;82;19;13116975.31492;
4355;687;176;13124696.91038;
4356;398;103;13182026.33411;
4357;404;103;13121264.05537;
4358;154;36;13122535.31069;
4359;760;183;13114026.74764;
4360;565;147;13115067.03496;
4361;617;156;13112927.78701;
4362;565;149;13112305.66353;
4363;553;140;13124823.57025;
4364;466;120;13116796.50098;
4365;192;46;13129109.51674;
4366;283;70;13125792.14573;
4367;248;61;13112738.72852;
4368;174;48;13120600.95370;
4369;684;177;13112462.12572;
4370;344;94;13115947.13479;
4371;129;32;13109846.04061;
4372;140;32;13115379.95934;
4373;724;187;13116152.02576;
4374;709;177;13112468.64498;
4375;293;75;13123925.77529;
4376;657;166;13120785.35557;
4377;402;97;13149792.32848;
4378;610;149;13113244.43668;
4379;69;16;13121972.79185;
4380;584;138;13123908.08016;
4381;586;139;13126112.52069;
4382;656;157;13111668.63889;
4383;124;33;13122613.54178;
4384;565;152;13112908.22923;
4385;66;17;13116127.81137;
4386;34;9;13127075.50824;
4387;121;29;13112992.97959;
4388;695;178;13114197.17968;
4389;362;90;13115988.11299;
4390;482;120;13118419.79623;
4391;141;34;13121467.08369;
4392;649;164;13117039.57617;
4393;88;24;13111333.36276;
4394;209;49;13126774.69105;
4395;691;177;13114764.35512;
4396;0;0;13114290.31193;
4397;92;25;13112624.17585;
4398;99;24;13112688.43710;
4399;743;187;13112758.28630;
4400;22;5;13121202.58808;
4401;302;75;13122473.84340;
4402;427;110;13135476.96918;
4403;679;172;13126142.32302;
4404;74;19;13113680.29565;
4405;291;69;13124463.14842;
4406;382;107;13118518.51642;
4407;519;126;13117328.28617;
4408;228;58;13113908.46968;
4409;322;79;13119813.05480;
4410;448;120;13115746.90044;
4411;230;62;13114206.49290;
4412;753;185;13114655.39038;
4413;703;174;13149225.15303;
4414;279;71;13123703.18919;
4415;458;112;13121677.56259;
4416;311;80;13125405.64686;
4417;77;17;13113379.47845;
4418;157;40;13122615.40443;
4419;277;73;13121438.21269;
4420;179;41;13124694.11641;
4421;228;55;13115195.55748;
4422;351;87;13112688.43710;
4423;114;29;13111014.85044;
4424;14;3;13123068.02720;
4425;723;186;13113732.44971;
4426;199;51;13112983.66636;
4427;654;161;13117615.13352;
4428;9;2;13119830.74993;
4429;405;107;13118773.69881;
4430;297;78;13126312.75505;
4431;445;110;13121712.02153;
4432;283;66;13122911.56501;
4433;581;144;13121508.06189;
4434;357;89;13114998.11709;
4435;175;48;13126445.00285;
4436;643;157;13110584.57941;
4437;32;8;13121422.38021;
4438;0;0;13115366.92083;
4439;99;29;13114171.10264;
4440;390;97;13119823.29935;
4441;618;154;13111864.21663;
4442;443;109;13120512.47805;
4443;411;101;13153519.48142;
4444;395;98;13130672.27602;
4445;631;160;13117339.46204;
4446;593;146;13112206.94333;
4447;177;44;13123589.56784;
4448;551;140;13151507.82466;
4449;382;97;13163384.05013;
4450;137;36;13118760.66029;
4451;32;9;13129383.32558;
4452;75;18;13111093.08153;
4453;521;133;13119989.07477;
4454;674;166;13125065.71412;
4455;579;151;13112886.80881;
4456;143;37;13120625.16809;
4457;393;99;13118860.31181;
4458;67;18;13113739.90029;
4459;287;69;13126322.06827;
4460;638;155;13112599.96146;
4461;143;35;13143832.79532;
4462;186;44;13142473.99569;
4463;214;57;13111392.96740;
4464;356;96;13114388.10080;
4465;674;168;13119830.74993;
4466;529;133;13124518.09645;
4467;362;94;13114583.67854;
4468;115;27;13122386.29907;
4469;105;24;13117561.11681;
4470;63;16;13124479.91222;
4471;581;151;13114156.20148;
4472;740;183;13112537.56285;
4473;591;152;13111514.97066;
4474;229;55;13115325.94264;
4475;229;60;13111059.55392;
4476;424;107;13118100.35259;
4477;52;14;13123386.53952;
4478;548;139;13125391.67702;
4479;539;133;13117616.99617;
4480;655;168;13121317.14076;
4481;461;119;13118670.32200;
4482;629;159;13115637.00438;
4483;568;144;13124999.59022;
4484;622;147;13115656.56215;
4485;220;58;13114168.30868;
4486;301;74;13121019.11753;
4487;183;46;13122212.14175;
4488;619;155;13112057.93172;
4489;183;49;13111911.71408;
4490;256;64;13114589.26648;
4491;529;129;13121630.99647;
4492;156;42;13119904.32441;
4493;2;1;13117908.50013;
4494;169;48;13117376.71494;
4495;561;136;13123646.37852;
4496;305;78;13121370.22614;
4497;481;125;13144955.97035;
4498;501;119;13116694.05550;
4499;745;189;13118258.67742;
4500;449;110;13141623.69817;
4501;83;20;13130397.53586;
4502;396;98;13120939.95512;
4503;86;22;13111906.12614;
4504;567;144;13124438.00271;
4505;552;144;13125906.69841;
4506;296;74;13122207.48514;
4507;692;176;13119530.86406;
4508;765;187;13115053.06512;
4509;725;189;13111808.33727;
4510;376;91;13115555.97931;
4511;704;177;13111962.93682;
4512;698;178;13112616.72527;
4513;392;100;13123529.03187;
4514;255;59;13113366.43994;
4515;727;188;13112619.51923;
4516;616;151;13111923.82127;
4517;92;22;13119813.98612;
4518;77;19;13115038.16396;
4519;258;69;13120193.03441;
4520;414;105;13118666.59671;
4521;549;131;13122927.39749;
4522;486;127;13120730.40754;
4523;717;175;13128399.84894;
4524;590;143;13130499.98134;
4525;135;34;13119670.56245;
4526;266;66;13121884.31621;
4527;467;115;13117668.21891;
4528;441;107;13121913.18721;
4529;399;98;13120289.89196;
4530;110;28;13110687.02489;
4531;523;140;13127588.66698;
4532;196;49;13114111.49800;
4533;706;178;13112919.40510;
4534;473;120;13119337.14896;
4535;184;42;13126396.57408;
4536;201;50;13121358.11895;
4537;322;83;13116623.27498;
4538;501;124;13116477.98866;
4539;423;104;13120412.82654;
4540;37;9;13119455.42693;
4541;493;125;13114723.37693;
4542;455;114;13116703.36872;
4543;333;83;13114396.48271;
4544;542;133;13123948.12703;
4545;485;122;13116117.56682;
4546;179;43;13120966.03215;
4547;477;117;13121797.70321;
4548;565;136;13131109.06631;
4549;537;136;13126303.44182;
4550;0;0;13117038.64485;
4551;668;169;13121707.36492;
4552;644;161;13121400.95979;
4553;167;38;13120834.71566;
4554;584;151;13137626.46168;
4555;13;3;13120113.87199;
4556;15;4;13122414.23875;
4557;176;45;13123235.66526;
4558;747;184;13114386.23816;
4559;712;174;13125215.65706;
4560;521;127;13117544.35301;
4561;496;126;13117417.69314;
4562;211;54;13114705.68180;
4563;53;12;13118922.71042;
4564;32;7;13118000.70107;
4565;331;81;13120869.17460;
4566;739;185;13115393.92918;
