ID;HW;LENGTH;TIME;
1643;304;77;13318269.04789;
1644;301;76;13400550.93169;
1645;595;147;13321314.00704;
1646;630;164;13458532.28122;
1647;607;151;13275282.92313;
1648;413;96;13284302.31661;
1649;586;147;13279345.81786;
1650;417;104;13303857.76237;
1651;706;173;13263389.93385;
1652;576;138;13255894.64977;
1653;417;101;13641795.14349;
1654;582;146;13214867.09639;
1655;566;144;13311016.83900;
1656;625;159;13408042.02482;
1657;546;130;13571294.02459;
1658;229;53;13411082.32737;
1659;436;110;13336661.73741;
1660;661;163;13276691.08286;
1661;456;116;13280384.24253;
1662;92;25;13737720.90301;
1663;448;112;13286584.05691;
1664;748;187;13250329.06607;
1665;398;102;13288964.98308;
1666;643;156;13228404.80134;
1667;162;40;13239579.74091;
1668;554;141;13298953.88335;
1669;90;25;13251140.24803;
1670;678;170;13235772.02857;
1671;369;95;13273229.35686;
1672;329;79;13186318.79985;
1673;702;181;13227292.80218;
1674;271;65;13302951.11984;
1675;572;136;13394847.04658;
1676;460;115;13281330.93193;
1677;15;3;13148685.91726;
1678;371;83;13352045.78936;
1679;407;101;13320693.28055;
1680;432;104;13264704.03001;
1681;193;47;13286576.60633;
1682;504;129;13247576.07654;
1683;121;32;13297119.64354;
1684;320;81;13225043.19251;
1685;109;29;13320724.94552;
1686;105;29;13227485.12030;
1687;596;148;13196870.21896;
1688;208;55;13393472.88013;
1689;627;157;13319652.06191;
1690;40;11;13288296.29347;
1691;309;77;13483997.90004;
1692;80;20;13842010.87058;
1693;70;19;13288704.21275;
1694;491;126;13223997.78292;
1695;302;80;13237998.82084;
1696;24;6;13280793.09314;
1697;395;98;13401041.73869;
1698;66;19;13219815.67889;
1699;310;72;13266108.46445;
1700;82;19;13278814.96400;
1701;708;175;13316444.12130;
1702;497;127;13277077.11607;
1703;173;43;13152847.99784;
1704;32;9;13345929.32835;
1705;471;119;13260797.13181;
1706;659;165;13248510.19308;
1707;131;35;13288450.89301;
1708;155;35;13208124.78662;
1709;432;113;13362218.16018;
1710;604;153;13264593.66828;
1711;434;110;13263386.20856;
1712;711;176;13289974.07109;
1713;578;148;13200538.23292;
1714;752;181;13246234.97203;
1715;173;44;13268287.75927;
1716;744;178;13238755.98609;
1717;33;7;13534795.02723;
1718;195;50;13257738.66847;
1719;374;97;13386827.89356;
1720;559;138;13306647.07348;
1721;3;1;13249173.76041;
1722;203;53;13239070.30746;
1723;264;68;13264041.85966;
1724;282;70;13270801.86456;
1725;399;102;13268344.10429;
1726;461;119;13417867.01232;
1727;370;91;13174112.88619;
1728;479;124;13231209.94493;
1729;567;144;13307678.04757;
1730;164;46;13367163.94871;
1731;290;78;13309125.78851;
1732;314;74;13269673.10160;
1733;546;139;13422072.86507;
1734;366;89;13269449.11852;
1735;592;147;13662307.98885;
1736;442;117;13214050.79216;
1737;248;63;13231743.12711;
1738;262;66;13262868.85887;
1739;567;132;13236890.08132;
1740;407;99;13273040.29837;
1741;132;32;13291975.94896;
1742;242;59;13253954.23919;
1743;730;183;13233560.13745;
1744;460;114;13275002.59504;
1745;290;74;13207040.26148;
1746;15;5;13246489.68875;
1747;485;120;13425712.93935;
1748;317;83;13364213.05314;
1749;58;15;13266332.44753;
1750;619;163;13155536.72612;
1751;479;120;13300837.01760;
1752;669;170;13297085.18460;
1753;686;172;13247124.85075;
1754;314;80;13277660.12400;
1755;16;5;13280100.65481;
1756;301;75;13233352.91818;
1757;82;20;13234284.24075;
1758;226;52;13264483.77222;
1759;189;48;13237694.74402;
1760;532;131;13206456.78788;
1761;28;6;13289681.17014;
1762;84;23;13307706.91857;
1763;681;165;13286032.24829;
1764;343;84;14138970.98973;
1765;143;36;13332126.66214;
1766;55;17;13259959.87281;
1767;135;35;13242322.95156;
1768;463;115;13221750.96720;
1769;34;9;13257930.98658;
1770;231;56;13372333.25467;
1771;748;188;13170083.98473;
1772;109;31;13265930.11618;
1773;719;182;13242986.05323;
1774;204;52;13219194.95240;
1775;117;33;13259799.68533;
1776;502;129;13302268.92605;
1777;558;137;13340085.74486;
1778;245;60;13394084.75906;
1779;216;52;13258029.70678;
1780;658;167;13256541.91896;
1781;497;119;13200090.73243;
1782;38;11;13359626.75512;
1783;475;124;13319279.99854;
1784;182;48;13355914.03767;
1785;692;176;13190465.04796;
1786;470;115;13306813.78022;
1787;422;106;13312170.74767;
1788;706;171;13347624.80110;
1789;160;39;13343325.81609;
1790;210;54;13295528.01326;
1791;107;28;13347744.01039;
1792;542;135;13400174.21171;
1793;755;184;13312836.64331;
1794;292;75;13302064.03509;
1795;225;57;13276660.81488;
1796;514;130;13678564.69005;
1797;517;124;13348267.87934;
1798;41;10;13258100.02163;
1799;736;181;13449580.87429;
1800;384;95;13216034.97490;
1801;517;137;13290310.27853;
1802;247;62;13350440.18924;
1803;194;50;13299276.58662;
1804;301;77;13294070.95909;
1805;752;188;13337448.70499;
1806;597;153;13458455.91277;
1807;40;10;13289472.08822;
1808;496;125;14109923.03863;
1809;418;104;13364635.87359;
1810;333;92;13336532.28357;
1811;0;0;13336138.79979;
1812;637;154;13528717.68177;
1813;513;126;13307828.92182;
1814;229;60;13251819.18219;
1815;597;147;13312875.29320;
1816;535;134;13350571.04006;
1817;493;129;13382895.84965;
1818;9;2;13242848.21749;
1819;56;12;13332902.91950;
1820;738;182;13242601.88267;
1821;284;71;13398788.40372;
1822;246;60;13283689.04069;
1823;637;160;13183502.94605;
1824;660;162;13393235.85853;
1825;670;170;13326124.75380;
1826;204;52;13298961.79959;
1827;4;1;13350882.10180;
1828;325;79;13284937.94426;
1829;558;136;13290401.08249;
1830;346;84;13298402.07472;
1831;427;104;13413652.77767;
1832;490;121;13349489.77455;
1833;72;15;13425415.84745;
1834;61;17;13516949.02405;
1835;501;121;13336947.18778;
1836;627;151;13261587.82467;
1837;243;63;14546157.79221;
1838;546;136;13337789.10339;
1839;252;64;13227677.90407;
1840;113;27;13295461.88936;
1841;581;145;13270661.23486;
1842;86;24;13361564.83740;
1843;223;50;13303027.95395;
1844;600;148;13268898.24122;
1845;303;73;13438615.01664;
1846;521;131;13642301.78297;
1847;581;146;13395907.35734;
1848;350;84;13205893.33773;
1849;723;177;13276359.06637;
1850;661;163;13372118.11915;
1851;581;146;13473771.04685;
1852;420;104;13374126.98194;
1853;409;99;13178901.74687;
1854;549;130;13322050.21754;
1855;255;67;13291667.68119;
1856;571;150;13313841.07471;
1857;519;127;13448217.88371;
1858;287;71;13230478.39105;
1859;730;181;13309806.11965;
1860;617;156;13386260.25245;
1861;764;180;13637371.36126;
1862;505;130;13519179.07596;
1863;396;102;13425749.72659;
1864;582;150;13357255.60784;
1865;215;57;13235950.84250;
1866;151;42;13240632.13542;
1867;200;55;13214069.88427;
1868;656;161;13279539.99862;
1869;76;19;13227115.85090;
1870;134;35;13252447.82493;
1871;35;8;13319336.80922;
1872;686;174;13304539.95615;
1873;651;172;13220867.14208;
1874;529;136;13255455.99684;
1875;610;155;13272054.02777;
1876;61;13;13231882.82549;
1877;242;65;13282969.59400;
1878;629;157;13135481.16013;
1879;439;106;13378287.66555;
1880;616;152;13626520.98760;
1881;489;123;13267530.12836;
1882;692;171;13226446.22996;
1883;536;138;13229422.27125;
1884;445;111;13318491.16832;
1885;339;83;13246929.73867;
1886;411;102;13302471.02305;
1887;689;172;13247508.55565;
1888;565;142;13252248.98756;
1889;22;4;13278461.06142;
1890;297;71;13472956.13959;
1891;226;58;13138972.68847;
1892;14;3;13407461.81086;
1893;492;121;13370683.88239;
1894;637;165;13228123.07626;
1895;640;156;13241028.87884;
1896;735;181;13215611.22313;
1897;530;121;13291165.23266;
1898;589;141;13262280.26301;
1899;30;8;13239766.93675;
1900;445;116;13281384.01732;
1901;28;7;13286200.35201;
1902;175;41;13232473.74967;
1903;319;79;13253163.08066;
1904;79;19;13245556.03787;
1905;122;31;13201952.91191;
1906;471;117;13234144.07670;
1907;101;24;13357128.01665;
1908;429;105;13273460.32485;
1909;416;103;13231404.59135;
1910;356;87;14484671.87583;
1911;123;32;13320990.83811;
1912;289;72;13199826.23681;
1913;361;89;13224918.86094;
1914;421;108;13271152.97318;
1915;397;101;13408713.97406;
1916;121;36;13219780.28864;
1917;466;110;13227554.03817;
1918;313;74;13241822.83133;
1919;96;27;13248843.14090;
1920;493;126;13227889.77996;
1921;285;74;13320060.91252;
1922;216;56;13285322.11483;
1923;437;113;13409109.78615;
1924;190;48;13282991.01442;
1925;235;59;13335250.31805;
1926;473;117;13209430.96653;
1927;503;122;13383480.25456;
1928;340;84;13309226.83701;
1929;374;96;13310901.82066;
1930;517;132;13352434.61654;
1931;259;70;13201883.99404;
1932;455;111;13298609.75966;
1933;524;129;13549449.85360;
1934;138;35;13609229.12136;
1935;733;182;13435998.00020;
1936;168;43;13306211.68017;
1937;666;168;13376890.21602;
1938;763;185;13262242.07878;
1939;489;127;13387977.14561;
1940;67;18;13173495.88498;
1941;666;169;13352098.87475;
1942;334;86;13238987.88542;
1943;210;53;13288346.11923;
1944;651;164;13521256.85662;
1945;438;105;13314592.65202;
1946;270;65;13317361.00838;
1947;402;104;13286053.20305;
1948;290;75;13313612.90067;
1949;716;185;13295824.17384;
1950;671;173;13416627.88764;
1951;303;77;13181870.80324;
1952;496;127;13320084.66125;
1953;104;25;13719643.00051;
1954;642;163;13292244.63552;
1955;647;166;13248967.93813;
1956;328;83;13236089.14390;
1957;47;11;13275573.03011;
1958;140;37;13265066.31449;
1959;742;185;13340085.27920;
1960;448;105;13357723.59744;
1961;720;183;13301106.63548;
1962;144;36;13327389.95552;
1963;44;10;13280264.56758;
1964;90;23;13178314.08232;
1965;155;36;13390711.04303;
1966;338;92;13428304.81008;
1967;721;183;13296901.24840;
1968;578;143;13297405.09391;
1969;456;116;13255201.28012;
1970;369;87;13343463.65184;
1971;480;121;13361057.73225;
1972;312;74;13375255.74490;
1973;318;79;13499306.98052;
1974;109;26;13283846.89987;
1975;405;98;13361604.41861;
1976;392;102;13324881.90383;
1977;391;99;13342185.87726;
1978;381;91;13279711.82764;
1979;501;128;13467930.72298;
1980;350;90;13399535.79009;
1981;667;168;13459887.82123;
1982;59;14;13518784.66085;
1983;511;129;14692603.14479;
1984;278;69;13433426.15291;
1985;308;75;13306661.97464;
1986;414;104;13335627.96935;
1987;546;136;13412683.73653;
1988;314;79;13508684.00186;
1989;410;107;13289137.74341;
1990;57;17;13426668.94197;
1991;82;22;13400142.08108;
1992;98;23;13281024.06114;
1993;409;99;13361545.27962;
1994;730;180;13276589.10304;
1995;83;22;13406346.08641;
1996;339;87;13409858.10384;
1997;51;15;13336646.83625;
1998;708;173;13262057.21125;
1999;305;77;13247160.70667;
2000;378;96;13371780.98038;
2001;453;111;13578462.88010;
2002;112;28;13506310.06062;
2003;155;38;13190112.07670;
2004;288;76;13353431.59735;
2005;189;48;13288300.95008;
2006;354;86;13244498.98675;
2007;423;111;13359648.64120;
2008;663;162;13470428.99579;
2009;0;0;13366302.94099;
2010;389;92;13424595.81792;
2011;344;85;13312378.89826;
2012;185;45;13267973.90357;
2013;452;112;13210806.06431;
2014;16;5;13401939.06799;
2015;143;34;13259246.01406;
2016;531;135;13459243.34601;
2017;279;75;13419695.19854;
2018;8;2;13341715.09370;
2019;331;82;13227097.22444;
2020;169;44;13245823.32745;
2021;96;22;13336086.18006;
2022;171;45;13323151.04082;
2023;734;183;13469555.41521;
2024;160;37;13328506.14563;
2025;305;72;13317062.05383;
2026;353;88;13653929.81097;
2027;737;185;13441380.11336;
2028;466;117;13330527.11561;
2029;137;37;13368874.78828;
2030;119;32;13404847.12273;
2031;95;25;13566798.99618;
2032;54;14;13170027.17406;
2033;471;121;13307839.63203;
2034;581;145;13333762.99590;
2035;170;45;13315591.96115;
2036;358;86;13297771.10368;
2037;470;114;13379778.24733;
2038;434;99;13603245.83948;
2039;147;34;13370172.12063;
2040;206;51;13250827.32365;
2041;342;85;13198565.69171;
2042;394;98;13324270.95622;
2043;579;149;13307224.02781;
2044;347;90;13265680.05607;
2045;321;81;13338601.21667;
2046;458;117;13246267.10266;
2047;110;27;13262420.89272;
2048;575;141;13312249.91009;
2049;176;42;13291739.85869;
2050;662;163;13298780.65735;
2051;634;157;13218245.93470;
2052;562;137;13336936.01191;
2053;413;105;13303506.65376;
2054;691;171;13237609.06234;
2055;503;120;14603820.16376;
2056;695;178;13323200.86658;
2057;696;174;13182248.92020;
2058;503;125;13242737.85576;
2059;720;182;13246092.94534;
2060;443;114;13369306.92196;
2061;742;188;13260168.95473;
2062;302;78;13240464.96302;
2063;277;69;13259056.02425;
2064;429;106;13237923.84937;
2065;364;91;13231901.91761;
2066;623;154;13276253.82692;
2067;429;108;13266097.28858;
2068;453;107;13486218.17306;
2069;623;155;13307244.98257;
2070;528;132;13303414.91848;
2071;386;98;13156086.20644;
2072;87;21;13274104.33441;
2073;740;188;13260700.73992;
2074;561;145;13293773.86719;
2075;679;169;13398539.27493;
2076;273;70;13235694.26313;
2077;558;139;13270824.21631;
2078;701;174;13292358.72254;
2079;13;4;13252986.12937;
2080;279;65;13368455.69313;
2081;87;21;13200044.16630;
2082;82;20;13402314.85665;
2083;260;69;13257542.15941;
2084;470;123;13263306.58048;
2085;458;113;13240567.87416;
2086;359;90;13239873.10752;
2087;183;42;13277914.84073;
2088;665;168;13261728.92004;
2089;682;163;13284803.83381;
2090;571;143;13339844.99797;
2091;7;2;13306160.92309;
2092;38;9;13231204.82266;
2093;541;129;13256237.84214;
2094;356;88;13249306.00822;
2095;439;106;13331889.64054;
2096;653;162;13304645.19560;
2097;674;167;13250263.87349;
2098;683;173;13578264.04274;
2099;295;67;13260446.02320;
2100;245;67;13280035.92789;
2101;462;109;13279695.99515;
2102;559;144;13248939.99845;
2103;279;74;13291251.84566;
2104;427;107;13489931.82182;
2105;510;128;13180620.03702;
2106;450;109;13249551.41172;
2107;37;9;13278160.70989;
2108;444;111;13263775.03574;
2109;696;168;13254179.61925;
2110;549;135;13216638.00627;
2111;112;30;13341123.70387;
2112;705;174;13282927.68449;
2113;647;163;13289542.86873;
2114;580;143;13200264.88975;
2115;669;167;13345382.17634;
2116;155;37;13260462.78700;
2117;541;131;13289333.78682;
2118;363;88;13298210.68794;
2119;34;10;13294124.04448;
2120;298;74;13258926.10475;
2121;236;59;13229510.74690;
2122;172;43;13259768.02036;
2123;739;187;13203196.22755;
2124;439;108;13242246.58310;
2125;406;100;13392347.84245;
2126;405;102;13311810.79149;
2127;613;152;13356812.76396;
2128;10;3;14622962.10229;
2129;687;166;13519746.25140;
2130;770;186;13208922.93006;
2131;232;63;13226331.21163;
2132;72;21;13320091.18050;
2133;452;116;13369060.12148;
2134;70;21;13280357.69984;
2135;15;4;13300064.01986;
2136;621;154;13274258.00264;
2137;104;22;13297149.91152;
2138;617;159;13327029.99935;
2139;270;67;13173153.15828;
2140;380;91;13260192.23779;
2141;211;53;13378946.11061;
2142;567;142;13625460.21119;
2143;389;92;13365617.02192;
2144;107;29;13332485.22133;
2145;656;165;13329172.04127;
2146;581;152;13518955.09288;
2147;603;148;13634765.98635;
2148;468;113;13648347.92912;
2149;539;134;13629429.97366;
2150;97;21;15342670.02717;
2151;740;185;13951286.20788;
2152;614;156;13586564.92084;
2153;571;143;13600431.38266;
2154;619;161;13424157.16499;
2155;154;39;13724035.11778;
2156;750;184;13507517.98600;
2157;74;21;13357885.64757;
2158;114;28;13386033.00974;
2159;651;162;13674736.02295;
2160;261;65;13701939.02403;
2161;378;98;13496016.15220;
2162;338;88;18527572.04324;
2163;462;116;13379655.31275;
2164;270;72;13362415.13491;
2165;130;30;13239744.11935;
2166;211;51;13338314.83498;
2167;642;169;13261171.05782;
2168;317;80;13294678.18141;
2169;665;165;13392836.78681;
2170;481;121;13477366.41765;
2171;244;59;13269151.09530;
2172;325;80;13276335.78330;
2173;180;44;13278088.99805;
2174;669;173;13260629.95940;
2175;340;84;13274799.10105;
2176;710;174;13401152.10041;
2177;62;17;13135279.06314;
2178;376;100;13319724.23941;
2179;372;92;13278092.72334;
2180;379;93;13301988.13230;
2181;4;1;13271246.10543;
2182;10;4;13277819.84583;
2183;105;25;13356015.08617;
2184;602;160;13247531.37305;
2185;254;61;13245905.28384;
2186;286;75;13301149.94198;
2187;438;115;13319396.87952;
2188;75;17;13239752.96691;
2189;626;158;13258895.83677;
2190;147;37;13288346.58489;
2191;600;150;13268132.22840;
2192;722;185;13234025.79874;
2193;286;73;13279279.22830;
2194;187;47;13273464.05014;
2195;232;54;13172167.81899;
2196;161;43;13280550.01795;
2197;213;51;13276838.23183;
2198;72;17;13287314.67947;
2199;292;71;13471711.42697;
2200;683;167;14568021.05531;
2201;118;32;13304962.77660;
2202;104;28;13221468.77646;
2203;35;8;13271578.12193;
2204;381;94;13243519.70106;
2205;455;117;13385761.99487;
2206;415;106;13144284.95243;
2207;379;96;13290286.99547;
2208;550;139;13254167.04640;
2209;541;134;13229961.04136;
2210;709;180;13264267.70538;
2211;492;122;13242159.97010;
2212;408;104;13338699.00554;
2213;725;173;13401411.00809;
2214;569;137;13269957.62065;
2215;148;42;13238287.06518;
2216;119;30;13205204.15902;
2217;489;123;13305569.99892;
2218;742;182;13253943.06332;
2219;218;58;13262637.89088;
2220;471;121;13259163.12635;
2221;154;36;13256715.14496;
2222;300;76;13306242.87948;
2223;18;5;13289235.99795;
2224;763;183;13262823.68973;
2225;81;21;13266684.02180;
2226;576;142;13315442.94953;
2227;738;179;13346035.03346;
2228;98;23;13293611.81706;
2229;576;144;13297054.91662;
2230;435;107;13196827.84379;
2231;318;80;13261124.02603;
2232;690;175;13262532.18576;
2233;405;100;13306942.76839;
2234;498;123;13338635.20995;
2235;698;169;13307983.05571;
2236;641;162;13257437.85128;
2237;559;145;13246344.86809;
2238;709;179;13220792.17061;
2239;3;2;13239470.31051;
2240;460;115;13331503.14167;
2241;552;143;13308241.96339;
2242;713;179;13331442.60570;
2243;311;79;13551015.87251;
2244;675;174;13532498.85142;
2245;143;36;13462039.17637;
2246;687;175;13292315.88170;
2247;43;13;13215757.90644;
2248;648;164;13284992.89230;
2249;730;186;13437415.00750;
2250;518;131;13162733.05565;
2251;525;125;13285840.86150;
2252;483;113;13269015.12221;
2253;689;171;19150105.77068;
2254;128;33;23348279.76301;
2255;544;137;13651831.07555;
2256;421;103;13465098.10537;
2257;427;107;13396627.73535;
2258;500;130;14039660.80397;
2259;372;89;13490511.10446;
2260;125;31;13347589.41084;
2261;576;143;13251597.99308;
2262;612;157;13410276.73334;
2263;654;167;13366962.78304;
2264;480;116;13267395.08659;
2265;165;42;13366568.36793;
2266;68;18;13282839.20884;
2267;157;46;13528646.90125;
2268;212;55;13450353.87203;
2269;456;112;13345723.04040;
2270;634;163;13545100.11151;
2271;27;6;13437482.99405;
2272;670;176;13465347.23416;
2273;647;156;13294117.05956;
2274;557;143;13178701.04685;
2275;724;176;13509350.82883;
2276;458;114;13506582.00681;
2277;675;173;13340421.95231;
2278;571;145;13313341.88581;
2279;441;114;13503449.96899;
2280;5;2;13509837.91053;
2281;575;145;13504737.98811;
2282;78;18;13516990.00224;
2283;699;179;13383239.04201;
2284;34;9;13497189.15299;
2285;747;187;13339955.82536;
2286;572;147;13292687.01375;
2287;470;113;13502694.20072;
2288;292;69;13192913.96067;
2289;535;142;13172100.76377;
2290;471;118;13261059.29911;
2291;396;102;13406087.17874;
2292;518;129;13229110.27819;
2293;51;13;13150202.11041;
2294;746;185;13245359.06315;
2295;502;121;13207704.76013;
2296;134;31;13304167.89278;
2297;119;32;13296336.40125;
2298;575;144;13259992.00344;
2299;559;143;13231863.73338;
2300;643;166;13349017.12835;
2301;678;170;13303203.04260;
2302;23;6;13202449.77251;
2303;66;17;13231178.27997;
2304;489;120;13195361.01073;
2305;50;16;13239545.74764;
2306;335;83;13254300.22553;
2307;8;2;13206054.92219;
2308;155;39;13208357.15160;
2309;570;149;13190565.16513;
2310;337;84;13129060.15664;
2311;662;164;13145009.98706;
2312;42;12;13187830.80205;
2313;723;185;13841081.87631;
2314;500;126;13595442.28762;
2315;81;20;13301139.69743;
2316;715;179;13284821.99460;
2317;610;157;13226106.76289;
2318;302;75;13189447.11238;
2319;636;154;13178477.06378;
2320;598;154;13235863.29818;
2321;560;137;13185192.36520;
2322;82;19;13169939.62973;
2323;112;27;13168686.06955;
2324;188;49;13129302.76617;
2325;59;14;13187114.14933;
2326;558;138;13331506.86696;
2327;666;165;13182234.01904;
2328;649;166;13242733.19915;
2329;505;125;13169634.15593;
2330;460;114;13130410.10872;
2331;575;143;13244776.98654;
2332;640;165;13186811.00383;
2333;554;134;13146673.79484;
2334;4;1;13184912.96843;
2335;320;79;13307534.15823;
2336;752;188;13129469.93858;
2337;755;188;13130299.74699;
2338;653;160;13128594.96102;
2339;295;70;13143681.92106;
2340;696;173;13311661.31422;
2341;381;97;13509041.16407;
2342;344;87;13254697.90027;
2343;695;177;13296533.84164;
2344;79;21;13139239.04672;
2345;203;53;13179457.28078;
2346;582;145;13199876.99389;
2347;662;172;13151236.80979;
2348;412;101;13142542.91356;
2349;601;145;13235188.08931;
2350;385;97;13224616.64677;
2351;495;122;13131801.03898;
2352;286;74;13146861.92200;
2353;458;108;13145352.24810;
2354;555;142;13146609.99924;
2355;328;79;13143611.14055;
2356;97;25;13259895.14589;
2357;10;2;13239627.70402;
2358;662;169;13167019.93346;
2359;33;8;13205980.88205;
2360;296;77;13182784.89634;
2361;655;162;13187845.70321;
2362;462;116;13200487.94150;
2363;543;138;13203174.34147;
2364;104;26;13213026.80299;
2365;721;185;13172363.86240;
2366;128;36;13189265.03882;
2367;129;31;13173735.23489;
2368;220;53;13171717.99019;
2369;458;121;13187697.15726;
2370;609;156;13286753.09196;
2371;710;182;13174074.23630;
2372;77;18;13251381.92624;
2373;707;174;13185407.96638;
2374;77;19;13172465.37656;
2375;198;53;13170336.37315;
2376;657;160;13213856.14574;
2377;577;151;13130177.74373;
2378;27;5;13235054.91018;
2379;640;158;13254620.13483;
2380;146;35;13184991.19952;
2381;377;92;13171562.45932;
2382;681;176;13186076.19032;
2383;42;10;13152517.84399;
2384;308;79;13190681.11479;
2385;162;43;13300455.17534;
2386;697;175;13222574.25636;
2387;300;75;13144121.03966;
2388;472;123;13271640.05488;
2389;386;102;13150992.33761;
2390;602;149;13159712.31088;
2391;383;90;13135950.08105;
2392;563;133;13146053.06834;
2393;257;63;13130528.85234;
2394;558;141;13224583.11915;
2395;575;149;13127566.31523;
2396;110;24;13132237.82927;
2397;527;131;13142089.82512;
2398;480;129;13144339.90046;
2399;122;34;13144268.18863;
2400;648;161;13139617.16369;
2401;323;86;13221992.64541;
2402;181;47;13143087.73726;
2403;347;82;13132039.92322;
2404;700;171;13206015.80665;
2405;738;187;13186301.10472;
2406;234;54;13190498.10991;
2407;579;147;13196055.31171;
2408;156;37;13658010.86649;
2409;404;101;13184907.84615;
2410;165;41;13199333.10151;
2411;112;30;13183256.14557;
2412;278;69;13192865.99755;
2413;217;55;13175260.27560;
2414;646;159;13324744.06809;
2415;691;168;13199774.08275;
2416;296;74;13223726.76805;
2417;317;79;13377169.61280;
2418;288;70;13187280.39041;
2419;118;29;13211177.19635;
2420;409;100;13187923.00299;
2421;566;142;13190162.83378;
2422;487;122;13131288.34590;
2423;417;106;13208257.03442;
2424;748;182;13194684.87054;
2425;513;127;13175158.29578;
2426;247;59;13174089.13746;
2427;134;33;13203667.94243;
2428;172;38;13185848.94761;
2429;198;55;13132895.80867;
2430;472;121;13199982.23335;
2431;108;26;13293323.10706;
2432;542;138;13185920.65945;
2433;73;18;13176623.73185;
2434;97;26;13134345.87792;
2435;326;84;13194615.02135;
2436;523;125;13174604.15885;
2437;208;56;13168886.76956;
2438;372;97;13247341.38325;
2439;371;94;13171366.88158;
2440;525;125;13173045.59052;
2441;697;174;13142852.11265;
2442;234;61;13168713.07790;
2443;27;5;13218102.04536;
2444;745;183;13389484.95686;
2445;758;185;13339556.28797;
2446;107;27;13304127.84591;
2447;590;151;13260203.41367;
2448;373;95;13291013.42708;
2449;486;121;13297754.80554;
2450;421;106;13317963.10842;
2451;701;186;13298821.16988;
2452;570;146;13428160.45508;
2453;196;48;13194195.92619;
2454;515;134;13142844.66207;
2455;504;124;13210535.04944;
2456;357;89;13182600.02881;
2457;512;126;13184545.09601;
2458;691;172;13239088.93391;
2459;401;99;13273701.07174;
2460;259;68;13232827.18658;
2461;176;48;13247500.17375;
2462;89;20;13226704.20632;
2463;372;92;13185501.09863;
2464;270;68;13288442.04545;
2465;489;118;13166266.95916;
2466;97;23;13197645.07934;
2467;580;147;13379084.87767;
2468;302;78;13282020.57630;
2469;437;104;13351692.81811;
2470;724;178;13292463.03067;
2471;119;28;13271202.79893;
2472;196;55;13271834.70130;
2473;197;53;13364869.16989;
2474;362;91;13536719.13967;
2475;750;182;13273885.00795;
2476;191;49;13287090.23073;
2477;724;179;13373466.20858;
2478;330;82;13270730.61839;
2479;135;36;13289269.05990;
2480;221;55;13271495.69988;
2481;443;105;13296206.01609;
2482;230;61;13405770.06340;
2483;368;88;13352629.72862;
2484;658;165;13342380.98934;
2485;28;8;13327663.76436;
2486;734;187;13344118.83727;
2487;259;59;13273110.14757;
2488;255;70;13327678.19986;
2489;232;55;13344969.13478;
2490;535;129;13376682.99675;
2491;542;136;13183288.74186;
2492;357;83;13246228.91843;
2493;299;77;13182186.98725;
2494;198;47;13147841.20768;
2495;316;83;13169577.34525;
2496;419;103;13240982.77837;
2497;602;146;13169624.84270;
2498;739;175;13182652.18288;
2499;254;59;13173180.16663;
2500;519;128;13131405.22689;
2501;445;116;13169923.33159;
2502;6;2;13319587.80065;
2503;706;166;13185285.03180;
2504;138;34;13343847.35674;
2505;546;132;13187119.27161;
2506;279;74;13182835.65342;
2507;193;48;13144094.96263;
2508;361;92;13187592.84914;
2509;503;126;13213271.27516;
2510;695;173;13162991.03200;
2511;548;137;13223737.94392;
2512;174;46;13141572.00977;
2513;399;108;13206987.17609;
2514;370;92;13132673.68823;
2515;14;3;13143292.16257;
2516;450;108;13156766.07192;
2517;566;138;13211253.09914;
2518;538;133;13221935.36907;
2519;225;57;13129001.94898;
2520;675;175;13198335.18937;
2521;643;159;13134181.03382;
2522;663;172;13144684.02416;
2523;71;16;13144204.85869;
2524;464;115;13132809.19567;
2525;278;74;13150038.66330;
2526;433;110;13224992.90109;
2527;244;57;13181926.21693;
2528;529;127;13135752.17500;
2529;457;115;13131202.19857;
2530;404;95;13206361.79298;
2531;357;94;13131993.35709;
2532;1;1;13318603.85835;
2533;264;69;13222854.11879;
2534;539;137;13196719.34471;
2535;95;26;13128334.65636;
2536;658;156;13134147.97187;
2537;735;187;13136704.91800;
2538;45;10;13145443.05205;
2539;361;86;13134302.10575;
2540;161;40;13224015.01238;
2541;242;60;13131448.99905;
2542;638;161;13142023.23556;
2543;268;67;13142841.86810;
2544;490;125;13130457.14051;
2545;769;188;13388819.06122;
2546;579;142;13146874.02919;
2547;661;163;13141815.08496;
2548;375;102;13224551.91985;
2549;431;109;13139125.89103;
2550;297;72;13243308.29084;
2551;303;77;13227910.73471;
2552;718;173;13258858.11821;
2553;567;146;13191733.04364;
2554;696;175;13187970.96610;
2555;677;172;13222292.99694;
2556;664;170;13142807.87483;
2557;222;61;13128792.86706;
2558;209;46;13155451.04444;
2559;778;185;13130372.85581;
2560;87;22;13132832.01307;
2561;64;16;13290819.24632;
2562;448;108;13186333.70101;
2563;673;162;13347378.00062;
2564;160;42;13144037.68629;
2565;627;161;13233644.88780;
2566;246;66;13248458.03902;
2567;321;82;13147747.14410;
2568;690;175;13161388.69151;
2569;201;54;13166198.97261;
2570;583;146;13213593.97843;
2571;626;157;13130562.84562;
2572;596;143;13183752.07484;
2573;448;114;13206420.00064;
2574;623;160;13148659.84023;
