ID;HW;LENGTH;TIME;
0;712;173;13208472.16994;
1;299;73;13190766.79647;
2;38;11;13164933.30523;
3;319;82;13146184.85048;
4;669;169;13189326.97177;
5;205;54;14359849.97079;
6;154;39;13295495.41697;
7;469;113;13174776.91919;
8;352;90;13260073.95983;
9;621;153;13192352.83881;
10;345;89;13194916.76986;
11;99;24;13172097.96980;
12;330;83;13253957.96448;
13;623;146;13174307.06695;
14;469;114;13174102.17598;
15;57;17;13173812.06900;
16;682;174;13145054.22488;
17;45;10;13191672.04201;
18;304;73;13327819.29523;
19;297;72;13192337.93765;
20;233;57;13256006.87414;
21;318;80;13184279.66908;
22;255;62;13168776.40784;
23;123;29;13173558.28360;
24;267;66;13145155.27338;
25;261;69;13149631.20967;
26;367;90;13174288.90616;
27;403;105;13222362.84614;
28;491;128;13131136.07466;
29;579;153;13133049.01123;
30;688;174;13144095.89395;
31;318;81;13130667.15375;
32;0;0;13129039.20189;
33;351;89;13220500.20099;
34;327;82;13372558.63473;
35;596;146;13138984.79566;
36;580;144;13143086.80594;
37;603;150;13141016.01020;
38;363;93;13136753.34677;
39;324;82;13145554.81076;
40;214;52;13132263.90630;
41;614;152;13158969.11547;
42;128;35;13242978.60265;
43;373;99;13142665.84814;
44;43;12;13143561.78045;
45;679;168;13142666.77946;
46;322;80;13208515.94210;
47;12;3;13141444.88424;
48;661;160;13133622.70594;
49;740;188;13207776.00631;
50;744;187;13130308.12889;
51;112;27;13172021.13569;
52;108;28;13230843.93516;
53;221;55;13194272.76030;
54;327;79;13184562.79114;
55;696;174;13200796.20928;
56;481;118;13209227.00688;
57;260;69;13184932.06054;
58;425;110;13153849.16961;
59;492;127;13171975.96654;
60;441;105;13182138.09282;
61;158;41;13188411.94734;
62;475;114;13169179.20485;
63;566;131;13177418.15001;
64;0;0;13227823.19039;
65;348;88;13170326.12860;
66;290;73;13187093.19457;
67;672;176;13182824.94321;
68;180;46;13200749.17749;
69;131;34;13249984.01105;
70;65;19;13229392.00327;
71;236;59;13274886.17972;
72;91;24;13176606.03672;
73;545;142;13341309.03706;
74;706;176;13222902.08191;
75;41;11;13206799.04893;
76;107;25;13200598.30323;
77;199;52;13286117.92997;
78;673;168;14418094.41894;
79;212;56;13216105.28976;
80;72;20;13133428.99084;
81;4;1;13141645.11859;
82;372;98;13222560.75218;
83;90;21;13155004.94093;
84;470;116;13174209.74374;
85;665;175;13142616.02238;
86;439;107;13225765.89882;
87;60;16;13146867.97559;
88;242;61;13151220.97731;
89;466;115;13154475.94970;
90;498;130;13187091.79759;
91;438;104;13159298.80366;
92;324;79;13166224.58398;
93;305;77;13204291.92856;
94;265;62;13155777.93866;
95;746;182;13152339.96138;
96;48;12;13214485.25414;
97;500;131;13147166.93014;
98;26;8;13152287.80732;
99;164;41;13237149.92031;
100;339;84;13171975.03522;
101;609;153;13277960.94120;
102;420;105;13214614.24232;
103;632;161;13225796.63247;
104;260;65;13229046.01693;
105;167;44;13226639.94506;
106;93;25;13293061.87108;
107;684;175;13372660.61455;
108;190;48;13248536.73577;
109;52;14;13187426.14239;
110;582;150;13172282.37167;
111;634;159;13182617.25828;
112;634;162;13190126.04654;
113;415;103;13147978.11210;
114;634;156;13237101.02588;
115;438;109;13245968.14811;
116;365;93;13170049.99146;
117;218;50;13187540.22941;
118;772;186;13171500.06071;
119;263;68;13165988.02805;
120;766;186;13218328.35674;
121;503;124;13272182.08462;
122;717;181;13251584.95456;
123;435;105;13247136.95794;
124;153;36;13222549.11065;
125;627;156;13229716.10352;
126;529;134;13186218.21702;
127;438;110;13184098.99250;
128;192;50;13173294.25365;
129;536;129;13186985.62682;
130;161;42;13263177.59231;
131;390;93;13132933.06157;
132;361;87;13169732.87612;
133;423;108;13185006.10068;
134;738;181;13167036.69727;
135;430;109;13194012.92130;
136;666;157;13263973.87311;
137;244;63;13543854.00191;
138;310;77;13196536.80548;
139;661;175;13207395.09538;
140;222;56;13173900.07898;
141;43;14;13228431.80969;
142;711;174;13322540.09321;
143;106;26;13196683.95445;
144;21;6;13223924.67409;
145;706;183;13159289.95609;
146;661;165;13308465.94647;
147;16;5;13300438.87720;
148;168;43;13276698.06778;
149;61;17;13264713.80889;
150;518;124;13256111.18227;
151;223;57;13227224.81564;
152;724;179;14576566.87126;
153;20;5;13248930.21956;
154;738;185;13345410.58168;
155;18;4;13322962.91366;
156;164;39;13148205.82047;
157;593;151;13151652.17966;
158;482;116;13134195.93498;
159;423;109;13229825.99959;
160;770;178;13174794.14865;
161;369;91;13130711.85723;
162;86;18;13126920.90869;
163;53;14;13145907.31636;
164;234;61;13128635.93921;
165;595;153;13280881.10313;
166;559;138;13184530.19485;
167;128;29;13198909.34974;
168;80;17;13137722.85357;
169;364;91;13192175.88753;
170;443;113;13128097.16910;
171;236;60;13141246.04687;
172;254;61;13155622.87346;
173;302;75;13188777.02579;
174;392;102;13226777.31514;
175;356;87;13134175.91155;
176;75;20;13131062.03452;
177;250;64;13131817.80279;
178;790;188;13152387.92449;
179;562;142;13209674.04172;
180;577;141;13260758.01626;
181;590;146;13342617.07962;
182;566;141;13157779.35088;
183;49;12;13147437.94501;
184;29;6;13150305.95288;
185;497;121;13157677.83672;
186;506;130;13178792.31647;
187;312;78;13143498.91618;
188;451;115;13187593.78046;
189;362;90;13133302.79663;
190;433;111;13142162.00262;
191;690;185;13129908.12585;
192;177;46;13143782.96956;
193;3;1;13229240.66335;
194;516;136;13314479.03067;
195;25;5;13317043.89304;
196;716;177;13209295.92475;
197;142;35;13145017.90330;
198;51;12;13266082.38742;
199;360;84;13134018.05237;
200;596;141;13166417.83342;
201;118;28;13131215.70274;
202;132;34;13145016.97198;
203;209;59;13210206.75823;
204;548;136;13145346.19451;
205;488;123;13132469.26293;
206;674;175;13143184.12915;
207;169;42;13143204.15258;
208;147;35;13154339.04529;
209;42;10;13143137.09736;
210;79;21;13168155.21568;
211;376;93;13170246.03486;
212;211;54;13136094.90171;
213;743;184;13131715.82296;
214;454;114;13132686.72675;
215;157;39;13248259.20165;
216;279;71;13167693.74534;
217;371;91;13251259.92298;
218;502;125;13253053.18460;
219;616;151;13197806.19815;
220;546;140;13187314.84935;
221;665;174;13183974.19527;
222;568;142;13151193.96895;
223;351;83;13143674.93615;
224;120;30;13325424.86489;
225;262;69;14392996.20688;
226;643;158;13213664.29329;
227;110;28;13175530.82481;
228;54;12;13304902.70630;
229;723;184;13210336.21207;
230;111;27;13192853.89036;
231;110;28;13172045.35007;
232;142;36;13206739.90995;
233;455;114;13173396.23347;
234;312;80;13189432.21122;
235;247;62;13173984.82934;
236;118;34;13144728.72764;
237;98;26;13196056.24303;
238;100;24;13219051.06306;
239;457;114;13173318.93370;
240;222;54;13237058.65070;
241;202;46;13183437.75347;
242;352;87;13177671.00409;
243;779;186;13132631.77872;
244;380;95;13134115.37558;
245;234;61;13135422.95247;
246;240;64;13210557.86684;
247;40;12;13224110.00729;
248;642;160;13131776.82459;
249;319;75;13145404.40217;
250;23;5;13142466.07944;
251;564;136;13142392.97062;
252;741;178;13131156.09810;
253;457;113;13273155.78237;
254;542;143;13383748.00980;
255;470;117;13170022.05178;
256;228;59;13130411.04004;
257;438;112;13149609.78925;
258;665;165;13144375.75638;
259;152;38;13145596.72028;
260;122;30;13131943.99700;
261;494;123;13132863.21238;
262;317;77;13218462.00153;
263;121;29;13128831.05129;
264;31;7;13146426.06303;
265;500;128;13225853.90881;
266;396;98;13221917.20828;
267;170;41;13232540.80489;
268;147;33;13144586.23528;
269;168;40;13287471.14167;
270;32;8;13186826.83632;
271;417;102;13145999.98295;
272;667;169;13186880.85303;
273;733;182;13135002.92599;
274;543;133;13147873.80397;
275;9;2;13145673.08873;
276;147;38;13181756.25056;
277;578;147;13168334.02961;
278;221;56;13131706.04408;
279;511;125;13131770.77100;
280;0;0;13152220.75209;
281;391;104;13152331.11382;
282;585;146;13270796.27663;
283;77;19;13141170.14408;
284;238;58;13212969.06099;
285;29;6;13144880.06756;
286;95;23;13132244.81419;
287;517;129;13141843.02464;
288;59;16;13182166.96382;
289;631;159;13230137.06133;
290;623;158;13153083.15679;
291;240;57;13208753.89501;
292;174;41;13147313.14778;
293;687;172;13140832.07399;
294;612;150;13132276.01349;
295;285;68;13142197.85854;
296;79;20;13128714.17031;
297;456;118;13130676.00131;
298;271;65;13140910.77074;
299;428;107;14409387.94985;
300;540;135;13146640.26722;
301;59;18;13132713.26944;
302;307;73;13259107.71266;
303;722;176;13169885.14736;
304;512;124;13129805.68036;
305;748;186;13168957.08442;
306;532;129;13246634.04375;
307;73;18;13130097.64999;
308;117;34;13185814.02302;
309;473;118;13130851.08995;
310;501;127;13153763.95360;
311;430;107;13142071.19867;
312;96;25;13289546.12836;
313;764;185;13191874.13901;
314;288;68;13143252.11570;
315;712;177;13140707.27676;
316;308;80;13269135.26282;
317;683;170;13145007.19309;
318;234;56;13136856.72358;
319;592;144;13194686.26752;
320;22;4;13164828.99711;
321;388;98;13225597.32944;
322;150;40;13170273.04322;
323;582;147;13149994.89114;
324;244;63;13133652.04260;
325;641;155;13151767.19800;
326;100;25;13153312.26215;
327;424;106;13246154.87829;
328;329;86;13283846.89987;
329;654;159;13244329.95170;
330;227;54;13150622.13689;
331;250;58;13155891.09436;
332;379;92;13156388.88627;
333;472;118;13167258.81770;
334;611;159;13127580.28507;
335;226;60;13281700.20133;
336;409;100;13162035.96070;
337;545;137;13160261.79120;
338;503;127;13149945.99670;
339;133;35;13159827.79488;
340;574;142;13165742.15889;
341;178;42;13309432.19364;
342;533;131;13218488.07856;
343;551;132;13241786.97541;
344;567;147;13144562.95222;
345;60;17;13208888.00547;
346;223;58;13147931.08031;
347;173;40;13160249.21834;
348;495;124;13183672.91242;
349;279;72;13159332.79693;
350;406;98;13235396.23991;
351;304;73;13159656.89719;
352;622;155;13161786.83192;
353;20;6;13145694.04349;
354;574;146;13134130.74240;
355;168;43;13150894.08308;
356;264;66;13143513.81734;
357;425;112;13204253.27867;
358;375;97;13144549.91370;
359;416;110;13143321.96489;
360;286;71;13139996.21198;
361;357;88;13154004.70048;
362;382;90;13281445.01895;
363;621;152;13150695.24571;
364;716;189;13151506.89334;
365;131;33;13222896.95963;
366;659;168;13145138.97523;
367;452;107;13142957.81776;
368;339;83;13131265.06284;
369;445;115;13130666.68808;
370;18;4;13145091.94344;
371;99;24;13132365.88612;
372;80;22;14339807.44332;
373;624;153;13216720.89398;
374;366;89;13131875.07913;
375;333;82;13168045.78528;
376;712;179;13209316.87951;
377;381;94;13171532.65700;
378;316;90;13130000.32678;
379;421;103;13217491.09775;
380;101;26;13171901.92640;
381;69;16;13146996.96377;
382;593;149;13132765.88917;
383;603;153;13155400.75302;
384;199;47;13142280.74625;
385;515;127;13211007.22998;
386;265;66;13145026.28520;
387;452;110;13185754.88403;
388;230;59;13131909.07240;
389;178;46;13162553.31039;
390;522;127;13131435.02921;
391;613;149;13139660.93585;
392;703;175;13147900.81233;
393;573;137;13222807.08700;
394;218;54;13236100.31977;
395;428;104;13182517.14110;
396;347;85;13170331.25088;
397;635;156;13131726.06751;
398;430;108;13184602.83801;
399;238;63;13169065.58350;
400;711;179;13313757.25567;
401;375;93;13380885.12421;
402;711;178;13193835.97001;
403;106;28;13132621.06851;
404;661;168;13152899.68625;
405;705;172;13183325.99476;
406;575;140;13183070.81237;
407;196;47;13181233.77860;
408;264;68;13182960.91631;
409;115;27;13248869.21793;
410;67;21;13132654.59612;
411;126;30;13172361.99975;
412;385;99;13183046.13233;
413;664;164;13182091.06103;
414;211;54;13233765.95974;
415;320;81;13174445.83401;
416;734;186;13191770.76221;
417;571;144;13209818.39672;
418;338;81;13250348.15818;
419;129;32;13178583.23455;
420;252;68;13207535.72509;
421;263;66;13185032.17772;
422;312;77;13185577.93275;
423;188;49;13210602.10466;
424;705;182;13211369.04880;
425;68;15;13149413.74585;
426;503;125;13169782.23622;
427;666;161;13186230.78987;
428;198;50;13181716.20369;
429;383;96;13364099.89744;
430;267;64;13174888.67790;
431;88;23;13253770.76864;
432;580;148;13142521.95880;
433;533;131;13228200.84170;
434;728;177;13173636.04903;
435;275;66;13209098.01871;
436;571;142;13289390.13183;
437;684;173;13273030.98515;
438;216;56;13255023.86317;
439;154;41;13247061.98648;
440;158;39;13231073.04052;
441;207;52;13256058.09689;
442;181;51;13184202.36930;
443;408;101;13231591.78719;
444;714;173;13234172.94770;
445;535;135;13221930.71246;
446;172;46;14407934.15532;
447;140;32;13181271.96282;
448;161;40;13267472.85202;
449;254;72;13255571.01518;
450;586;148;13198656.03000;
451;377;97;13189498.33512;
452;326;84;13189346.99520;
453;357;88;13257590.12252;
454;454;117;13169761.74712;
455;696;175;13143563.17744;
456;669;162;13189340.01029;
457;3;1;13190183.32288;
458;515;128;13178525.02689;
459;565;141;13333030.97636;
460;356;88;13218408.91615;
461;246;64;13173737.09753;
462;614;156;13193361.92682;
463;443;106;13182980.93975;
464;520;124;13169230.89325;
465;58;15;13200337.99857;
466;27;8;13207237.23620;
467;67;18;13192910.23538;
468;603;146;13211508.74719;
469;552;141;13145335.01863;
470;344;84;13174196.23956;
471;532;130;13185308.31486;
472;115;28;13175382.74452;
473;421;104;13186156.74973;
474;561;140;13334027.02585;
475;448;111;13324344.06504;
476;286;74;13147559.01694;
477;709;177;13177484.73957;
478;150;41;13183725.06648;
479;103;26;13182995.84091;
480;558;141;13272115.02939;
481;141;33;13182722.96339;
482;729;189;13193176.12797;
483;588;148;13171039.05603;
484;454;115;13171319.84979;
485;424;102;13183223.08362;
486;555;137;13183827.04630;
487;166;43;13184975.36704;
488;205;49;13357483.78187;
489;758;184;13154722.75019;
490;427;104;13262583.87417;
491;163;39;13149505.94679;
492;420;108;13187355.82754;
493;198;51;13150779.99607;
494;594;148;13131698.12784;
495;385;105;13149200.93864;
496;608;149;13134917.70998;
497;152;39;13220669.70170;
498;389;89;13131122.57048;
499;96;23;13132516.76038;
500;76;21;13132215.94319;
501;574;147;13145174.36549;
502;726;175;13167076.74414;
503;243;59;13132315.12904;
504;519;132;13227051.58964;
505;489;121;13135700.95226;
506;19;5;13145960.86740;
507;127;33;13148607.22050;
508;501;132;13189875.98643;
509;239;61;13219155.83685;
510;488;116;13240312.22612;
511;318;78;13188694.13808;
512;317;76;13185780.96107;
513;251;66;13142102.86364;
514;71;19;13132478.11049;
515;377;94;13135772.19844;
516;51;11;13144404.16172;
517;442;108;13291435.78187;
518;473;123;13129073.19516;
519;32;8;14411971.90434;
520;283;76;13141111.00510;
521;427;110;13153517.15311;
522;111;28;13254508.84178;
523;383;100;13143630.23266;
524;442;109;13173231.85503;
525;180;42;13182134.36753;
526;532;129;13252139.09149;
527;96;24;13135983.14300;
528;80;21;13154591.89937;
529;421;110;13163709.08171;
530;201;51;13151424.93695;
531;376;91;13179050.75848;
532;722;183;13193265.06928;
533;716;186;13161296.02492;
534;597;152;13177093.11843;
535;464;114;13140114.95560;
536;745;183;13259934.26144;
537;241;60;13169605.75059;
538;517;127;13201410.41651;
539;228;61;13234122.19062;
540;533;137;13140970.84105;
541;680;165;13265437.91220;
542;74;19;13178450.05542;
543;22;5;13252831.99549;
544;163;41;13250601.01226;
545;297;67;13185384.21765;
546;599;154;13175460.04429;
547;427;105;13292087.70767;
548;135;35;13390500.09847;
549;299;71;13164284.17340;
550;469;126;13131428.04429;
551;213;47;13148985.80313;
552;637;163;13153887.81950;
553;238;63;13130811.97441;
554;218;54;13131042.01108;
555;514;128;13170470.94926;
556;372;90;13173951.30172;
557;221;52;13132271.82254;
558;391;94;13136717.02519;
559;307;72;13147617.69027;
560;628;155;13132859.02143;
561;642;160;13217794.70891;
562;591;144;13148657.97758;
563;264;66;13280949.08968;
564;770;183;13134277.89137;
565;22;4;13284527.69667;
566;177;41;13146701.73451;
567;11;3;13148727.82677;
568;210;48;13146433.97927;
569;70;20;13153185.13662;
570;385;91;13212810.73615;
571;424;109;13141601.81209;
572;297;76;13144474.01091;
573;162;40;13147632.12577;
574;457;112;13146080.07669;
575;365;96;13139727.99107;
576;221;56;13271347.15393;
577;286;73;13145395.08894;
578;774;189;13210280.79838;
579;302;80;13147515.71044;
580;380;95;13167225.75575;
581;171;43;13165943.79023;
582;110;31;13254708.14481;
583;235;56;13159150.72337;
584;730;174;13149115.25697;
585;46;11;13226797.33858;
586;711;179;13130966.10829;
587;267;66;13145035.13277;
588;110;30;13138466.98031;
589;557;138;13150830.75315;
590;679;173;13149758.33520;
591;602;151;13135872.78128;
592;343;83;13208774.84977;
593;496;122;14331599.69747;
594;445;111;13144003.22735;
595;570;146;13176362.03021;
596;376;90;13265301.00778;
597;297;70;13286977.07504;
598;399;99;13305612.83976;
599;326;83;13306747.65632;
600;531;131;13320869.76618;
601;282;70;13283242.93718;
602;142;34;13342946.76781;
603;134;35;13320174.06821;
604;201;51;13189380.98848;
605;411;100;13326913.11836;
606;86;22;13191284.14616;
607;561;139;13281858.06051;
608;384;98;13321550.09732;
609;146;37;13436870.18380;
610;37;9;13334142.04419;
611;177;43;13336031.69769;
612;530;130;13185194.69351;
613;736;189;13226435.05409;
614;545;137;13312140.01402;
615;93;24;13308810.07016;
616;642;163;13322064.18738;
617;726;176;13338676.65380;
618;564;141;13341224.75237;
619;553;139;13347951.22966;
620;257;63;13367211.91183;
621;686;171;13440188.02047;
622;204;49;13382435.77629;
623;236;58;13291276.06004;
624;523;132;13287459.96580;
625;219;53;13261181.76803;
626;752;186;13318845.07090;
627;601;150;13304616.79026;
628;616;154;13283739.33211;
629;644;157;13370458.03666;
630;97;26;13311244.08171;
631;279;66;13280399.14370;
632;300;71;13210179.28421;
633;201;50;13131049.92732;
634;11;3;13343696.01682;
635;401;104;13220482.97152;
636;166;42;13248922.30332;
637;607;155;13125932.30978;
638;223;57;13173095.88194;
639;403;100;13148265.89078;
640;376;88;13128913.93900;
641;610;155;13152145.78062;
642;181;48;13141559.43692;
643;76;17;13168820.18000;
644;127;31;13133482.07623;
645;644;161;13142107.98591;
646;362;86;13133885.80456;
647;516;129;13144311.02946;
648;724;171;13153449.16657;
649;756;189;13134355.19114;
650;148;34;13141063.97331;
651;519;128;13211587.90961;
652;276;66;13154109.00861;
653;578;141;13143524.06189;
654;662;157;13149931.09554;
655;382;100;13234116.13703;
656;180;45;13205504.97621;
657;24;7;13149565.08577;
658;202;48;13264046.98193;
659;68;18;13175456.78467;
660;750;184;13177657.03425;
661;99;26;13172074.22107;
662;548;132;13198232.27823;
663;730;184;13129772.15275;
664;400;99;13327434.65900;
665;26;7;13227527.02981;
666;619;151;14421356.84192;
667;659;168;13189520.68686;
668;401;94;13252913.95187;
669;68;18;13255390.80426;
670;215;52;13151919.93490;
671;291;74;13188314.62413;
672;411;102;13184955.80927;
673;78;18;13256879.98906;
674;765;189;13173801.35879;
675;640;156;13174757.36141;
676;234;59;13157481.32765;
677;234;54;13172568.75336;
678;368;88;13181071.72847;
679;628;159;13173187.15155;
680;690;165;13225037.13891;
681;40;10;13560466.93400;
682;414;107;13288369.86795;
683;641;160;13173440.93695;
684;171;41;13153507.83989;
685;123;30;13970317.31904;
686;297;73;13509101.23438;
687;119;27;13368274.08522;
688;458;115;13230366.63234;
689;477;117;13201101.21742;
690;630;148;13499055.98909;
691;101;26;13531823.64255;
692;26;5;13552148.82642;
693;449;114;13468032.70280;
694;164;40;13297526.16584;
695;24;7;13494429.17854;
696;651;165;13212576.97418;
697;687;177;13232808.09447;
698;221;57;13269008.13729;
699;650;164;13188675.97729;
700;577;151;13232505.41463;
701;307;77;13297401.83428;
702;443;110;13287821.31895;
703;666;163;13210299.89049;
704;376;92;13194469.73503;
705;568;144;13190818.95053;
706;679;164;13232866.30213;
707;557;140;13240838.42337;
708;353;89;13351432.04778;
709;366;88;13254002.20230;
710;202;50;13249752.11173;
711;316;74;13495087.62360;
712;242;61;13180545.99687;
713;750;187;13178152.03220;
714;721;184;13178652.61808;
715;448;112;13196364.04514;
716;700;173;13220533.72860;
717;557;139;13222091.83127;
718;194;48;13133977.07418;
719;662;165;13181163.92940;
720;733;183;13174302.41033;
721;719;171;13162083.92382;
722;342;87;13279330.91670;
723;717;184;13155330.43817;
724;541;135;13221371.91892;
725;364;87;13137506.78673;
726;292;75;13135913.75947;
727;519;134;13153534.84824;
728;570;146;13214661.27411;
729;594;147;13154780.02653;
730;201;49;13155041.26251;
731;260;65;13217296.91699;
732;617;154;13134342.15263;
733;464;121;13156093.19136;
734;4;1;13160354.92346;
735;19;4;13134623.87770;
736;360;92;13133021.07155;
737;328;79;13148298.95273;
738;567;139;13176153.87961;
739;243;62;14332817.86740;
740;92;21;13133969.15793;
741;667;170;13298199.97773;
742;90;20;13316058.08809;
743;342;84;13199173.37969;
744;153;36;13136950.78716;
745;424;105;13174502.17903;
746;326;83;13259062.07785;
747;338;86;13172153.84915;
748;187;49;13176424.89448;
749;44;11;13175280.76470;
750;111;27;13138545.21140;
751;683;177;13177569.02426;
752;662;165;13322136.83054;
753;569;141;13217701.11099;
754;117;30;13174569.23425;
755;520;128;13310033.82802;
756;30;7;13175664.93526;
757;6;2;13144453.05616;
758;504;124;13173122.89029;
759;699;170;13196684.88577;
760;598;149;13219237.32758;
761;431;109;13223866.00077;
762;542;134;13176823.03488;
763;6;1;13139715.88388;
764;789;189;13170962.68758;
765;111;28;13177026.99453;
766;181;47;13174805.79019;
767;320;81;13200639.28142;
768;29;7;13213600.96335;
769;398;90;13201516.12163;
770;130;32;13146468.90387;
771;299;74;13150053.09880;
772;221;57;13142656.06925;
773;755;179;13133672.99736;
774;499;131;13134113.04727;
775;496;127;13192913.96067;
776;669;169;13136107.94023;
777;649;158;13135547.28404;
778;625;150;13140081.89365;
779;319;80;13192601.96760;
780;596;147;13142440.00241;
781;249;62;13298647.94388;
782;565;140;13186520.89685;
783;547;140;13176109.17613;
784;392;97;13134556.35682;
785;403;104;13444778.97510;
786;678;173;13186753.26183;
787;353;86;13140828.81436;
788;437;102;13134600.12898;
789;420;100;13135403.39470;
790;752;182;13229123.78237;
791;483;121;13137622.27073;
792;187;47;13133165.89221;
793;612;152;13139218.09196;
794;46;12;13144558.76127;
795;715;186;13133504.89363;
796;697;174;13134561.01343;
797;16;3;13214375.35807;
798;673;170;13139164.07526;
799;415;102;13132907.91586;
800;630;153;13138178.27031;
801;148;37;13151391.87500;
802;214;60;13262487.01662;
803;71;18;13135259.03970;
804;682;171;13132834.80704;
805;746;188;13213985.59958;
806;588;154;13138797.13416;
807;83;24;13241147.15680;
808;193;47;13140155.00247;
809;164;40;13135986.86829;
810;629;158;13283500.91353;
811;699;176;13134981.97123;
812;512;131;13290829.02521;
813;301;71;14259056.65383;
814;375;100;13156381.90135;
815;174;45;13194235.97306;
816;0;0;13151162.30398;
817;538;129;13138004.11299;
818;619;157;13136808.29480;
819;268;75;13239162.97406;
820;635;161;13174102.17598;
821;380;100;13134738.89604;
822;427;104;13140870.72387;
823;643;168;13136461.84281;
824;350;86;13166937.04575;
825;447;114;13134714.68166;
826;614;144;13135127.72322;
827;606;153;13178386.25982;
828;80;20;13189112.76758;
829;465;120;13179900.12467;
830;335;84;13135253.91743;
831;445;106;13142976.90988;
832;710;180;13157493.90051;
833;368;92;13136670.92472;
834;55;13;13216498.77355;
835;223;53;13134439.94150;
836;37;9;13136295.13606;
837;183;43;13134959.15383;
838;365;86;13133815.02405;
839;116;33;13132581.02164;
840;269;67;13408578.00096;
841;452;117;13212229.12520;
842;63;18;13181730.17353;
843;726;179;13169726.82253;
844;99;28;13140128.92544;
845;131;34;13139361.04998;
846;286;73;13137135.18903;
847;572;135;13139755.93075;
848;573;140;13137303.75841;
849;22;5;13213163.70741;
850;451;121;13134685.81066;
851;281;68;13133160.30428;
852;542;136;13135381.97428;
853;556;137;13136466.03376;
854;372;91;13133896.04911;
855;486;119;13285019.90065;
856;395;107;13234375.04470;
857;59;16;13136093.97039;
858;413;105;13430826.36595;
859;359;88;13135272.07822;
860;758;183;13133062.98107;
861;412;105;13132460.88102;
862;603;159;13133731.20502;
863;581;150;13170449.99450;
864;687;175;13172295.87585;
865;552;133;13136564.75395;
866;332;84;13131472.74777;
867;549;136;13145049.10260;
868;608;154;13130339.32820;
869;265;65;13275256.84610;
870;356;90;13129460.62535;
871;755;183;13211027.71908;
872;265;63;13145687.98989;
873;305;74;13134710.95636;
874;58;15;13154256.15758;
875;691;174;13174045.83097;
876;514;135;13155767.69412;
877;442;115;13154527.17245;
878;553;135;13214200.73509;
879;685;167;13132476.71351;
880;386;95;13132441.32325;
881;524;131;13134187.08742;
882;425;112;13144434.89537;
883;58;15;13136610.85442;
884;434;116;13132669.96294;
885;396;96;13174083.08387;
886;9;2;14340456.10949;
887;389;91;13132724.91097;
888;227;59;13246757.90966;
889;62;16;13193440.15792;
890;411;99;13149138.07437;
891;504;133;13135476.96918;
892;531;137;13134430.62827;
893;126;35;13211523.18269;
894;356;97;13133654.83657;
895;97;25;13132225.72207;
896;251;65;13135646.93555;
897;430;106;13134166.13266;
898;665;169;13133645.05768;
899;489;117;13280807.06298;
900;432;112;13173544.77942;
901;596;150;13130954.00110;
902;701;174;13213787.22787;
903;571;147;13135673.01258;
904;274;69;13143328.94981;
905;573;146;13134330.97675;
906;127;31;13216590.04316;
907;329;85;13251737.22580;
908;356;90;13196098.15255;
909;429;106;13173101.93554;
910;751;185;13133979.86814;
911;589;156;13173829.76413;
912;231;60;13171818.10737;
913;430;106;13171603.90317;
914;319;83;13191801.96151;
915;75;20;13241481.03595;
916;507;131;13206427.91688;
917;682;166;13178927.82390;
918;581;145;13172665.61091;
919;28;6;13173962.01193;
920;60;15;13173947.57643;
921;594;150;13249713.92751;
922;487;117;13189911.84235;
923;75;17;13130486.01151;
924;408;108;13172954.32091;
925;323;77;13171813.91641;
926;278;72;13175789.73249;
927;201;55;13170902.61728;
928;8;2;13331401.16185;
929;627;150;13199137.98943;
930;524;134;13274927.15791;
931;429;105;13172243.25612;
932;558;140;13515908.27107;
933;322;75;13242834.24765;
934;604;149;13174944.09159;
935;349;86;13173524.29032;
936;769;187;13155995.86815;
937;696;175;13214248.23254;
938;36;7;13172835.11162;
939;479;121;13150028.88441;
940;197;53;13151793.27503;
941;348;91;13162241.78299;
942;630;158;13150490.35475;
943;605;158;13193276.71081;
944;64;17;13212288.72985;
945;689;171;13153368.14150;
946;696;172;13174412.77206;
947;259;68;13152282.21938;
948;465;112;13181478.25077;
949;329;82;13284911.40157;
950;465;118;13134901.87749;
951;564;138;13178625.14406;
952;588;149;13231520.07535;
953;290;72;13154064.77079;
954;253;66;13173411.13463;
955;555;136;13171815.31340;
956;546;135;13149918.98835;
957;147;38;13277994.00315;
958;86;21;13155738.35745;
959;737;181;13249546.28944;
960;102;25;14257031.95855;
961;569;138;13254383.11324;
962;256;67;13197439.72272;
963;106;25;13155038.00288;
964;553;140;13175344.09463;
965;676;168;13175450.73107;
966;697;177;13229625.29957;
967;500;125;13193396.85142;
968;262;64;13173652.34718;
969;620;152;13173790.18292;
970;481;122;13175867.03226;
971;489;123;13189119.28684;
972;377;95;13181561.13848;
973;685;172;13173900.07898;
974;559;138;13197150.08140;
975;12;3;13216095.04521;
976;354;88;13175783.67889;
977;730;187;13242182.78751;
978;355;87;13224051.79963;
979;218;57;13253992.88908;
980;62;18;13217943.25486;
981;101;27;13296945.02056;
982;358;93;13186060.82350;
983;419;103;13175724.07424;
984;236;57;13234036.97461;
985;470;117;13253970.07167;
986;585;140;13217571.19149;
987;472;114;13393219.09472;
988;313;83;13247823.80834;
989;497;123;13134229.92826;
990;16;4;13224268.79779;
991;424;106;13176352.71698;
992;332;80;13186144.64253;
993;631;160;13181535.06145;
994;33;8;13178109.19136;
995;95;29;13175111.26399;
996;190;48;13175147.11991;
997;245;68;13157070.14874;
