ID;HW;TIME;
920;250;1474360.93539;
921;286;1473388.63462;
922;235;1475322.99161;
923;250;1474194.22865;
924;266;1473216.33995;
925;260;1473846.84533;
926;254;1472876.40721;
927;266;1473558.13533;
928;263;1475081.77906;
929;262;1474586.31545;
930;243;1475345.34335;
931;237;1474261.28387;
932;258;1474092.71449;
933;245;1473687.58917;
934;242;1473047.77056;
935;235;1472261.73431;
936;232;1474347.89687;
937;240;1475960.94757;
938;257;1473653.13023;
939;238;1472800.97008;
940;251;1504476.18216;
941;254;1474949.53126;
942;264;1473509.70656;
943;271;1476231.96244;
944;276;1474036.83513;
945;252;1476267.35270;
946;223;1474479.21336;
947;260;1472627.74408;
948;256;1475003.54797;
949;259;1474245.45139;
950;252;1474629.15629;
951;266;1477612.18250;
952;258;1473546.02814;
953;239;1472142.52502;
954;268;1472858.71208;
955;256;1474442.89178;
956;263;1473099.92462;
957;268;1475446.85751;
958;254;1472975.12740;
959;270;1473709.94091;
960;273;1472808.42066;
961;258;1481184.73589;
962;251;1472616.56821;
963;264;1472602.59837;
964;249;1475649.88583;
965;270;1476066.18702;
966;263;1474255.69594;
967;261;1472976.05872;
968;267;1472300.84985;
969;250;1473683.86388;
970;260;1472319.47631;
971;251;1474196.09129;
972;249;1475030.55632;
973;260;1475258.73035;
974;260;1474616.11778;
975;257;1475025.89971;
976;257;1474785.61848;
977;261;1474553.71916;
978;268;1475201.91967;
979;240;1474555.58181;
980;253;1472491.77098;
981;250;1472210.51157;
982;260;1472630.53805;
983;247;1474316.23191;
984;250;1472714.35708;
985;248;1475326.71690;
986;257;1474309.71265;
987;263;1475425.43709;
988;269;1473767.68291;
989;267;1473149.28472;
990;279;1473945.56552;
991;245;1475924.62599;
992;252;1555250.02629;
993;260;1476082.95083;
994;279;1498571.59704;
995;262;1473181.88101;
996;261;1475008.20458;
997;242;1474751.15955;
998;244;1473337.41188;
999;267;1476582.13973;
1000;260;1474585.38413;
1001;244;1473667.10007;
1002;289;1473385.84065;
1003;275;1473395.15388;
1004;245;1473013.31162;
1005;258;1472094.09624;
1006;234;1474165.35765;
1007;269;1476124.86035;
1008;250;1476667.82141;
1009;244;1473238.69169;
1010;248;1471133.90267;
1011;253;1473007.72369;
1012;252;1474085.26391;
1013;254;1477198.67527;
1014;236;1479682.51258;
1015;246;1478542.57375;
1016;272;1474945.80597;
1017;270;1474751.15955;
1018;249;1470519.22977;
1019;243;1473659.64949;
1020;247;1474823.80271;
1021;258;1477289.94489;
1022;268;1478059.21733;
1023;242;1472914.59143;
1024;258;1475131.13916;
1025;232;1473392.35991;
1026;250;1476006.58238;
1027;253;1474861.05561;
1028;257;1476273.87196;
1029;255;1483134.92537;
1030;252;1473368.14553;
1031;260;1474149.52517;
1032;240;1475046.38880;
1033;260;1472962.08888;
1034;245;1476597.97221;
1035;266;1473002.13575;
1036;263;1475230.79067;
1037;264;1474030.31588;
1038;251;1473884.09823;
1039;241;1476675.27199;
1040;251;1472963.02021;
1041;280;1476041.97264;
1042;254;1476467.58705;
1043;265;1474998.89135;
1044;264;1473606.56410;
1045;258;1475496.21761;
1046;248;1474884.33868;
1047;256;1472760.92321;
1048;247;1473779.79010;
1049;255;1477357.93144;
1050;245;1476885.75089;
1051;244;1479653.64158;
1052;251;1474017.27736;
1053;266;1475067.80922;
1054;241;1475672.23758;
1055;256;1472935.08053;
1056;277;1476013.10164;
1057;248;1474213.78642;
1058;261;1471787.69112;
1059;265;1474439.16649;
1060;243;1472306.43779;
1061;265;1474513.67229;
1062;264;1473687.58917;
1063;260;1477488.31660;
1064;264;1475670.37493;
1065;245;1473410.05504;
1066;254;1474131.83004;
1067;257;1473763.02630;
1068;259;1474972.81432;
1069;265;1473563.72327;
1070;259;1477183.77411;
1071;261;1477095.29847;
1072;261;1473271.28798;
1073;242;1474332.99571;
1074;259;1473337.41188;
1075;241;1475034.28161;
1076;236;1473026.35014;
1077;252;1474831.25329;
1078;250;1477085.05392;
1079;239;1473069.19098;
1080;262;1472916.45408;
1081;261;1473361.62627;
1082;272;1475003.54797;
1083;257;1472631.46937;
1084;266;1474917.86629;
1085;271;1476340.92718;
1086;278;1474186.77807;
1087;259;1473288.05178;
1088;245;1482369.37821;
1089;249;1474739.05236;
1090;255;1475161.87280;
1091;238;1476381.90538;
1092;248;1475063.15261;
1093;238;1474495.97716;
1094;267;1473603.77014;
1095;238;1473407.26107;
1096;261;1473977.23049;
1097;257;1472769.30511;
1098;269;1474622.63703;
1099;254;1476349.30909;
1100;259;1475090.16097;
1101;237;1474462.44955;
1102;244;1473932.52701;
1103;274;1474851.74239;
1104;265;1472923.90466;
1105;274;1474357.21010;
1106;261;1476931.38570;
1107;244;1475018.44913;
1108;252;1475407.74196;
1109;266;1472407.95195;
1110;274;1472950.91301;
1111;246;1473478.97291;
1112;261;1474735.32706;
1113;251;1473073.84759;
1114;254;1475621.01483;
1115;251;1473328.09865;
1116;226;1473899.93072;
1117;278;1476397.73786;
1118;267;1474130.89871;
1119;269;1476679.92860;
1120;263;1477779.82056;
1121;260;1477024.51795;
1122;259;1475048.25145;
1123;256;1471659.16860;
1124;264;1474092.71449;
1125;281;1473532.05830;
1126;262;1476837.32212;
1127;272;1474144.86855;
1128;262;1473978.16181;
1129;251;1473896.20543;
1130;262;1473635.43510;
1131;280;1474771.64865;
1132;266;1472780.48098;
1133;271;1475353.72525;
1134;266;1482508.14527;
1135;249;1477095.29847;
1136;259;1476216.12996;
1137;243;1474809.83287;
1138;265;1473135.31488;
1139;250;1474185.84675;
1140;266;1475684.34477;
1141;243;1475851.05151;
1142;280;1474022.86530;
1143;280;1472225.41273;
1144;249;1473319.71675;
1145;248;1474188.64071;
1146;271;1476197.50351;
1147;242;1477030.10589;
1148;248;1475036.14426;
1149;246;1477631.74027;
