ID;HW;TIME
6162;250;1475271.76887 ns;
6163;266;1476635.22512 ns;
6164;277;1473188.40027 ns;
6165;233;1485965.21467 ns;
6166;254;1484526.32129 ns;
6167;254;1488121.22643 ns;
6168;270;1636652.27592 ns;
6169;269;1484493.72500 ns;
6170;248;1505075.95390 ns;
6171;265;1477430.57460 ns;
6172;249;1488856.03994 ns;
6173;245;1478817.31391 ns;
6174;240;1489905.64048 ns;
6175;260;1481151.20828 ns;
6176;259;1492871.90288 ns;
6177;259;1497077.75563 ns;
6178;262;1507438.71927 ns;
6179;259;1500411.89045 ns;
6180;258;1479890.19752 ns;
6181;247;1508544.19917 ns;
6182;251;1474729.73913 ns;
6183;255;1475268.97490 ns;
6184;272;1474514.60361 ns;
6185;233;1475094.81758 ns;
6186;244;1497948.54224 ns;
6187;236;1498305.23878 ns;
6188;259;1563041.47094 ns;
6189;260;1512238.75582 ns;
6190;266;1523842.10378 ns;
6191;256;1512165.18134 ns;
6192;265;1478745.60207 ns;
6193;248;1499356.70197 ns;
6194;253;1489028.33462 ns;
6195;250;1475439.40693 ns;
6196;262;1473739.74323 ns;
6197;249;1511193.81189 ns;
6198;251;1474269.66578 ns;
6199;261;1488720.99817 ns;
6200;246;1498301.51349 ns;
6201;264;1481781.71366 ns;
6202;268;1474804.24494 ns;
6203;255;1474167.22029 ns;
6204;263;1477983.78021 ns;
6205;250;1474669.20316 ns;
6206;249;1518324.94885 ns;
6207;260;1547750.08559 ns;
6208;266;1551863.73740 ns;
6209;261;1552249.30495 ns;
6210;266;1555173.65783 ns;
6211;235;1527400.68734 ns;
6212;260;1541285.77560 ns;
6213;267;1495933.16019 ns;
6214;258;1475041.73219 ns;
6215;250;1474511.80965 ns;
6216;269;1473680.13859 ns;
6217;230;1509996.13106 ns;
6218;274;1497753.89582 ns;
6219;240;1520738.93696 ns;
6220;257;1484191.04517 ns;
6221;233;1484124.92126 ns;
6222;250;1473580.48707 ns;
6223;247;1475739.29280 ns;
6224;267;1478901.13294 ns;
6225;248;1480541.19200 ns;
6226;246;1495362.25945 ns;
6227;258;1475117.16932 ns;
6228;261;1512425.95166 ns;
6229;250;1519173.38371 ns;
6230;263;1554733.14226 ns;
6231;264;1522605.30740 ns;
6232;269;1519096.08394 ns;
6233;256;1558809.54117 ns;
6234;271;1519503.07190 ns;
6235;256;1526157.37170 ns;
6236;259;1539907.41819 ns;
6237;263;1518544.74097 ns;
6238;244;1518115.40127 ns;
6239;257;1519964.07658 ns;
6240;249;1518811.09923 ns;
6241;253;1524509.86207 ns;
6242;249;1529895.70051 ns;
6243;271;1560006.29067 ns;
6244;259;1519568.26448 ns;
6245;264;1518706.79110 ns;
6246;246;1524849.79481 ns;
6247;238;1525653.52619 ns;
6248;247;1519263.72200 ns;
6249;248;1518985.25655 ns;
6250;255;1561636.10518 ns;
6251;252;1518690.02730 ns;
6252;246;1525571.56980 ns;
6253;264;1528482.88417 ns;
6254;250;1614389.00977 ns;
6255;254;1477344.89292 ns;
6256;261;1474463.38087 ns;
6257;265;1474794.00039 ns;
6258;256;1497186.72037 ns;
6259;237;1479933.03835 ns;
6260;270;1475258.73035 ns;
6261;246;1484183.59458 ns;
6262;233;1567766.07037 ns;
6263;251;1478086.22569 ns;
6264;251;1478109.50875 ns;
6265;255;1483570.78433 ns;
6266;268;1497816.29443 ns;
6267;264;1474587.24678 ns;
6268;267;1475020.31177 ns;
6269;246;1474039.62910 ns;
6270;254;1474809.83287 ns;
6271;258;1479234.54642 ns;
6272;260;1488579.43714 ns;
6273;267;1493025.57111 ns;
6274;246;1473810.52375 ns;
6275;272;1494769.93829 ns;
6276;239;1474942.08068 ns;
6277;288;1473157.66662 ns;
6278;260;1479722.55945 ns;
6279;272;1479390.07729 ns;
6280;261;1474248.24536 ns;
6281;246;1493266.78365 ns;
6282;241;1474658.95861 ns;
6283;256;1485673.71070 ns;
6284;247;1479090.19142 ns;
6285;284;1479832.45552 ns;
6286;265;1568802.63239 ns;
6287;243;1477190.29337 ns;
6288;240;1476470.38102 ns;
6289;240;1485207.11809 ns;
6290;245;1475914.38144 ns;
6291;252;1481839.45566 ns;
6292;266;1490104.94351 ns;
6293;257;1490565.01687 ns;
6294;244;1475434.75032 ns;
6295;265;1475282.01342 ns;
6296;264;1473023.55617 ns;
6297;251;1499298.95997 ns;
6298;250;1489446.49845 ns;
6299;240;1508892.51381 ns;
6300;262;1493511.72149 ns;
6301;268;1487661.15308 ns;
6302;247;1475278.28813 ns;
6303;267;1485533.08100 ns;
6304;251;1491825.09631 ns;
6305;253;1478299.49856 ns;
6306;252;1480259.00126 ns;
6307;251;1551583.40931 ns;
6308;258;1514904.20103 ns;
6309;255;1475239.17258 ns;
6310;268;1474522.98552 ns;
6311;254;1491182.48373 ns;
6312;256;1479555.85271 ns;
6313;259;1473928.80172 ns;
6314;259;1487416.21524 ns;
6315;246;1475067.80922 ns;
6316;247;1475249.41713 ns;
6317;267;1475609.83896 ns;
6318;250;1503415.40575 ns;
6319;240;1508059.91143 ns;
6320;259;1473280.60120 ns;
6321;264;1513835.97404 ns;
6322;258;1473434.26943 ns;
6323;256;1493849.79159 ns;
6324;235;1479985.19242 ns;
6325;249;1482159.83063 ns;
6326;248;1480369.82864 ns;
6327;279;1473909.24394 ns;
6328;270;1490268.85629 ns;
6329;254;1540397.29387 ns;
6330;252;1484046.69017 ns;
6331;248;1479392.87126 ns;
6332;261;1481675.54289 ns;
6333;243;1476848.49799 ns;
6334;266;1494339.66726 ns;
6335;274;1492712.64672 ns;
6336;261;1474638.46952 ns;
6337;282;1474974.67697 ns;
6338;286;1501351.59492 ns;
6339;265;1483371.48130 ns;
6340;257;1475598.66309 ns;
6341;225;1608000.13691 ns;
6342;255;1494330.35403 ns;
6343;283;1474741.84632 ns;
6344;254;1479052.00720 ns;
6345;262;1504342.07171 ns;
6346;257;1530199.31167 ns;
6347;274;1474462.44955 ns;
6348;258;1486562.19244 ns;
6349;259;1513176.59765 ns;
6350;274;1474617.04910 ns;
6351;263;1480655.74467 ns;
6352;243;1489161.51375 ns;
6353;261;1495824.19544 ns;
6354;260;1475410.53593 ns;
6355;268;1484090.46233 ns;
6356;251;1490725.20435 ns;
6357;277;1485472.54503 ns;
6358;235;1479709.52094 ns;
6359;266;1483157.27711 ns;
6360;259;1493154.09362 ns;
6361;247;1475032.41897 ns;
6362;251;1474706.45607 ns;
6363;268;1476018.68957 ns;
6364;252;1480469.48016 ns;
6365;267;1490243.71058 ns;
6366;256;1479815.69171 ns;
6367;256;1477064.56482 ns;
6368;246;1492464.91492 ns;
6369;251;1474250.10800 ns;
6370;256;1472949.05037 ns;
6371;255;1499121.07736 ns;
6372;253;1478968.18817 ns;
6373;248;1478410.32594 ns;
6374;245;1473072.91627 ns;
6375;260;1474654.30200 ns;
6376;250;1474391.66903 ns;
6377;250;2256065.60707 ns;
6378;253;1559475.43681 ns;
6379;249;1589358.78426 ns;
6380;255;1557633.28075 ns;
6381;265;1578417.60665 ns;
6382;253;1476137.89886 ns;
6383;276;1475067.80922 ns;
6384;259;1485466.95709 ns;
6385;270;1557671.46498 ns;
6386;255;1481081.35909 ns;
6387;260;1479962.84068 ns;
6388;259;1534631.47581 ns;
6389;259;1483392.90172 ns;
6390;250;1483665.77923 ns;
6391;254;1475419.84916 ns;
6392;255;1558895.22284 ns;
6393;269;1500960.43944 ns;
6394;254;2615190.11110 ns;
6395;266;2689638.17507 ns;
6396;257;2647322.60257 ns;
6397;255;2365398.22072 ns;
6398;245;1491299.83038 ns;
6399;266;1543285.32517 ns;
6400;234;1494257.71087 ns;
6401;249;1486031.33857 ns;
6402;258;1480985.43286 ns;
6403;266;1479562.37197 ns;
6404;256;1514468.34207 ns;
6405;247;1484588.71990 ns;
6406;248;1534014.94026 ns;
6407;260;1546657.64421 ns;
6408;250;1479974.94787 ns;
6409;271;1479148.86475 ns;
6410;260;1603182.40523 ns;
6411;247;1475437.54429 ns;
6412;263;1534420.06558 ns;
6413;253;1534321.34539 ns;
6414;272;1543521.88110 ns;
6415;256;1481008.71593 ns;
6416;248;1480211.50380 ns;
6417;263;1482525.84040 ns;
6418;268;1476074.56893 ns;
6419;242;1475721.59767 ns;
6420;261;1534361.39226 ns;
6421;258;1544207.33452 ns;
6422;260;1478433.60901 ns;
6423;265;1484004.78065 ns;
6424;250;1483993.60478 ns;
6425;258;1475727.18561 ns;
6426;258;1495799.04974 ns;
6427;245;1488851.38333 ns;
6428;266;1576486.97495 ns;
6429;260;1473674.55065 ns;
6430;275;1476434.05944 ns;
6431;255;1483893.95326 ns;
6432;257;1503511.33198 ns;
6433;259;1481186.59854 ns;
6434;236;1490168.27345 ns;
6435;251;1543955.87742 ns;
6436;261;1504247.07681 ns;
6437;273;1476797.27525 ns;
6438;259;1473037.52601 ns;
6439;245;1479071.56497 ns;
6440;259;1479750.49913 ns;
6441;262;1500287.09322 ns;
6442;252;1538238.48814 ns;
6443;219;1495087.51929 ns;
6444;258;1474627.29365 ns;
6445;242;1473522.74507 ns;
6446;257;1481114.88670 ns;
6447;245;1481245.27186 ns;
6448;241;1494254.91691 ns;
6449;254;1529372.29723 ns;
6450;267;1473665.23743 ns;
6451;253;1475679.68816 ns;
6452;251;1487297.93727 ns;
6453;260;1481015.23519 ns;
6454;258;1476812.17641 ns;
6455;235;1493754.79668 ns;
6456;257;1502638.68272 ns;
6457;247;1475010.06722 ns;
6458;282;1474129.03607 ns;
6459;259;1479544.67684 ns;
6460;245;1477832.90595 ns;
6461;257;1473610.28939 ns;
6462;254;1494892.87287 ns;
6463;253;1485378.48145 ns;
6464;270;1473905.51865 ns;
6465;257;1479279.24991 ns;
6466;265;1479993.57432 ns;
6467;252;1478731.63223 ns;
6468;249;1474899.23984 ns;
6469;261;1514726.31842 ns;
6470;273;1475485.04174 ns;
6471;256;1475379.80229 ns;
6472;264;1479092.05407 ns;
6473;242;1478271.55888 ns;
6474;247;1480172.38826 ns;
6475;253;1483561.47110 ns;
6476;260;1534752.54774 ns;
6477;251;1534685.49252 ns;
6478;246;1480640.84351 ns;
6479;272;1479869.70842 ns;
6480;254;1478881.57517 ns;
6481;257;1474524.84816 ns;
6482;274;1473672.68801 ns;
6483;240;1495079.13738 ns;
6484;243;1486890.01799 ns;
6485;252;1480907.20177 ns;
6486;235;1478926.27865 ns;
6487;271;1477329.06044 ns;
6488;261;1484978.01274 ns;
6489;251;1475105.06213 ns;
6490;248;1475206.57629 ns;
6491;238;1493651.41988 ns;
6492;251;1480097.88245 ns;
6493;260;1480120.23419 ns;
6494;243;1478085.29437 ns;
6495;251;1474089.92052 ns;
6496;248;1671640.20240 ns;
6497;247;1477314.15927 ns;
6498;257;1478464.34265 ns;
6499;252;1478949.56172 ns;
6500;251;1479517.66849 ns;
6501;247;1476175.15177 ns;
6502;258;1486277.20773 ns;
6503;253;1475011.92987 ns;
6504;264;1473551.61607 ns;
6505;242;1479417.08565 ns;
6506;246;1478835.94036 ns;
6507;246;1479023.13620 ns;
6508;261;1475509.25612 ns;
6509;251;1474206.33584 ns;
6510;252;1473423.09356 ns;
6511;249;1564309.93229 ns;
6512;249;1481536.77583 ns;
6513;239;1479859.46387 ns;
6514;256;1475086.43568 ns;
6515;246;1474400.05094 ns;
6516;245;1473655.92420 ns;
6517;242;1473609.35807 ns;
6518;278;1474679.44771 ns;
6519;253;1498830.50472 ns;
6520;254;1479508.35526 ns;
6521;255;1476397.73786 ns;
6522;251;1473199.57614 ns;
6523;255;1484639.01132 ns;
6524;265;1472976.05872 ns;
6525;253;1479566.09726 ns;
6526;244;1480390.31774 ns;
6527;252;1480428.50196 ns;
6528;288;1495924.77828 ns;
6529;271;1476131.37960 ns;
6530;260;1514350.06410 ns;
6531;267;1474071.29407 ns;
6532;242;1478685.06610 ns;
6533;243;1476707.86828 ns;
6534;247;1490637.66003 ns;
6535;278;1473824.49359 ns;
6536;253;1476316.71280 ns;
6537;245;1474701.79945 ns;
6538;238;1475258.73035 ns;
6539;262;1479974.01655 ns;
6540;246;1480381.00451 ns;
6541;289;1499739.47555 ns;
6542;260;1475091.09229 ns;
6543;245;1476054.07983 ns;
6544;261;1473364.42024 ns;
6545;246;1491996.45966 ns;
6546;236;1481913.96147 ns;
6547;248;1479689.03184 ns;
6548;254;1474006.10149 ns;
6549;249;1474827.52800 ns;
6550;266;1476404.25712 ns;
6551;261;1474725.08252 ns;
6552;269;1484307.46049 ns;
6553;234;1480038.27780 ns;
6554;258;1487929.37398 ns;
6555;261;1495274.71513 ns;
6556;259;1496826.29853 ns;
6557;243;1485180.10974 ns;
6558;252;1472891.30837 ns;
6559;257;1474360.00407 ns;
6560;254;1523182.72740 ns;
6561;243;1481316.05238 ns;
6562;280;1504313.20071 ns;
6563;267;1475396.56609 ns;
6564;247;1475648.02319 ns;
6565;261;1484783.36632 ns;
6566;248;1479394.73391 ns;
6567;259;1479843.63139 ns;
6568;281;1479538.15758 ns;
6569;259;1475843.60093 ns;
6570;243;1476075.50025 ns;
6571;260;1474678.51639 ns;
6572;256;1474820.07742 ns;
6573;272;1478202.64101 ns;
6574;262;1480734.90709 ns;
6575;272;1483701.16949 ns;
6576;268;1474681.31036 ns;
6577;266;1495763.65948 ns;
6578;243;1492379.23324 ns;
6579;249;1475377.93964 ns;
6580;251;1489823.68410 ns;
6581;262;1479941.42026 ns;
6582;263;1473939.04626 ns;
6583;266;1476509.49657 ns;
6584;248;1483508.38572 ns;
6585;266;1512571.23798 ns;
6586;259;1547297.46282 ns;
6587;266;1489385.96249 ns;
6588;257;1478641.29394 ns;
6589;253;1503284.08927 ns;
6590;259;1475152.55958 ns;
6591;252;1485155.89535 ns;
6592;276;1495397.64971 ns;
6593;255;1478987.74594 ns;
6594;245;1477109.26831 ns;
6595;243;1480132.34138 ns;
6596;231;1477352.34350 ns;
6597;253;1476276.66593 ns;
6598;262;1626499.92853 ns;
6599;261;1473766.75159 ns;
6600;266;1479482.27823 ns;
6601;271;1518080.01101 ns;
6602;225;1473907.38130 ns;
6603;253;1476309.26222 ns;
6604;265;1483724.45256 ns;
6605;262;1484090.46233 ns;
6606;242;1480287.87225 ns;
6607;258;1751362.34611 ns;
6608;274;1514371.48452 ns;
6609;256;1477446.40708 ns;
6610;240;1475803.55406 ns;
6611;262;1474607.73587 ns;
6612;249;1499411.65000 ns;
6613;242;1478885.30046 ns;
6614;242;2292659.13367 ns;
6615;248;1514981.50080 ns;
6616;257;1474310.64397 ns;
6617;255;1494133.84497 ns;
6618;272;1478591.93385 ns;
6619;253;1479181.46104 ns;
6620;248;1475050.11410 ns;
6621;238;1474319.02587 ns;
6622;249;1523620.44901 ns;
6623;237;1474200.74791 ns;
6624;245;1478650.60717 ns;
6625;244;1479319.29678 ns;
6626;253;1488910.05665 ns;
6627;243;1540543.51151 ns;
6628;263;1474516.46626 ns;
6629;265;1513183.11691 ns;
6630;244;1476074.56893 ns;
6631;246;1479470.17103 ns;
6632;259;1510316.50603 ns;
6633;265;1475012.86119 ns;
6634;261;1475625.67145 ns;
6635;270;1473884.09823 ns;
6636;264;1513076.94614 ns;
6637;259;1583396.45714 ns;
6638;277;1481151.20828 ns;
6639;254;1508018.93324 ns;
6640;262;1474133.69268 ns;
6641;261;1474083.40126 ns;
6642;261;1475641.50393 ns;
6643;248;1495217.90445 ns;
6644;249;1478421.50182 ns;
6645;257;1479438.50607 ns;
6646;249;1482447.60931 ns;
6647;271;1473226.58449 ns;
6648;247;1719919.96467 ns;
6649;265;1475169.32338 ns;
6650;282;1512004.99386 ns;
6651;253;1529655.41929 ns;
6652;280;1478961.66891 ns;
6653;260;1475008.20458 ns;
6654;276;1474520.19155 ns;
6655;266;1473288.98311 ns;
6656;248;1474051.73630 ns;
6657;255;1517673.95437 ns;
6658;236;1481226.64541 ns;
6659;261;1522572.71111 ns;
6660;264;1483981.49759 ns;
6661;244;1482980.32582 ns;
6662;262;1476360.48496 ns;
6663;226;1473890.61749 ns;
6664;253;1517484.89588 ns;
6665;242;1479982.39845 ns;
6666;262;1498084.51533 ns;
6667;256;1473436.13207 ns;
6668;244;1475086.43568 ns;
6669;259;1485344.95384 ns;
6670;241;1474892.72058 ns;
6671;257;1519519.83571 ns;
6672;266;1477530.22611 ns;
6673;268;1476214.26731 ns;
6674;231;1475593.07516 ns;
6675;239;1476375.38612 ns;
6676;253;1474355.34745 ns;
6677;250;1474970.02035 ns;
6678;256;1519192.01016 ns;
6679;274;1479893.92281 ns;
6680;255;1474391.66903 ns;
6681;266;1474251.03933 ns;
6682;266;1473380.25272 ns;
6683;269;1475310.88442 ns;
6684;246;1479652.71026 ns;
6685;254;1622296.86975 ns;
6686;253;1499198.37713 ns;
6687;248;1472371.63037 ns;
6688;251;1504316.92600 ns;
6689;254;1482734.45666 ns;
6690;253;1472383.73756 ns;
6691;262;1477980.98624 ns;
6692;245;1500195.82361 ns;
6693;268;1513911.41117 ns;
6694;243;1508099.02698 ns;
6695;239;1496738.75421 ns;
6696;276;1475910.65615 ns;
6697;254;1487833.44775 ns;
6698;239;1480106.26435 ns;
6699;280;1481047.83148 ns;
6700;251;1474774.44261 ns;
6701;255;1482866.70446 ns;
6702;249;1474535.09271 ns;
6703;249;1475545.57770 ns;
6704;243;1497726.88746 ns;
6705;263;1487703.99392 ns;
6706;228;1481996.84918 ns;
6707;231;1473759.30101 ns;
6708;246;1501902.93789 ns;
6709;262;1474709.25003 ns;
6710;249;1503736.71204 ns;
6711;269;1479623.83926 ns;
6712;270;1482115.12715 ns;
6713;265;1551299.35592 ns;
6714;254;1476701.34902 ns;
6715;264;1534800.04519 ns;
6716;264;1474612.39249 ns;
6717;254;1481050.62544 ns;
6718;241;1478961.66891 ns;
6719;231;1479772.85087 ns;
6720;240;1472834.49769 ns;
6721;271;1475147.90297 ns;
6722;267;1474844.29181 ns;
6723;271;1475226.13406 ns;
6724;252;1480173.31958 ns;
6725;246;1489517.27897 ns;
6726;257;1478408.46330 ns;
6727;243;1475476.65983 ns;
6728;223;1496833.74912 ns;
6729;227;1476434.99076 ns;
6730;254;1502688.97414 ns;
6731;260;1491026.95286 ns;
6732;232;1478580.75798 ns;
6733;254;1474828.45932 ns;
6734;256;1476538.36757 ns;
6735;282;1493569.46349 ns;
6736;272;1474835.90990 ns;
6737;263;1474683.17300 ns;
6738;253;1548227.85407 ns;
6739;254;1490113.32542 ns;
6740;265;1476561.65063 ns;
6741;256;1494809.05384 ns;
6742;246;1474956.05052 ns;
6743;255;1474537.88668 ns;
6744;264;1479448.75062 ns;
6745;270;1477146.52121 ns;
6746;261;1490800.64148 ns;
6747;259;1474303.19339 ns;
6748;251;1475611.70161 ns;
6749;256;1472570.93340 ns;
6750;253;1473164.18588 ns;
6751;255;1488130.53966 ns;
6752;269;1479112.54317 ns;
6753;263;1490854.65819 ns;
6754;258;1485929.82441 ns;
6755;233;1494103.11133 ns;
6756;259;1475123.68858 ns;
6757;264;1475682.48212 ns;
6758;255;1482342.36985 ns;
6759;269;1487405.97069 ns;
6760;245;1539381.22094 ns;
6761;254;1476087.60744 ns;
6762;249;1513446.68120 ns;
6763;268;1473497.59936 ns;
6764;249;1473413.78033 ns;
6765;253;1477497.62982 ns;
6766;256;1478772.61043 ns;
6767;258;1474338.58365 ns;
6768;256;1472456.38072 ns;
6769;248;1476762.81631 ns;
6770;248;1475829.63109 ns;
6771;246;1472488.97702 ns;
6772;256;1611300.74412 ns;
6773;254;1489544.28732 ns;
6774;252;1482069.49234 ns;
6775;239;1474314.36926 ns;
6776;246;1474583.52149 ns;
6777;263;1474097.37110 ns;
6778;250;1520149.40977 ns;
6779;246;1481653.19115 ns;
6780;261;1479244.79097 ns;
6781;264;1475714.14709 ns;
6782;253;1494387.16471 ns;
6783;266;1475214.95819 ns;
6784;259;1474726.94516 ns;
6785;266;1477900.89250 ns;
6786;278;1478892.75104 ns;
6787;264;1479551.19610 ns;
6788;257;1474347.89687 ns;
6789;263;1514528.87803 ns;
6790;277;1474832.18461 ns;
6791;259;1471337.86231 ns;
6792;262;1490199.93842 ns;
6793;251;1479198.22484 ns;
6794;255;1485147.51345 ns;
6795;240;1477559.09711 ns;
6796;230;1473790.03465 ns;
6797;237;1475507.39348 ns;
6798;274;1474035.90381 ns;
6799;277;1477644.77879 ns;
6800;270;1479138.62020 ns;
6801;274;1473321.57940 ns;
6802;257;1505785.62170 ns;
6803;258;1474890.85793 ns;
6804;248;1473515.29449 ns;
6805;256;1473848.70797 ns;
6806;253;1479408.70374 ns;
6807;259;1478695.31065 ns;
6808;251;1484285.10875 ns;
6809;265;1474186.77807 ns;
6810;263;1476663.16479 ns;
6811;282;1473878.51030 ns;
6812;275;1479081.80952 ns;
6813;256;1496748.99876 ns;
6814;253;1479924.65645 ns;
6815;247;1493404.61940 ns;
6816;230;1493638.38136 ns;
6817;251;1474724.15119 ns;
6818;251;1475168.39206 ns;
6819;253;1480244.10009 ns;
6820;257;1506892.03292 ns;
6821;264;1476700.41770 ns;
6822;244;1474943.01200 ns;
6823;255;1474164.42633 ns;
6824;278;1494316.38420 ns;
6825;245;1475201.91967 ns;
6826;273;1479959.11539 ns;
6827;256;1479101.36729 ns;
6828;260;1474915.07232 ns;
6829;245;1472911.79746 ns;
6830;248;1474929.04216 ns;
6831;268;1473156.73530 ns;
6832;256;1492666.08059 ns;
6833;245;1481294.63196 ns;
6834;277;1479509.28658 ns;
6835;228;1603629.44007 ns;
6836;257;1475349.99996 ns;
6837;260;1475765.36983 ns;
6838;244;1475503.66819 ns;
6839;241;1520788.29706 ns;
6840;260;1478374.00436 ns;
6841;245;1490006.22332 ns;
6842;227;1489759.42284 ns;
6843;246;1496330.83493 ns;
6844;261;1475297.84590 ns;
6845;252;1474504.35907 ns;
6846;258;1480752.60222 ns;
6847;255;1548171.97472 ns;
6848;266;1473710.87223 ns;
6849;245;1541329.54776 ns;
6850;269;1514173.11281 ns;
6851;252;1513916.99910 ns;
6852;241;1479952.59613 ns;
6853;277;1479716.04019 ns;
6854;265;1473898.06807 ns;
6855;255;1474790.27510 ns;
6856;258;1474469.90013 ns;
6857;262;1475028.69368 ns;
6858;255;1483086.49659 ns;
6859;260;1612388.52888 ns;
6860;256;1485161.48329 ns;
6861;253;1476397.73786 ns;
6862;235;1538557.93178 ns;
6863;262;1496493.81638 ns;
6864;255;1489904.70916 ns;
6865;255;1481371.00041 ns;
6866;258;1481680.19950 ns;
6867;255;1475456.17074 ns;
6868;272;1474586.31545 ns;
6869;240;1538400.53827 ns;
6870;246;1474820.07742 ns;
6871;267;1477666.19921 ns;
6872;266;1480882.05606 ns;
6873;261;1475601.45706 ns;
6874;290;1473974.43652 ns;
6875;262;1473771.40820 ns;
6876;260;1538573.76426 ns;
6877;260;1475681.55080 ns;
6878;255;1500413.75309 ns;
6879;261;1478706.48652 ns;
6880;255;1482523.04643 ns;
6881;252;1474646.85142 ns;
6882;256;1474495.97716 ns;
6883;231;1504921.35435 ns;
6884;256;1506188.88438 ns;
6885;259;1479842.70006 ns;
6886;255;1488318.66682 ns;
6887;257;1474516.46626 ns;
6888;258;1474365.59200 ns;
6889;255;1504329.96452 ns;
6890;256;1484557.05494 ns;
6891;250;1482253.89421 ns;
6892;269;1490643.24796 ns;
6893;237;1475328.57955 ns;
6894;256;1592512.24250 ns;
6895;270;1484682.78348 ns;
6896;258;1472409.81460 ns;
6897;232;1543262.97343 ns;
6898;240;1515025.27297 ns;
6899;257;1475166.52942 ns;
6900;254;1474726.94516 ns;
6901;274;1490950.58441 ns;
6902;245;1484644.59926 ns;
6903;260;1480100.67642 ns;
6904;261;1563536.93455 ns;
6905;254;2716590.65038 ns;
6906;255;2730374.22448 ns;
6907;252;1518013.88711 ns;
6908;278;1511846.66902 ns;
6909;233;1521673.05350 ns;
6910;258;2686689.60780 ns;
6911;258;1521768.97973 ns;
6912;260;1484333.53752 ns;
6913;238;1474124.37946 ns;
6914;276;1474680.37903 ns;
6915;232;1478692.51668 ns;
6916;254;1490929.16399 ns;
6917;247;1560928.30002 ns;
6918;255;1476563.51328 ns;
6919;268;1484798.26748 ns;
6920;250;1474427.99062 ns;
6921;264;1480756.32751 ns;
6922;266;1478594.72781 ns;
6923;251;1478774.47307 ns;
6924;245;1527958.54956 ns;
6925;279;1473428.68149 ns;
6926;251;1494215.80136 ns;
6927;264;1475790.51554 ns;
6928;246;1481783.57631 ns;
6929;251;1486043.44577 ns;
6930;269;1474848.94842 ns;
6931;253;1533413.30588 ns;
6932;263;1474913.20968 ns;
6933;264;1483374.27527 ns;
6934;239;1477160.49105 ns;
6935;257;1481188.46118 ns;
6936;266;1473506.91259 ns;
6937;258;1471861.26560 ns;
6938;258;1486185.00680 ns;
6939;269;1512696.96653 ns;
6940;235;1519894.22739 ns;
6941;281;1536117.86664 ns;
6942;264;1493387.85559 ns;
6943;269;1474997.02871 ns;
6944;250;1476337.20189 ns;
6945;245;1575627.36422 ns;
6946;241;1477662.47392 ns;
6947;248;1566302.96260 ns;
6948;256;1482419.66963 ns;
6949;266;1475571.65474 ns;
6950;264;1475200.05703 ns;
6951;261;1473756.50704 ns;
6952;260;1569055.02081 ns;
6953;260;1478661.78304 ns;
6954;268;1487749.62872 ns;
6955;238;1484517.00807 ns;
6956;245;1516760.32692 ns;
6957;237;1473990.26901 ns;
6958;250;1530423.76041 ns;
6959;253;1559974.62571 ns;
6960;258;1479344.44249 ns;
6961;261;1489497.72120 ns;
6962;276;1474680.37903 ns;
6963;276;1486839.72657 ns;
6964;237;1474327.40778 ns;
6965;273;1476319.50676 ns;
6966;255;1566624.26889 ns;
6967;241;1498302.44482 ns;
6968;248;1475959.08493 ns;
6969;252;1477764.91940 ns;
6970;245;1474948.59993 ns;
6971;264;1494155.26539 ns;
6972;243;1479810.10377 ns;
6973;250;1570284.36661 ns;
6974;264;1514071.59865 ns;
6975;274;1532438.21114 ns;
6976;256;1496725.71570 ns;
6977;255;1476068.04967 ns;
6978;249;1478848.97888 ns;
6979;254;1489406.45158 ns;
6980;264;1541108.82431 ns;
6981;264;1473953.94742 ns;
6982;243;1472407.95195 ns;
6983;242;1494530.58839 ns;
6984;249;1484763.80855 ns;
6985;261;1482328.40002 ns;
6986;258;1486391.76041 ns;
6987;260;1552983.18714 ns;
6988;277;1474246.38271 ns;
6989;235;1486849.03979 ns;
6990;241;1494137.57026 ns;
6991;263;1504617.74319 ns;
6992;254;1490047.20151 ns;
6993;250;1565748.82567 ns;
6994;255;1535161.39835 ns;
6995;258;1474399.11962 ns;
6996;250;1485536.80629 ns;
6997;251;1479229.88981 ns;
6998;250;1480241.30613 ns;
6999;265;1481201.49970 ns;
7000;255;1474503.42774 ns;
7001;266;1474048.94233 ns;
7002;266;1473207.95804 ns;
7003;258;1475204.71364 ns;
7004;265;1487277.44818 ns;
7005;258;1487295.14331 ns;
7006;267;1480968.66906 ns;
7007;266;1472874.54456 ns;
7008;260;1483874.39549 ns;
7009;252;1473577.69310 ns;
7010;250;1495185.30816 ns;
7011;251;1499270.08897 ns;
7012;258;1488960.34807 ns;
7013;253;1490221.35884 ns;
7014;240;1475092.02361 ns;
7015;250;1472965.81417 ns;
7016;275;1485761.25503 ns;
7017;275;1503609.12085 ns;
7018;251;1501795.83579 ns;
7019;267;1480937.00409 ns;
7020;264;1485682.09261 ns;
7021;262;1515389.42009 ns;
7022;260;1474855.46768 ns;
7023;248;1475997.26915 ns;
7024;233;1488531.00836 ns;
7025;253;1500332.72803 ns;
7026;273;1478117.89066 ns;
7027;250;1473152.07869 ns;
7028;258;1495749.68964 ns;
7029;277;1485187.56032 ns;
7030;253;1475268.97490 ns;
7031;267;1483161.00240 ns;
7032;253;1509214.75142 ns;
7033;256;1473846.84533 ns;
7034;236;1477178.18618 ns;
7035;283;1482442.95269 ns;
