ID;HW;LENGTH;TIME
12609;1000;13209938.07167 ns;
12610;997;13261441.14137 ns;
12611;1043;13232306.11160 ns;
12612;1048;13118669.85634 ns;
12613;1048;13158976.10039 ns;
12614;969;13121064.75234 ns;
12615;1034;13208848.88992 ns;
12616;1024;13189873.65812 ns;
12617;1015;13201774.09798 ns;
12618;1047;13121225.87115 ns;
12619;1039;13312908.82081 ns;
12620;1028;13120830.05905 ns;
12621;1076;13340346.98084 ns;
12622;1028;13217944.18618 ns;
12623;1008;13120147.86527 ns;
12624;1036;13163968.92071 ns;
12625;1063;13159029.65143 ns;
12626;981;13329727.10952 ns;
12627;983;13141806.23740 ns;
12628;1044;13188625.22021 ns;
12629;1020;13122470.11811 ns;
12630;1023;13159691.82178 ns;
12631;1038;13121982.10508 ns;
12632;1064;13151347.17152 ns;
12633;1062;13202893.08205 ns;
12634;1024;13317609.20584 ns;
12635;1026;13543277.04757 ns;
12636;1042;13240240.97994 ns;
12637;1007;13209973.92759 ns;
12638;1045;13228821.10253 ns;
12639;1022;13233841.86253 ns;
12640;1027;13223438.05805 ns;
12641;991;13346236.19914 ns;
12642;1039;13364573.00931 ns;
12643;1038;13161987.99759 ns;
12644;1011;13219173.99764 ns;
12645;1015;13295222.07379 ns;
12646;1006;13332268.22317 ns;
12647;998;13274075.92908 ns;
12648;1010;13217257.80144 ns;
12649;1023;13380546.12279 ns;
12650;1033;13215058.94884 ns;
12651;993;13233687.72864 ns;
12652;1021;13257863.93136 ns;
12653;981;13121422.84587 ns;
12654;1032;13161195.90774 ns;
12655;1025;13161095.79057 ns;
12656;990;13161384.96622 ns;
12657;1036;13171510.30526 ns;
12658;1029;13122932.05410 ns;
12659;1019;13245713.89705 ns;
12660;1026;13122915.75596 ns;
12661;1019;13122137.63595 ns;
12662;1046;13159532.09996 ns;
12663;1021;13332079.16468 ns;
12664;979;13245285.95433 ns;
12665;1062;13693347.10762 ns;
12666;977;13262365.94468 ns;
12667;992;13247911.81833 ns;
12668;1006;13248084.11300 ns;
12669;1003;13120409.10125 ns;
12670;982;13342868.07105 ns;
12671;1054;13163970.78335 ns;
12672;1015;13239381.36920 ns;
12673;1009;13178418.85611 ns;
12674;1010;13162458.78115 ns;
12675;1041;13122233.09651 ns;
12676;1009;13199009.93258 ns;
12677;1021;13184471.98719 ns;
12678;1012;13257841.57962 ns;
12679;1032;13123328.79752 ns;
12680;1027;13135957.99729 ns;
12681;1008;13120653.10776 ns;
12682;1025;13120487.33234 ns;
12683;997;13120986.05558 ns;
12684;1020;13181339.01805 ns;
12685;1059;13144265.86032 ns;
12686;983;13245618.90215 ns;
12687;1018;13123809.35997 ns;
12688;1023;13141996.22720 ns;
12689;1018;13217127.88194 ns;
12690;1043;13201144.05826 ns;
12691;1011;13361263.08888 ns;
12692;1061;13162311.16652 ns;
12693;1044;13127724.17441 ns;
12694;980;13134712.81901 ns;
12695;967;13197375.92712 ns;
12696;1017;13241758.10441 ns;
12697;993;13139118.90611 ns;
12698;1021;13122408.18515 ns;
12699;1033;13121869.88071 ns;
12700;1064;13153417.03594 ns;
12701;1034;13118819.79927 ns;
12702;1041;13406478.79988 ns;
12703;1023;13122653.12299 ns;
12704;1030;13160220.81301 ns;
12705;1018;13215614.94842 ns;
12706;1028;13122995.84970 ns;
12707;1034;13226518.40746 ns;
12708;1002;13275950.68142 ns;
12709;1000;13206909.41066 ns;
12710;1046;13117409.77690 ns;
12711;993;13122856.61697 ns;
12712;1037;13240439.81731 ns;
12713;1032;13180059.84649 ns;
12714;973;13134761.24778 ns;
12715;1034;13161092.99660 ns;
12716;998;13176600.91445 ns;
12717;984;13178593.94476 ns;
12718;1036;13346948.19525 ns;
12719;991;13122118.54383 ns;
12720;1078;13287161.94257 ns;
12721;1045;13132404.07035 ns;
12722;1029;13162810.82109 ns;
12723;1023;13181210.02987 ns;
12724;1064;13249128.12561 ns;
12725;1054;13117879.16347 ns;
12726;1070;13122474.30906 ns;
12727;1026;13123070.82117 ns;
12728;1036;13120328.07618 ns;
12729;1053;13301917.81744 ns;
12730;1074;13182811.90470 ns;
12731;1027;13259805.27326 ns;
12732;1043;13141336.85082 ns;
12733;1029;13176730.36829 ns;
12734;995;13131735.84640 ns;
12735;999;13347825.96678 ns;
12736;994;13123524.84092 ns;
12737;991;13180266.13444 ns;
12738;981;13125683.18099 ns;
12739;1010;13141303.78887 ns;
12740;1025;13315661.81034 ns;
12741;1015;13159662.95078 ns;
12742;1036;13161255.97805 ns;
12743;952;13141355.94293 ns;
12744;1031;13158459.21636 ns;
12745;1023;13182278.25686 ns;
12746;1053;13199199.92238 ns;
12747;1019;13285407.33084 ns;
12748;1000;13180308.97528 ns;
12749;1040;13199411.79827 ns;
12750;1005;13204503.80445 ns;
12751;1050;13122486.88191 ns;
12752;1012;13162428.97883 ns;
12753;979;13140034.39620 ns;
12754;1030;13123181.18289 ns;
12755;1007;13124062.67971 ns;
12756;1007;13155444.99084 ns;
12757;1020;13136527.03539 ns;
12758;1034;13132859.02143 ns;
12759;1035;13133667.87508 ns;
12760;1062;13159169.34982 ns;
12761;1033;13258391.99126 ns;
12762;1030;13124418.91059 ns;
12763;1060;13122083.15358 ns;
12764;1058;13123054.05736 ns;
12765;1019;13122513.89027 ns;
12766;989;13124529.73798 ns;
12767;1029;13162120.71106 ns;
12768;1021;13189637.10219 ns;
12769;1049;13135737.27384 ns;
12770;1036;13288840.18585 ns;
12771;1014;13196330.05187 ns;
12772;1027;13200785.03340 ns;
12773;1012;13120887.33539 ns;
12774;1021;13139236.25275 ns;
12775;1009;13123476.87781 ns;
12776;1038;13122949.28357 ns;
12777;1080;13136615.97669 ns;
12778;1010;13122583.73946 ns;
12779;1015;13226742.85620 ns;
12780;1025;13135507.70283 ns;
12781;1040;13213146.94360 ns;
12782;1045;13906029.05303 ns;
12783;995;13208616.99060 ns;
12784;1049;13288056.01224 ns;
12785;1005;13248478.99377 ns;
12786;1011;13118598.61016 ns;
12787;1028;13190189.37647 ns;
12788;1043;13252773.32217 ns;
12789;1004;13124068.73330 ns;
12790;1000;13230251.61400 ns;
12791;963;13232342.89885 ns;
12792;995;13300375.08160 ns;
12793;1035;13699558.09787 ns;
12794;1013;13388062.82729 ns;
12795;1024;13316228.98579 ns;
12796;980;13344305.56744 ns;
12797;1020;13472802.00571 ns;
12798;1006;13290677.21963 ns;
12799;1027;13295060.95499 ns;
12800;1017;13624551.24035 ns;
12801;1011;13214385.13696 ns;
12802;1052;13221847.82475 ns;
12803;1037;13288791.75708 ns;
12804;1048;13162712.56655 ns;
12805;1015;13210430.74131 ns;
12806;978;13195438.31050 ns;
12807;997;13187747.91434 ns;
12808;1011;13340967.24167 ns;
12809;1019;13162626.88488 ns;
12810;1015;13309784.69923 ns;
12811;1051;13162033.16674 ns;
12812;998;13119787.90909 ns;
12813;1013;13160788.91978 ns;
12814;993;13264612.29473 ns;
12815;1003;13256120.02984 ns;
12816;1020;13308107.85294 ns;
12817;1037;13122750.91186 ns;
12818;1022;13163465.07519 ns;
12819;1017;13176636.30471 ns;
12820;997;13334160.20498 ns;
12821;1017;13200768.26960 ns;
12822;990;13237496.83797 ns;
12823;1036;13135074.17217 ns;
12824;999;13144652.82485 ns;
12825;1046;13137846.71947 ns;
12826;1030;13318844.13958 ns;
12827;1036;13568972.23741 ns;
12828;1009;13121146.70873 ns;
12829;1034;13137230.18393 ns;
12830;1012;13218523.93448 ns;
12831;1014;13250992.16774 ns;
12832;1019;13163622.93437 ns;
12833;1038;13123782.81727 ns;
12834;1011;13122326.22877 ns;
12835;1055;13123007.95689 ns;
12836;1008;13125780.03854 ns;
12837;1037;13160713.01699 ns;
12838;1028;13197906.31533 ns;
12839;1035;13121865.68975 ns;
12840;1020;13118646.10761 ns;
12841;1013;13211993.03493 ns;
12842;1040;13215106.91196 ns;
12843;990;13123332.05715 ns;
12844;1034;13163897.20887 ns;
12845;1026;13131002.89553 ns;
12846;1018;13122161.85033 ns;
12847;1023;13179196.97613 ns;
12848;1000;13261785.73072 ns;
12849;1017;13144589.96058 ns;
12850;1025;13139389.92098 ns;
12851;1005;13182578.14273 ns;
12852;1027;13174949.21386 ns;
12853;996;13138356.15292 ns;
12854;986;13186885.97530 ns;
12855;997;13307251.96749 ns;
12856;1019;13120740.18642 ns;
12857;1018;13163692.78356 ns;
12858;1072;13130086.00846 ns;
12859;1023;13120627.03073 ns;
12860;1013;13370069.20949 ns;
12861;1001;13197971.97357 ns;
12862;989;13118220.95886 ns;
12863;1035;13122993.05573 ns;
12864;1022;13220146.76407 ns;
12865;1011;13354680.96659 ns;
12866;1030;13123068.95852 ns;
12867;999;13182288.03575 ns;
12868;1032;13261092.82672 ns;
12869;1008;13176960.87062 ns;
12870;1043;13242732.26783 ns;
12871;1046;13120342.04602 ns;
12872;1009;13190009.16556 ns;
12873;987;13251253.86938 ns;
12874;997;13122737.87335 ns;
12875;1023;13223121.87403 ns;
12876;998;13178898.95290 ns;
12877;1014;13143085.87462 ns;
12878;1002;13159947.93549 ns;
12879;1005;13121869.88071 ns;
12880;1040;13180904.09040 ns;
12881;1003;13246551.15604 ns;
12882;1036;13163547.03158 ns;
12883;1044;13213499.91485 ns;
12884;995;13121498.28300 ns;
12885;1026;13119610.95780 ns;
12886;1034;13122218.66101 ns;
12887;990;13120597.22841 ns;
12888;1021;13206013.94400 ns;
12889;1062;13133776.37416 ns;
12890;1008;13122324.83178 ns;
12891;1038;13236074.70840 ns;
12892;1022;13263275.84684 ns;
12893;1006;13287321.19873 ns;
12894;1044;13122547.88354 ns;
12895;1028;13334027.95717 ns;
12896;1045;13196950.77837 ns;
12897;1012;13302039.35504 ns;
12898;1048;13181812.12991 ns;
12899;1028;13360073.32429 ns;
12900;991;13205674.94258 ns;
12901;1040;13124018.90755 ns;
12902;1021;13219529.76286 ns;
12903;989;13119933.66107 ns;
12904;1033;13130421.75025 ns;
12905;1032;13137434.14357 ns;
12906;1050;13184041.25050 ns;
12907;1027;13141094.24129 ns;
12908;1022;13186023.10494 ns;
12909;1016;13138645.79424 ns;
12910;1018;13139480.72493 ns;
12911;1011;13208213.26226 ns;
12912;1012;13120820.74583 ns;
12913;1051;13265283.77831 ns;
12914;1021;13122443.57541 ns;
12915;1033;13349203.39286 ns;
12916;1045;13248166.06939 ns;
12917;1049;13139676.30267 ns;
12918;1033;13121814.00135 ns;
12919;1025;13155885.97208 ns;
12920;1031;13358222.32068 ns;
12921;1006;13206616.04404 ns;
12922;1036;13283611.27526 ns;
12923;1045;13120744.37737 ns;
12924;1019;13119073.11901 ns;
12925;985;13164441.10125 ns;
12926;1001;13199014.12353 ns;
12927;1055;13204017.18840 ns;
12928;1074;13180327.13607 ns;
12929;995;13122334.14501 ns;
12930;1006;13121772.09184 ns;
12931;1017;13201613.44483 ns;
12932;1039;13119892.21722 ns;
12933;1009;13225001.28299 ns;
12934;1036;13122540.89862 ns;
12935;1025;13165351.93473 ns;
12936;1030;13314811.04717 ns;
12937;1046;13218023.81426 ns;
12938;1017;13163669.96616 ns;
12939;1033;13239443.76782 ns;
12940;1035;13283585.19822 ns;
12941;1014;13179670.08799 ns;
12942;1026;13142499.60706 ns;
12943;1009;13245637.99426 ns;
12944;989;13236775.99430 ns;
12945;1059;13197385.24035 ns;
12946;1042;13120954.39062 ns;
12947;978;13163255.06195 ns;
12948;997;13235999.27127 ns;
12949;1028;13160205.91184 ns;
12950;1003;13271789.99782 ns;
12951;1034;13200316.11249 ns;
12952;1021;13269767.16518 ns;
12953;1034;13124444.05630 ns;
12954;1013;13122688.04759 ns;
12955;1015;13159580.99440 ns;
12956;1006;13160178.90349 ns;
12957;1027;13139321.00311 ns;
12958;1011;13139577.11682 ns;
12959;1018;13121443.80063 ns;
12960;1066;13242062.64690 ns;
12961;1008;13123395.85274 ns;
12962;1037;13219665.73596 ns;
12963;1030;13122720.17822 ns;
12964;997;13178938.06845 ns;
12965;1021;13275057.07741 ns;
12966;1025;13227377.08688 ns;
12967;1051;13122149.74314 ns;
12968;1030;13198852.07340 ns;
12969;1023;13122554.86846 ns;
12970;998;13200019.95191 ns;
12971;1031;13162251.09622 ns;
12972;1057;13121451.71687 ns;
12973;1025;13199036.00961 ns;
12974;1020;13162150.97904 ns;
12975;1017;13217340.22349 ns;
12976;1020;13157041.74340 ns;
12977;1017;13201169.66963 ns;
12978;1007;13180760.20107 ns;
12979;1032;13146266.80687 ns;
12980;1051;13160570.99029 ns;
12981;1014;13161234.09197 ns;
12982;1020;13161639.21729 ns;
12983;986;13221063.18548 ns;
12984;1066;13191292.99372 ns;
12985;1022;13121390.71524 ns;
12986;1027;13121418.18926 ns;
12987;998;13121677.09693 ns;
12988;1008;13218051.75394 ns;
12989;1013;13161980.08135 ns;
12990;1037;13163588.00977 ns;
12991;1010;13201858.38267 ns;
12992;1032;13393505.01075 ns;
12993;1030;13232969.21328 ns;
12994;1028;13271429.11032 ns;
12995;1058;13207778.80028 ns;
12996;1016;13251448.98146 ns;
12997;1025;13551757.20528 ns;
12998;997;13311482.03462 ns;
12999;1003;13196408.74863 ns;
13000;1024;13197446.24197 ns;
13001;1010;13174832.79854 ns;
13002;1037;13188316.02111 ns;
13003;1023;13200526.59139 ns;
13004;1057;13229466.04341 ns;
13005;995;13172038.83082 ns;
13006;1020;13200825.08028 ns;
13007;999;17228581.94262 ns;
13008;982;13689095.62007 ns;
13009;1062;13268515.00198 ns;
13010;1016;13177299.87204 ns;
13011;1042;13404135.12662 ns;
13012;1005;13162672.05402 ns;
13013;1020;13161199.16737 ns;
13014;1032;13203627.89556 ns;
13015;1016;13141718.22742 ns;
13016;1015;13163665.77521 ns;
13017;1003;13162211.04935 ns;
13018;1061;13238403.01484 ns;
13019;1023;13160695.78752 ns;
13020;1018;13140573.16631 ns;
13021;1008;13161582.87227 ns;
13022;1011;13162047.13657 ns;
13023;1029;13219785.87657 ns;
13024;1001;13121396.76884 ns;
13025;1044;13122737.87335 ns;
13026;1033;13140494.00389 ns;
13027;995;13163452.03668 ns;
13028;1001;13162232.00411 ns;
13029;1056;13120283.83836 ns;
13030;1031;13164231.08801 ns;
13031;997;13122220.05799 ns;
13032;1040;13118673.11597 ns;
13033;1029;13160831.29495 ns;
13034;1026;13120952.06231 ns;
13035;1016;13235653.28494 ns;
13036;1042;13142129.87199 ns;
13037;1077;13121321.33171 ns;
13038;1033;13121668.71503 ns;
13039;1022;13156901.11369 ns;
13040;1003;13185830.78682 ns;
13041;1027;13448481.91366 ns;
13042;1007;13178343.88465 ns;
13043;987;13253455.05029 ns;
13044;1035;13161330.94952 ns;
13045;1040;13122178.14848 ns;
13046;1010;13139161.28129 ns;
13047;1033;13202982.02336 ns;
13048;1018;13140392.02407 ns;
13049;1035;13159609.86540 ns;
13050;1008;13159865.97911 ns;
13051;1024;13122013.30438 ns;
13052;1029;13156185.85795 ns;
13053;1017;13157590.75806 ns;
13054;1047;13122139.96425 ns;
13055;1026;13123122.97523 ns;
13056;1013;13181904.79651 ns;
13057;1015;13164229.69103 ns;
13058;1030;13121433.09042 ns;
13059;1000;13139431.83050 ns;
13060;1017;13127672.95167 ns;
13061;1008;13238837.01116 ns;
13062;1008;13177253.77157 ns;
13063;975;13158635.23632 ns;
13064;1066;13134310.95332 ns;
13065;1043;13161574.02471 ns;
13066;997;13202631.84607 ns;
13067;988;13124529.27232 ns;
13068;972;13240680.09853 ns;
13069;1025;13123748.35834 ns;
13070;1018;13186302.96737 ns;
13071;1007;13164489.06437 ns;
13072;1034;13121946.24916 ns;
13073;1036;13161042.70518 ns;
13074;1052;13124543.70782 ns;
13075;1016;13208694.75603 ns;
13076;1013;13202066.06761 ns;
13077;1064;13121041.00361 ns;
13078;1025;13157617.30075 ns;
13079;1043;13122573.02925 ns;
13080;1024;13138149.86497 ns;
13081;1007;13205546.88573 ns;
13082;1038;13125499.24478 ns;
13083;1019;13471680.22767 ns;
13084;1032;13162869.96007 ns;
13085;1018;13126539.99776 ns;
13086;1019;13159895.78143 ns;
13087;1003;13164340.98408 ns;
13088;1026;13183957.89713 ns;
13089;1013;13160278.08934 ns;
13090;1023;13196096.28990 ns;
13091;1035;13205427.21078 ns;
13092;1002;13141088.18769 ns;
13093;1074;13160012.19675 ns;
13094;1009;13127539.30688 ns;
13095;1062;13143067.71383 ns;
13096;1038;13264569.91956 ns;
13097;1001;13121604.91943 ns;
13098;1010;13124947.90182 ns;
13099;1005;13126322.99960 ns;
13100;1004;13121628.20250 ns;
13101;1044;13140742.20136 ns;
13102;1023;13260516.80371 ns;
13103;1053;13222660.86936 ns;
13104;1037;13247612.39812 ns;
13105;1012;13221865.98554 ns;
13106;1018;13188834.76779 ns;
13107;1016;13242260.08728 ns;
13108;1029;13160809.87453 ns;
13109;1018;13122397.94061 ns;
13110;996;13123958.83724 ns;
13111;1031;13227242.04510 ns;
13112;1002;13123807.96298 ns;
13113;988;13159592.17027 ns;
13114;1018;13265012.29778 ns;
13115;1032;13124553.02104 ns;
13116;1027;13257021.08443 ns;
13117;1037;13245876.87850 ns;
13118;1022;13160928.15250 ns;
13119;982;13260507.95615 ns;
13120;1007;13324922.88202 ns;
13121;1050;13265722.43124 ns;
13122;991;13170351.27431 ns;
13123;1035;13400991.91293 ns;
13124;1055;13143728.95285 ns;
13125;1019;13120256.83001 ns;
13126;1032;13124932.06933 ns;
13127;978;13139877.00269 ns;
13128;1021;13226325.15803 ns;
13129;973;13120042.16015 ns;
13130;1033;13514136.42988 ns;
13131;984;13160582.16617 ns;
13132;1034;13208862.85976 ns;
13133;1003;13164470.90358 ns;
13134;1003;13443329.83717 ns;
13135;1000;13421149.92440 ns;
13136;1021;13363875.91437 ns;
13137;1027;13237101.95720 ns;
13138;1039;13342672.95897 ns;
13139;1040;13286162.16779 ns;
13140;1013;13187085.74399 ns;
13141;1014;13187608.21596 ns;
13142;1017;13533070.21782 ns;
13143;1025;13198425.06200 ns;
13144;1015;25053261.77925 ns;
13145;1008;13125720.89955 ns;
13146;1029;13252550.73607 ns;
13147;1023;13188667.12973 ns;
13148;989;13586005.66164 ns;
13149;1014;13331844.93706 ns;
13150;1000;13313092.29136 ns;
13151;1039;13203823.93897 ns;
13152;987;13123813.08526 ns;
13153;1006;13122232.63085 ns;
13154;1028;13424585.10771 ns;
13155;1022;13204920.10564 ns;
13156;1088;13189800.08364 ns;
13157;1053;13172538.01972 ns;
13158;1053;13140880.03710 ns;
13159;1059;13437350.74624 ns;
13160;1045;13122610.28215 ns;
13161;1020;13119881.97267 ns;
13162;1047;13122222.38630 ns;
13163;1054;13128499.96611 ns;
13164;1005;13166225.98097 ns;
13165;1036;13160678.09239 ns;
13166;1022;13480475.17240 ns;
13167;1060;13294752.22155 ns;
13168;992;13141849.07824 ns;
13169;1018;13138271.86823 ns;
13170;1062;13472075.10844 ns;
13171;1015;13118841.68535 ns;
13172;1005;13173476.79287 ns;
13173;982;13238186.01668 ns;
13174;1047;13138818.08892 ns;
13175;1036;13241333.88698 ns;
13176;1061;13123604.00334 ns;
13177;1009;13303216.08111 ns;
13178;1010;13131082.05795 ns;
13179;1009;13120845.89154 ns;
13180;1014;13148450.29265 ns;
13181;1013;13136452.06392 ns;
13182;1038;13224743.77230 ns;
13183;1079;13119427.95292 ns;
13184;1041;13153526.93200 ns;
13185;997;13131699.99048 ns;
13186;1025;13146220.24074 ns;
13187;1025;13140326.83149 ns;
13188;1006;13120945.07739 ns;
13189;1036;13124153.01800 ns;
13190;1017;13409435.28339 ns;
13191;1016;13163328.17078 ns;
13192;985;13180810.95815 ns;
13193;1037;13162286.95214 ns;
13194;1026;13131476.00740 ns;
13195;1042;13137482.10669 ns;
13196;1036;13175924.77426 ns;
13197;1030;13140231.83659 ns;
13198;1044;13200610.87608 ns;
13199;984;13161856.21545 ns;
13200;1053;13122681.06267 ns;
13201;990;13122056.14522 ns;
13202;1034;13275125.06396 ns;
13203;1022;13166856.02069 ns;
13204;1043;13165826.90924 ns;
13205;1035;13202581.08899 ns;
13206;1021;13240944.12848 ns;
13207;1050;13124086.89409 ns;
13208;1016;13120567.89175 ns;
13209;1001;13275699.22432 ns;
13210;1025;13162922.11413 ns;
13211;1013;13175255.15333 ns;
13212;1010;13120782.09594 ns;
13213;1011;13124450.10990 ns;
13214;1022;13136719.81916 ns;
13215;1055;13232246.04130 ns;
13216;1014;13176875.18895 ns;
13217;1026;13163473.92276 ns;
13218;1028;13133762.86998 ns;
13219;1049;13214756.73467 ns;
13220;1010;13204436.74922 ns;
13221;1025;13230916.11266 ns;
13222;1072;13120578.13630 ns;
13223;1003;13162199.40782 ns;
13224;1021;13164176.13998 ns;
13225;1022;13122177.68282 ns;
13226;1012;13166787.10282 ns;
13227;1018;13135746.12141 ns;
13228;1029;13203733.13501 ns;
13229;1039;13133115.60079 ns;
13230;1029;13233163.39403 ns;
13231;1015;13522571.88410 ns;
13232;1020;13123559.76552 ns;
13233;1032;13258207.12373 ns;
13234;1011;13124986.08604 ns;
13235;1014;13144209.98096 ns;
13236;1039;13142319.86180 ns;
13237;1035;13234626.03614 ns;
13238;999;13121189.08390 ns;
13239;1017;13152587.69318 ns;
13240;999;13122775.12625 ns;
13241;1044;13214685.02283 ns;
13242;1032;13126674.10821 ns;
13243;1046;13205853.75652 ns;
13244;1009;13176396.02348 ns;
13245;1022;13121581.17071 ns;
13246;1026;13239283.11467 ns;
13247;993;13133990.11269 ns;
13248;1052;13134151.23150 ns;
13249;1011;13156465.25472 ns;
13250;1019;13218908.10505 ns;
13251;1024;13153921.81277 ns;
13252;1024;13178182.30018 ns;
13253;1029;13162552.84473 ns;
13254;1014;13323678.63506 ns;
13255;1034;13183106.66829 ns;
13256;1013;13196952.17535 ns;
13257;1035;13120728.07923 ns;
13258;1001;13161379.37829 ns;
13259;1088;13119240.75708 ns;
13260;1009;13214834.96577 ns;
13261;1014;13123156.03718 ns;
13262;1004;13270383.70073 ns;
13263;1039;13119916.89727 ns;
13264;1019;13158254.79105 ns;
13265;1023;13124805.87512 ns;
13266;1010;13119889.88891 ns;
13267;1017;13126629.87038 ns;
13268;1023;13120848.21984 ns;
13269;1040;13173159.21187 ns;
13270;1040;13382592.23849 ns;
13271;1032;13142541.05091 ns;
13272;1023;13185618.91094 ns;
13273;1027;13246544.17112 ns;
13274;1000;13133955.65376 ns;
13275;1054;13198921.92259 ns;
13276;1028;13161045.03348 ns;
13277;1021;13366356.02638 ns;
13278;1018;13132289.98333 ns;
13279;1057;13141670.26430 ns;
13280;1008;13121239.84098 ns;
13281;1006;13285249.93733 ns;
13282;1002;13123414.01353 ns;
13283;998;13283676.93350 ns;
13284;1034;13203815.09140 ns;
13285;1021;13125146.73918 ns;
13286;1055;13230531.01078 ns;
13287;1048;13132209.88959 ns;
